time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average fuel consumption 10 sec (km/L)","Average speed (km/h)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
09:05:46.174,,,,,,,-0.66325,,,,,,,,,,,,,,,,,,,,,,35,,,,
09:05:46.888,,,,,,,-0.66325,,,,,,,,,,,1,,,,,,,,,,,35,0,,,
09:05:47.165,,,,,,,-0.66325,,,1.2905739522192672,,,,,,1128,1.1,1,,,,,,,,,5.048980708235859,,35,0,,,
09:05:47.503,,,,,,,-0.66325,,,1.2905739522192672,,,,,,1128,1.1,1,,,,,,,,,5.048980708235859,,35,0,,0,
09:05:47.774,,,,,,,-0.6232500000000001,,,1.2905739522192672,,,,,,1128,1.1,1,,,,,,,,,5.048980708235859,,39,0,,0,
09:05:48.215,,,,,,,-0.6232500000000001,,,1.2905739522192672,,,,,,1128,1.1,1,,,,,,,,,5.048980708235859,,39,0,,0,
09:05:48.452,,,,,,,-0.6232500000000001,,,1.4495420659386764,,,,,,1137,1.1,1,0.0005114418868600858,0.000511,11.793985999999999,5.825944000000001,0.058815816988909864,0.058765,1121.6962238200001,669.9835599999999,5.670895429212328,,39,0,,0,
09:05:48.779,,,,,,,-0.6232500000000001,,,1.4495420659386764,,,,,,1137,1.1,1,0.0005114418868600858,0.000511,11.793985999999999,5.825944000000001,0.058815816988909864,0.058765,1121.6962238200001,669.9835599999999,5.670895429212328,31,39,0,,0,
09:05:49.209,,,,,,0,-0.6232500000000001,,,1.4495420659386764,0,0,180.364446,93.886049,,1137,1.1,1,0.0005114418868600858,0.000511,11.793985999999999,5.825944000000001,0.058815816988909864,0.058765,1121.6962238200001,669.9835599999999,5.670895429212328,31,39,0,,0,
09:05:49.561,,,,,,0,-0.6232500000000001,7.0588235294117645,,1.4495420659386764,0,0,180.364446,93.886049,,1137,1.1,1,0.0005114418868600858,0.000511,11.793985999999999,5.825944000000001,0.058815816988909864,0.058765,1121.6962238200001,669.9835599999999,5.670895429212328,31,39,0,,0,
09:05:49.776,,,15.292272327663705,16.113790391080936,,0,-0.6232500000000001,7.0588235294117645,,1.3521772978415063,0,0,180.364446,93.886049,,1181,1.2,1,0.001008428943488696,0.001008,11.794483,5.826441,0.11596932850120005,0.11592,1121.75337882,670.0407149999999,5.289985187734782,31,39,0,,0,
09:05:49.997,,,15.292272327663705,16.113790391080936,,0,-0.6232500000000001,7.0588235294117645,,1.3521772978415063,0,0,180.364446,93.886049,41,1181,1.2,1,0.001008428943488696,0.001008,11.794483,5.826441,0.11596932850120005,0.11592,1121.75337882,670.0407149999999,5.289985187734782,31,39,0,,0,
09:05:50.232,,,15.292272327663705,16.113790391080936,,0,-0.6232500000000001,7.0588235294117645,,1.3521772978415063,0,0,180.364446,93.886049,41,1181,1.2,1,0.001008428943488696,0.001008,11.794483,5.826441,0.11596932850120005,0.11592,1121.75337882,670.0407149999999,5.289985187734782,31,39,0,,0,
09:05:50.533,,,15.291908002567922,16.113013286029435,,0,-0.6232500000000001,7.0588235294117645,,1.3109593615821544,0,0,180.364446,93.886049,41,1145,1.1,1,0.001289319466165827,0.001289,11.794763999999999,5.826722,0.14827173860907011,0.148235,1121.7856938200002,670.0730299999999,5.128732463976567,31,39,0,,0,
09:05:50.946,,,15.291908002567922,16.113013286029435,,0,-0.6232500000000001,7.0588235294117645,,1.3109593615821544,0,0,180.364446,93.886049,41,1145,1.1,1,0.001289319466165827,0.001289,11.794763999999999,5.826722,0.14827173860907011,0.148235,1121.7856938200002,670.0730299999999,5.128732463976567,31,39,0,,0,
09:05:51.306,,,15.291548880584648,16.112247316328695,,0,-0.6232500000000001,7.0588235294117645,,1.2914953361263495,0,0,180.364446,93.886049,41,1128,1.1,1,0.0015662785602556367,0.001566,11.795041,5.826999000000001,0.18012203442939823,0.18009,1121.8175488200002,670.1048849999999,5.052585344424076,31,39,0,,0,
09:05:51.703,,,15.291548880584648,16.112247316328695,,0,-0.6232500000000001,7.0588235294117645,,1.2914953361263495,0,0,180.364446,93.886049,42,1128,1.1,1,0.0015662785602556367,0.001566,11.795041,5.826999000000001,0.18012203442939823,0.18009,1121.8175488200002,670.1048849999999,5.052585344424076,31,39,0,,0,
09:05:51.938,,,15.291548880584648,16.112247316328695,,0,-0.6232500000000001,7.0588235294117645,,1.2914953361263495,0,0,180.364446,93.886049,42,1128,1.1,1,0.0015662785602556367,0.001566,11.795041,5.826999000000001,0.18012203442939823,0.18009,1121.8175488200002,670.1048849999999,5.052585344424076,31,39,0,0,0,
09:05:52.390,,,15.291038100756776,16.111157939751102,,0,-0.6232500000000001,7.0588235294117645,,1.3052346482127997,0,0,180.364446,93.886049,42,1140,1.1,1,0.001960136704749132,0.00196,11.795435,5.827393000000001,0.22541572104615015,0.2254,1121.8628588200002,670.1501949999999,5.106336252343479,31,39,0,0,0,
09:05:52.837,,,15.291038100756776,16.111157939751102,,0.33487720997885295,-0.6232500000000001,7.0588235294117645,1.53229153297341,1.3052346482127997,0.0004991385,0.000499,180.36494499999998,93.886548,42,1140,1.1,1,0.001960136704749132,0.00196,11.795435,5.827393000000001,0.22541572104615015,0.2254,1121.8628588200002,670.1501949999999,5.106336252343479,31,39,0,0.015618079521474069,2,
