"SECONDS";"PID";"VALUE";"UNITS";
"36296.464078";"Fuel used (Week)";"4.455317";"L";
"36296.464078";"Fuel used price";"19.8983626164634";"₹$";
"36296.464078";"Fuel used price (Today)";"19.89776";"₹$";
"36296.464078";"Fuel used price (total)";"277.74928882";"₹$";
"36296.464078";"Fuel used price (Week)";"277.74928882";"₹$";
"36296.464078";"Instant engine power (based on fuel consumption)";"4.655288035289875";"hp";
"36296.7336321";"Average speed";"8.845324192473688";"km/h";
"36296.7336321";"Calculated instant fuel consumption";"8.40377195209778";"km/L";
"36296.7336321";"Distance travelled";"1.5064007596666662";"km";
"36296.7336321";"Distance travelled (Today)";"1.5064";"km";
"36296.7336321";"Distance travelled (total)";"67.46356899999999";"km";
"36296.7336321";"Distance travelled (Week)";"67.46356899999999";"km";
"36296.7336321";"Vehicle speed";"10";"km/h";
"36297.0743015";"Calculated boost";"-0.57325";"bar";
"36297.0743015";"Intake manifold absolute pressure";"44";"kPa";
"36297.5232306";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36297.5232306";"Throttle position";"4.313725490196078";"%";
"36297.7445164";"Average fuel consumption";"8.680576034273587";"km/L";
"36297.7445164";"Average fuel consumption (Today)";"8.68081967590992";"km/L";
"36297.7445164";"Average fuel consumption (total)";"15.140533795649514";"km/L";
"36297.7445164";"Average fuel consumption (Week)";"15.140533795649514";"km/L";
"36297.7445164";"Average fuel consumption 10 sec";"8.679927108840808";"km/L";
"36297.7445164";"Calculated instant fuel rate";"1.4286535969551888";"L/h";
"36297.7445164";"Engine RPM";"1106";"rpm";
"36297.7445164";"Engine RPM x1000";"1.1";"rpm";
"36297.7445164";"Fuel used";"0.17353695811417724";"L";
"36297.7445164";"Fuel used (Today)";"0.173532";"L";
"36297.7445164";"Fuel used (total)";"4.455825";"L";
"36297.7445164";"Fuel used (Week)";"4.455825";"L";
"36297.7445164";"Fuel used price";"19.95675018313038";"₹$";
"36297.7445164";"Fuel used price (Today)";"19.95618";"₹$";
"36297.7445164";"Fuel used price (total)";"277.80770882";"₹$";
"36297.7445164";"Fuel used price (Week)";"277.80770882";"₹$";
"36297.7445164";"Instant engine power (based on fuel consumption)";"5.589175604679331";"hp";
"36298.063916";"Average speed";"8.852156739346192";"km/h";
"36298.063916";"Calculated instant fuel consumption";"8.399516877691655";"km/L";
"36298.063916";"Distance travelled";"1.5108366166666662";"km";
"36298.063916";"Distance travelled (Today)";"1.510836";"km";
"36298.063916";"Distance travelled (total)";"67.46800499999999";"km";
"36298.063916";"Distance travelled (Week)";"67.46800499999999";"km";
"36298.063916";"Vehicle speed";"12";"km/h";
"36298.3619975";"Calculated boost";"-0.7332500000000001";"bar";
"36298.3619975";"Intake manifold absolute pressure";"28";"kPa";
"36298.8118707";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36298.8118707";"Throttle position";"0.39215686274509803";"%";
"36299.041693";"Average fuel consumption";"8.69004711242634";"km/L";
"36299.041693";"Average fuel consumption (Today)";"8.6903073286052";"km/L";
"36299.041693";"Average fuel consumption (total)";"15.140438621176234";"km/L";
"36299.041693";"Average fuel consumption (Week)";"15.140438621176234";"km/L";
"36299.041693";"Average fuel consumption 10 sec";"8.678341097498462";"km/L";
"36299.041693";"Calculated instant fuel rate";"0.8918809854409553";"L/h";
"36299.041693";"Engine RPM";"1085";"rpm";
"36299.041693";"Engine RPM x1000";"1.1";"rpm";
"36299.041693";"Fuel used";"0.17385827684481067";"L";
"36299.041693";"Fuel used (Today)";"0.173853";"L";
"36299.041693";"Fuel used (total)";"4.456146";"L";
"36299.041693";"Fuel used (Week)";"4.456146";"L";
"36299.041693";"Fuel used price";"19.99370183715323";"₹$";
"36299.041693";"Fuel used price (Today)";"19.993095";"₹$";
"36299.041693";"Fuel used price (total)";"277.84462382";"₹$";
"36299.041693";"Fuel used price (Week)";"277.84462382";"₹$";
"36299.041693";"Instant engine power (based on fuel consumption)";"3.4892149200673632";"hp";
"36299.345985";"Average speed";"8.858722672308014";"km/h";
"36299.345985";"Calculated instant fuel consumption";"13.454709984726351";"km/L";
"36299.345985";"Distance travelled";"1.515117563333333";"km";
"36299.345985";"Distance travelled (Today)";"1.515117";"km";
"36299.345985";"Distance travelled (total)";"67.472286";"km";
"36299.345985";"Distance travelled (Week)";"67.472286";"km";
"36299.345985";"Vehicle speed";"12";"km/h";
"36299.6714571";"Calculated boost";"-0.77325";"bar";
"36299.6714571";"Intake manifold absolute pressure";"24";"kPa";
"36300.1145946";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36300.1145946";"Throttle position";"3.1372549019607843";"%";
"36300.3192793";"Average fuel consumption";"8.70166285559845";"km/L";
"36300.3192793";"Average fuel consumption (Today)";"8.701917720101314";"km/L";
"36300.3192793";"Average fuel consumption (total)";"15.140515922472053";"km/L";
"36300.3192793";"Average fuel consumption (Week)";"15.140515922472053";"km/L";
"36300.3192793";"Average fuel consumption 10 sec";"8.681593157715449";"km/L";
"36300.3192793";"Calculated instant fuel rate";"0.732058731170364";"L/h";
"36300.3192793";"Engine RPM";"1039";"rpm";
"36300.3192793";"Engine RPM x1000";"1";"rpm";
"36300.3192793";"Fuel used";"0.1741181643642446";"L";
"36300.3192793";"Fuel used (Today)";"0.174113";"L";
"36300.3192793";"Fuel used (total)";"4.456406";"L";
"36300.3192793";"Fuel used (Week)";"4.456406";"L";
"36300.3192793";"Fuel used price";"20.02358890188813";"₹$";
"36300.3192793";"Fuel used price (Today)";"20.022994999999998";"₹$";
"36300.3192793";"Fuel used price (total)";"277.87452382";"₹$";
"36300.3192793";"Fuel used price (Week)";"277.87452382";"₹$";
"36300.3192793";"Instant engine power (based on fuel consumption)";"2.863958632218557";"hp";
"36300.6330293";"Average speed";"8.861098663817048";"km/h";
"36300.6330293";"Calculated instant fuel consumption";"13.660106183028105";"km/L";
"36300.6330293";"Distance travelled";"1.5186856386111107";"km";
"36300.6330293";"Distance travelled (Today)";"1.518685";"km";
"36300.6330293";"Distance travelled (total)";"67.475854";"km";
"36300.6330293";"Distance travelled (Week)";"67.475854";"km";
"36300.6330293";"Vehicle speed";"10";"km/h";
"36300.9523513";"Calculated boost";"-0.6232500000000001";"bar";
"36300.9523513";"Intake manifold absolute pressure";"39";"kPa";
"36301.4181175";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36301.4181175";"Throttle position";"0";"%";
"36301.634385";"Average fuel consumption";"8.705370469207878";"km/L";
"36301.634385";"Average fuel consumption (Today)";"8.705610235656266";"km/L";
"36301.634385";"Average fuel consumption (total)";"15.140175042665694";"km/L";
"36301.634385";"Average fuel consumption (Week)";"15.140175042665694";"km/L";
"36301.634385";"Average fuel consumption 10 sec";"8.688582212239616";"km/L";
"36301.634385";"Calculated instant fuel rate";"0.9190073195603575";"L/h";
"36301.634385";"Engine RPM";"860";"rpm";
"36301.634385";"Engine RPM x1000";"0.9";"rpm";
"36301.634385";"Fuel used";"0.17445387809547172";"L";
"36301.634385";"Fuel used (Today)";"0.174449";"L";
"36301.634385";"Fuel used (total)";"4.456742";"L";
"36301.634385";"Fuel used (Week)";"4.456742";"L";
"36301.634385";"Fuel used price";"20.062195980979247";"₹$";
"36301.634385";"Fuel used price (Today)";"20.061635";"₹$";
"36301.634385";"Fuel used price (total)";"277.91316382";"₹$";
"36301.634385";"Fuel used price (Week)";"277.91316382";"₹$";
"36301.634385";"Instant engine power (based on fuel consumption)";"3.5953385074979836";"hp";
"36301.9383405";"Average speed";"8.865617085910227";"km/h";
"36301.9383405";"Calculated instant fuel consumption";"11.96943676712202";"km/L";
"36301.9383405";"Distance travelled";"1.5226766913055552";"km";
"36301.9383405";"Distance travelled (Today)";"1.522676";"km";
"36301.9383405";"Distance travelled (total)";"67.479845";"km";
"36301.9383405";"Distance travelled (Week)";"67.479845";"km";
"36301.9383405";"Vehicle speed";"11";"km/h";
"36302.2379163";"Calculated boost";"-0.7232500000000001";"bar";
"36302.2379163";"Intake manifold absolute pressure";"29";"kPa";
"36302.7088";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36302.7088";"Throttle position";"0";"%";
"36302.9380946";"Average fuel consumption";"8.716010993700301";"km/L";
"36302.9380946";"Average fuel consumption (Today)";"8.716246694219606";"km/L";
"36302.9380946";"Average fuel consumption (total)";"15.14023823717682";"km/L";
"36302.9380946";"Average fuel consumption (Week)";"15.14023823717682";"km/L";
"36302.9380946";"Average fuel consumption 10 sec";"8.694036357940051";"km/L";
"36302.9380946";"Calculated instant fuel rate";"0.6762129290229596";"L/h";
"36302.9380946";"Engine RPM";"851";"rpm";
"36302.9380946";"Engine RPM x1000";"0.9";"rpm";
"36302.9380946";"Fuel used";"0.17469880343268324";"L";
"36302.9380946";"Fuel used (Today)";"0.174694";"L";
"36302.9380946";"Fuel used (total)";"4.456987";"L";
"36302.9380946";"Fuel used (Week)";"4.456987";"L";
"36302.9380946";"Fuel used price";"20.09036239475857";"₹$";
"36302.9380946";"Fuel used price (Today)";"20.08981";"₹$";
"36302.9380946";"Fuel used price (total)";"277.94133882";"₹$";
"36302.9380946";"Fuel used price (Week)";"277.94133882";"₹$";
"36302.9380946";"Instant engine power (based on fuel consumption)";"2.6454788022225024";"hp";
"36303.2596433";"Average speed";"8.863766714253845";"km/h";
"36303.2596433";"Calculated instant fuel consumption";"11.830593081914254";"km/L";
"36303.2596433";"Distance travelled";"1.5256201044166662";"km";
"36303.2596433";"Distance travelled (Today)";"1.525619";"km";
"36303.2596433";"Distance travelled (total)";"67.482788";"km";
"36303.2596433";"Distance travelled (Week)";"67.482788";"km";
"36303.2596433";"Vehicle speed";"8";"km/h";
"36303.5591623";"Calculated boost";"-0.7232500000000001";"bar";
"36303.5591623";"Intake manifold absolute pressure";"29";"kPa";
"36304.0073318";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36304.0073318";"Throttle position";"1.9607843137254901";"%";
"36304.2303663";"Average fuel consumption";"8.721826100082788";"km/L";
"36304.2303663";"Average fuel consumption (Today)";"8.722059285938887";"km/L";
"36304.2303663";"Average fuel consumption (total)";"15.140147823480527";"km/L";
"36304.2303663";"Average fuel consumption (Week)";"15.140147823480527";"km/L";
"36304.2303663";"Average fuel consumption 10 sec";"8.698954190050111";"km/L";
"36304.2303663";"Calculated instant fuel rate";"0.6158225851854214";"L/h";
"36304.2303663";"Engine RPM";"775";"rpm";
"36304.2303663";"Engine RPM x1000";"0.8";"rpm";
"36304.2303663";"Fuel used";"0.17491980313643088";"L";
"36304.2303663";"Fuel used (Today)";"0.174915";"L";
"36304.2303663";"Fuel used (total)";"4.4572080000000005";"L";
"36304.2303663";"Fuel used (Week)";"4.4572080000000005";"L";
"36304.2303663";"Fuel used price";"20.115777360689552";"₹$";
"36304.2303663";"Fuel used price (Today)";"20.115225";"₹$";
"36304.2303663";"Fuel used price (total)";"277.96675382";"₹$";
"36304.2303663";"Fuel used price (Week)";"277.96675382";"₹$";
"36304.2303663";"Instant engine power (based on fuel consumption)";"2.4092198257607977";"hp";
"36304.5451054";"Average speed";"8.861983935717545";"km/h";
"36304.5451054";"Calculated instant fuel consumption";"12.990754468011653";"km/L";
"36304.5451054";"Distance travelled";"1.5284679490833328";"km";
"36304.5451054";"Distance travelled (Today)";"1.528467";"km";
"36304.5451054";"Distance travelled (total)";"67.485636";"km";
"36304.5451054";"Distance travelled (Week)";"67.485636";"km";
"36304.5451054";"Vehicle speed";"8";"km/h";
"36304.8458851";"Calculated boost";"-0.6132500000000001";"bar";
"36304.8458851";"Intake manifold absolute pressure";"40";"kPa";
"36305.2906964";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36305.2906964";"Throttle position";"2.3529411764705883";"%";
"36305.4940801";"Average fuel consumption";"8.720749569772002";"km/L";
"36305.4940801";"Average fuel consumption (Today)";"8.720990739631297";"km/L";
"36305.4940801";"Average fuel consumption (total)";"15.139604752021063";"km/L";
"36305.4940801";"Average fuel consumption (Week)";"15.139604752021063";"km/L";
"36305.4940801";"Average fuel consumption 10 sec";"8.702688455535261";"km/L";
"36305.4940801";"Calculated instant fuel rate";"0.9918922172953175";"L/h";
"36305.4940801";"Engine RPM";"905";"rpm";
"36305.4940801";"Engine RPM x1000";"0.9";"rpm";
"36305.4940801";"Fuel used";"0.1752679556791004";"L";
"36305.4940801";"Fuel used (Today)";"0.175263";"L";
"36305.4940801";"Fuel used (total)";"4.457556";"L";
"36305.4940801";"Fuel used (Week)";"4.457556";"L";
"36305.4940801";"Fuel used price";"20.155814903096545";"₹$";
"36305.4940801";"Fuel used price (Today)";"20.155245";"₹$";
"36305.4940801";"Fuel used price (total)";"278.00677382";"₹$";
"36305.4940801";"Fuel used price (Week)";"278.00677382";"₹$";
"36305.4940801";"Instant engine power (based on fuel consumption)";"3.880478651503489";"hp";
"36305.8182242";"Average speed";"8.86431390021006";"km/h";
"36305.8182242";"Calculated instant fuel consumption";"10.08174056175973";"km/L";
"36305.8182242";"Distance travelled";"1.5320064260277773";"km";
"36305.8182242";"Distance travelled (Today)";"1.532005";"km";
"36305.8182242";"Distance travelled (total)";"67.48917399999999";"km";
"36305.8182242";"Distance travelled (Week)";"67.48917399999999";"km";
"36305.8182242";"Vehicle speed";"10";"km/h";
"36306.1120002";"Calculated boost";"-0.69325";"bar";
"36306.1120002";"Intake manifold absolute pressure";"32";"kPa";
"36306.5892738";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36306.5892738";"Throttle position";"0.39215686274509803";"%";
"36306.8131109";"Average fuel consumption";"8.727014249721726";"km/L";
"36306.8131109";"Average fuel consumption (Today)";"8.727234922497622";"km/L";
"36306.8131109";"Average fuel consumption (total)";"15.13944748079561";"km/L";
"36306.8131109";"Average fuel consumption (Week)";"15.13944748079561";"km/L";
"36306.8131109";"Average fuel consumption 10 sec";"8.707879864093162";"km/L";
"36306.8131109";"Calculated instant fuel rate";"0.7628253958425865";"L/h";
"36306.8131109";"Engine RPM";"870";"rpm";
"36306.8131109";"Engine RPM x1000";"0.9";"rpm";
"36306.8131109";"Fuel used";"0.17554760221419688";"L";
"36306.8131109";"Fuel used (Today)";"0.175543";"L";
"36306.8131109";"Fuel used (total)";"4.457836";"L";
"36306.8131109";"Fuel used (Week)";"4.457836";"L";
"36306.8131109";"Fuel used price";"20.187974254632643";"₹$";
"36306.8131109";"Fuel used price (Today)";"20.187445";"₹$";
"36306.8131109";"Fuel used price (total)";"278.03897382";"₹$";
"36306.8131109";"Fuel used price (Week)";"278.03897382";"₹$";
"36306.8131109";"Instant engine power (based on fuel consumption)";"2.984323913200472";"hp";
"36307.1088826";"Average speed";"8.866664145488208";"km/h";
"36307.1088826";"Calculated instant fuel consumption";"13.109159782173219";"km/L";
"36307.1088826";"Distance travelled";"1.535590442694444";"km";
"36307.1088826";"Distance travelled (Today)";"1.535589";"km";
"36307.1088826";"Distance travelled (total)";"67.492758";"km";
"36307.1088826";"Distance travelled (Week)";"67.492758";"km";
"36307.1088826";"Vehicle speed";"10";"km/h";
"36307.4341303";"Calculated boost";"-0.69325";"bar";
"36307.4341303";"Intake manifold absolute pressure";"32";"kPa";
"36307.9016721";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36307.9016721";"Throttle position";"0.7843137254901961";"%";
"36308.1288907";"Average fuel consumption";"8.733675069829888";"km/L";
"36308.1288907";"Average fuel consumption (Today)";"8.733919542256526";"km/L";
"36308.1288907";"Average fuel consumption (total)";"15.139314131183783";"km/L";
"36308.1288907";"Average fuel consumption (Week)";"15.139314131183783";"km/L";
"36308.1288907";"Average fuel consumption 10 sec";"8.714523520220098";"km/L";
"36308.1288907";"Calculated instant fuel rate";"0.7566877202438532";"L/h";
"36308.1288907";"Engine RPM";"863";"rpm";
"36308.1288907";"Engine RPM x1000";"0.9";"rpm";
"36308.1288907";"Fuel used";"0.1758240867008067";"L";
"36308.1288907";"Fuel used (Today)";"0.175819";"L";
"36308.1288907";"Fuel used (total)";"4.458112";"L";
"36308.1288907";"Fuel used (Week)";"4.458112";"L";
"36308.1288907";"Fuel used price";"20.219769970592772";"₹$";
"36308.1288907";"Fuel used price (Today)";"20.219185";"₹$";
"36308.1288907";"Fuel used price (total)";"278.07071382";"₹$";
"36308.1288907";"Fuel used price (Week)";"278.07071382";"₹$";
"36308.1288907";"Instant engine power (based on fuel consumption)";"2.9603121116000097";"hp";
"36308.4406328";"Average speed";"8.864816895079574";"km/h";
"36308.4406328";"Calculated instant fuel consumption";"10.572393057233555";"km/L";
"36308.4406328";"Distance travelled";"1.5385498635833328";"km";
"36308.4406328";"Distance travelled (Today)";"1.538548";"km";
"36308.4406328";"Distance travelled (total)";"67.495717";"km";
"36308.4406328";"Distance travelled (Week)";"67.495717";"km";
"36308.4406328";"Vehicle speed";"8";"km/h";
"36308.740659";"Calculated boost";"-0.70325";"bar";
"36308.740659";"Intake manifold absolute pressure";"31";"kPa";
"36309.183388";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36309.183388";"Throttle position";"0";"%";
"36309.4213262";"Average fuel consumption";"8.737310182885734";"km/L";
"36309.4213262";"Average fuel consumption (Today)";"8.73753017008831";"km/L";
"36309.4213262";"Average fuel consumption (total)";"15.139074569271605";"km/L";
"36309.4213262";"Average fuel consumption (Week)";"15.139074569271605";"km/L";
"36309.4213262";"Average fuel consumption 10 sec";"8.720436602687872";"km/L";
"36309.4213262";"Calculated instant fuel rate";"0.7398365126848303";"L/h";
"36309.4213262";"Engine RPM";"871";"rpm";
"36309.4213262";"Engine RPM x1000";"0.9";"rpm";
"36309.4213262";"Fuel used";"0.17608964674242397";"L";
"36309.4213262";"Fuel used (Today)";"0.176085";"L";
"36309.4213262";"Fuel used (total)";"4.458378";"L";
"36309.4213262";"Fuel used (Week)";"4.458378";"L";
"36309.4213262";"Fuel used price";"20.250309375378755";"₹$";
"36309.4213262";"Fuel used price (Today)";"20.249775";"₹$";
"36309.4213262";"Fuel used price (total)";"278.10130382";"₹$";
"36309.4213262";"Fuel used price (Week)";"278.10130382";"₹$";
"36309.4213262";"Instant engine power (based on fuel consumption)";"2.8943868527415937";"hp";
"36309.7143321";"Average speed";"8.863050245976009";"km/h";
"36309.7143321";"Calculated instant fuel consumption";"10.813199758103845";"km/L";
"36309.7143321";"Distance travelled";"1.5413920071388882";"km";
"36309.7143321";"Distance travelled (Today)";"1.54139";"km";
"36309.7143321";"Distance travelled (total)";"67.498559";"km";
"36309.7143321";"Distance travelled (Week)";"67.498559";"km";
"36309.7143321";"Vehicle acceleration";"0";"g";
"36309.7143321";"Vehicle speed";"8";"km/h";
"36310.0452271";"Calculated boost";"-0.7232500000000001";"bar";
"36310.0452271";"Intake manifold absolute pressure";"29";"kPa";
"36310.4758784";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36310.4758784";"Throttle position";"0";"%";
"36310.7026031";"Average fuel consumption";"8.741684482586964";"km/L";
"36310.7026031";"Average fuel consumption (Today)";"8.741904016515239";"km/L";
"36310.7026031";"Average fuel consumption (total)";"15.138907261559925";"km/L";
"36310.7026031";"Average fuel consumption (Week)";"15.138907261559925";"km/L";
"36310.7026031";"Average fuel consumption 10 sec";"8.725440783319126";"km/L";
"36310.7026031";"Calculated instant fuel rate";"0.665883001787591";"L/h";
"36310.7026031";"Engine RPM";"838";"rpm";
"36310.7026031";"Engine RPM x1000";"0.8";"rpm";
"36310.7026031";"Fuel used";"0.17632665766069125";"L";
"36310.7026031";"Fuel used (Today)";"0.176322";"L";
"36310.7026031";"Fuel used (total)";"4.458615";"L";
"36310.7026031";"Fuel used (Week)";"4.458615";"L";
"36310.7026031";"Fuel used price";"20.277565630979495";"₹$";
"36310.7026031";"Fuel used price (Today)";"20.27703";"₹$";
"36310.7026031";"Fuel used price (total)";"278.12855882";"₹$";
"36310.7026031";"Fuel used price (Week)";"278.12855882";"₹$";
"36310.7026031";"Instant engine power (based on fuel consumption)";"2.605066082564578";"hp";
"36311.0193322";"Average speed";"8.861261458104643";"km/h";
"36311.0193322";"Calculated instant fuel consumption";"12.014122568865195";"km/L";
"36311.0193322";"Distance travelled";"1.544281646916666";"km";
"36311.0193322";"Distance travelled (Today)";"1.54428";"km";
"36311.0193322";"Distance travelled (total)";"67.501449";"km";
"36311.0193322";"Distance travelled (Week)";"67.501449";"km";
"36311.0193322";"Vehicle acceleration";"-0.010892083133246997";"g";
"36311.0193322";"Vehicle speed";"8";"km/h";
"36311.3199604";"Calculated boost";"-0.7232500000000001";"bar";
"36311.3199604";"Intake manifold absolute pressure";"29";"kPa";
"36311.772774";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36311.772774";"Throttle position";"3.5294117647058822";"%";
"36312.021826";"Average fuel consumption";"8.745333973111446";"km/L";
"36312.021826";"Average fuel consumption (Today)";"8.745547318763839";"km/L";
"36312.021826";"Average fuel consumption (total)";"15.138682832788199";"km/L";
"36312.021826";"Average fuel consumption (Week)";"15.138682832788199";"km/L";
"36312.021826";"Average fuel consumption 10 sec";"8.73043921065715";"km/L";
"36312.021826";"Calculated instant fuel rate";"0.7008458324303762";"L/h";
"36312.021826";"Engine RPM";"882";"rpm";
"36312.021826";"Engine RPM x1000";"0.9";"rpm";
"36312.021826";"Fuel used";"0.17658349602939588";"L";
"36312.021826";"Fuel used (Today)";"0.176579";"L";
"36312.021826";"Fuel used (total)";"4.458872";"L";
"36312.021826";"Fuel used (Week)";"4.458872";"L";
"36312.021826";"Fuel used price";"20.307102043380528";"₹$";
"36312.021826";"Fuel used price (Today)";"20.306585000000002";"₹$";
"36312.021826";"Fuel used price (total)";"278.15811382";"₹$";
"36312.021826";"Fuel used price (Week)";"278.15811382";"₹$";
"36312.021826";"Instant engine power (based on fuel consumption)";"2.7418475952529335";"hp";
"36312.2846344";"Average speed";"8.863552519731124";"km/h";
"36312.2846344";"Calculated instant fuel consumption";"14.268473232297382";"km/L";
"36312.2846344";"Distance travelled";"1.5477949721944437";"km";
"36312.2846344";"Distance travelled (Today)";"1.547793";"km";
"36312.2846344";"Distance travelled (total)";"67.50496199999999";"km";
"36312.2846344";"Distance travelled (Week)";"67.50496199999999";"km";
"36312.2846344";"Vehicle speed";"10";"km/h";
"36312.6193629";"Calculated boost";"-0.57325";"bar";
"36312.6193629";"Intake manifold absolute pressure";"44";"kPa";
"36313.072794";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36313.072794";"Throttle position";"4.313725490196078";"%";
"36313.3028162";"Average fuel consumption";"8.740588476010485";"km/L";
"36313.3028162";"Average fuel consumption (Today)";"8.740790729456675";"km/L";
"36313.3028162";"Average fuel consumption (total)";"15.137780000313944";"km/L";
"36313.3028162";"Average fuel consumption (Week)";"15.137780000313944";"km/L";
"36313.3028162";"Average fuel consumption 10 sec";"8.733513990855863";"km/L";
"36313.3028162";"Calculated instant fuel rate";"1.3989438024434626";"L/h";
"36313.3028162";"Engine RPM";"1083";"rpm";
"36313.3028162";"Engine RPM x1000";"1.1";"rpm";
"36313.3028162";"Fuel used";"0.17708132312172556";"L";
"36313.3028162";"Fuel used (Today)";"0.177077";"L";
"36313.3028162";"Fuel used (total)";"4.45937";"L";
"36313.3028162";"Fuel used (Week)";"4.45937";"L";
"36313.3028162";"Fuel used price";"20.36435215899844";"₹$";
"36313.3028162";"Fuel used price (Today)";"20.363855";"₹$";
"36313.3028162";"Fuel used price (total)";"278.21538382";"₹$";
"36313.3028162";"Fuel used price (Week)";"278.21538382";"₹$";
"36313.3028162";"Instant engine power (based on fuel consumption)";"5.472945008921987";"hp";
"36313.6077221";"Average speed";"8.868042568821023";"km/h";
"36313.6077221";"Calculated instant fuel consumption";"7.863074971837231";"km/L";
"36313.6077221";"Distance travelled";"1.5518404596111104";"km";
"36313.6077221";"Distance travelled (Today)";"1.551838";"km";
"36313.6077221";"Distance travelled (total)";"67.509007";"km";
"36313.6077221";"Distance travelled (Week)";"67.509007";"km";
"36313.6077221";"Vehicle acceleration";"0.016445690753992406";"g";
"36313.6077221";"Vehicle speed";"11";"km/h";
"36313.9094053";"Calculated boost";"-0.6132500000000001";"bar";
"36313.9094053";"Intake manifold absolute pressure";"40";"kPa";
"36314.3606227";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36314.3606227";"Throttle position";"5.098039215686274";"%";
"36314.5966621";"Average fuel consumption";"8.737282772921395";"km/L";
"36314.5966621";"Average fuel consumption (Today)";"8.73748219383245";"km/L";
"36314.5966621";"Average fuel consumption (total)";"15.136888046817193";"km/L";
"36314.5966621";"Average fuel consumption (Week)";"15.136888046817193";"km/L";
"36314.5966621";"Average fuel consumption 10 sec";"8.73544825788423";"km/L";
"36314.5966621";"Calculated instant fuel rate";"1.4725724236246975";"L/h";
"36314.5966621";"Engine RPM";"1254";"rpm";
"36314.5966621";"Engine RPM x1000";"1.3";"rpm";
"36314.5966621";"Fuel used";"0.17761133523348677";"L";
"36314.5966621";"Fuel used (Today)";"0.177607";"L";
"36314.5966621";"Fuel used (total)";"4.4599";"L";
"36314.5966621";"Fuel used (Week)";"4.4599";"L";
"36314.5966621";"Fuel used price";"20.425303551850977";"₹$";
"36314.5966621";"Fuel used price (Today)";"20.424805";"₹$";
"36314.5966621";"Fuel used price (total)";"278.27633382";"₹$";
"36314.5966621";"Fuel used price (Week)";"278.27633382";"₹$";
"36314.5966621";"Instant engine power (based on fuel consumption)";"5.7609947462336715";"hp";
"36314.8935668";"Average speed";"8.876457965399782";"km/h";
"36314.8935668";"Calculated instant fuel consumption";"8.828088718380892";"km/L";
"36314.8935668";"Distance travelled";"1.556483118916666";"km";
"36314.8935668";"Distance travelled (Today)";"1.556481";"km";
"36314.8935668";"Distance travelled (total)";"67.51365";"km";
"36314.8935668";"Distance travelled (Week)";"67.51365";"km";
"36314.8935668";"Vehicle acceleration";"0.027345208318613177";"g";
"36314.8935668";"Vehicle speed";"13";"km/h";
"36315.2003264";"Calculated boost";"-0.58325";"bar";
"36315.2003264";"Intake manifold absolute pressure";"43";"kPa";
"36315.6555924";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36315.6555924";"Throttle position";"6.2745098039215685";"%";
"36315.8667577";"Average fuel consumption";"8.731615893664927";"km/L";
"36315.8667577";"Average fuel consumption (Today)";"8.731815274832543";"km/L";
"36315.8667577";"Average fuel consumption (total)";"15.135733352882504";"km/L";
"36315.8667577";"Average fuel consumption (Week)";"15.135733352882504";"km/L";
"36315.8667577";"Average fuel consumption 10 sec";"8.736809647050624";"km/L";
"36315.8667577";"Calculated instant fuel rate";"1.8354898937373076";"L/h";
"36315.8667577";"Engine RPM";"1454";"rpm";
"36315.8667577";"Engine RPM x1000";"1.5";"rpm";
"36315.8667577";"Fuel used";"0.17825831299404105";"L";
"36315.8667577";"Fuel used (Today)";"0.178254";"L";
"36315.8667577";"Fuel used (total)";"4.460547";"L";
"36315.8667577";"Fuel used (Week)";"4.460547";"L";
"36315.8667577";"Fuel used price";"20.49970599431472";"₹$";
"36315.8667577";"Fuel used price (Today)";"20.499209999999998";"₹$";
"36315.8667577";"Fuel used price (total)";"278.35073882";"₹$";
"36315.8667577";"Fuel used price (Week)";"278.35073882";"₹$";
"36315.8667577";"Instant engine power (based on fuel consumption)";"7.180799711403939";"hp";
"36316.169391";"Average speed";"8.890819461731517";"km/h";
"36316.169391";"Calculated instant fuel consumption";"8.71701884853303";"km/L";
"36316.169391";"Distance travelled";"1.5621507926944438";"km";
"36316.169391";"Distance travelled (Today)";"1.562149";"km";
"36316.169391";"Distance travelled (total)";"67.519318";"km";
"36316.169391";"Distance travelled (Week)";"67.519318";"km";
"36316.169391";"Vehicle acceleration";"0.04400019721793935";"g";
"36316.169391";"Vehicle speed";"16";"km/h";
"36316.4858088";"Calculated boost";"-0.6032500000000001";"bar";
"36316.4858088";"Intake manifold absolute pressure";"41";"kPa";
