"SECONDS";"PID";"VALUE";"UNITS";
"39391.7420272";"Distance travelled (total)";"72.73111999999999";"km";
"39391.7420272";"Distance travelled (Week)";"72.73111999999999";"km";
"39391.7420272";"Vehicle acceleration";"-0.06452022380283785";"g";
"39391.7420272";"Vehicle speed";"3";"km/h";
"39392.0510779";"Calculated boost";"-0.64325";"bar";
"39392.0510779";"Intake manifold absolute pressure";"37";"kPa";
"39392.4925397";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39392.4925397";"Throttle position";"2.7450980392156863";"%";
"39392.7231373";"Average fuel consumption";"12.75173837808542";"km/L";
"39392.7231373";"Average fuel consumption (Today)";"11.828179348205682";"km/L";
"39392.7231373";"Average fuel consumption (total)";"14.980697175626966";"km/L";
"39392.7231373";"Average fuel consumption (Week)";"14.980697175626966";"km/L";
"39392.7231373";"Average fuel consumption 10 sec";"12.75334580860089";"km/L";
"39392.7231373";"Calculated instant fuel rate";"1.0601889575578998";"L/h";
"39392.7231373";"Engine RPM";"1037";"rpm";
"39392.7231373";"Engine RPM x1000";"1";"rpm";
"39392.7231373";"Fuel used";"1.1617764677841762";"L";
"39392.7231373";"Fuel used (Today)";"0.572696";"L";
"39392.7231373";"Fuel used (total)";"4.854989";"L";
"39392.7231373";"Fuel used (Week)";"4.854989";"L";
"39392.7231373";"Fuel used price";"133.60429379518027";"₹$";
"39392.7231373";"Fuel used price (Today)";"65.86004";"₹$";
"39392.7231373";"Fuel used price (total)";"323.71156882";"₹$";
"39392.7231373";"Fuel used price (Week)";"323.71156882";"₹$";
"39392.7231373";"Instant engine power (based on fuel consumption)";"4.147669015471556";"hp";
"39393.0229729";"Average speed";"16.013953152289076";"km/h";
"39393.0229729";"Calculated instant fuel consumption";"5.659368509006871";"km/L";
"39393.0229729";"Distance travelled";"14.816801327333334";"km";
"39393.0229729";"Distance travelled (Today)";"6.776083";"km";
"39393.0229729";"Distance travelled (total)";"72.733252";"km";
"39393.0229729";"Distance travelled (Week)";"72.733252";"km";
"39393.0229729";"Vehicle speed";"6";"km/h";
"39393.3208972";"Calculated boost";"-0.6232500000000001";"bar";
"39393.3208972";"Intake manifold absolute pressure";"39";"kPa";
"39393.7904488";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39393.7904488";"Throttle position";"4.313725490196078";"%";
"39394.0117889";"Average fuel consumption";"12.747256967457387";"km/L";
"39394.0117889";"Average fuel consumption (Today)";"11.820013885206325";"km/L";
"39394.0117889";"Average fuel consumption (total)";"14.979359147699597";"km/L";
"39394.0117889";"Average fuel consumption (Week)";"14.979359147699597";"km/L";
"39394.0117889";"Average fuel consumption 10 sec";"12.753395511793771";"km/L";
"39394.0117889";"Calculated instant fuel rate";"1.6078155558492289";"L/h";
"39394.0117889";"Engine RPM";"1492";"rpm";
"39394.0117889";"Engine RPM x1000";"1.5";"rpm";
"39394.0117889";"Fuel used";"1.1623521331027773";"L";
"39394.0117889";"Fuel used (Today)";"0.573272";"L";
"39394.0117889";"Fuel used (total)";"4.855565";"L";
"39394.0117889";"Fuel used (Week)";"4.855565";"L";
"39394.0117889";"Fuel used price";"133.6704953068194";"₹$";
"39394.0117889";"Fuel used price (Today)";"65.92628";"₹$";
"39394.0117889";"Fuel used price (total)";"323.77780882";"₹$";
"39394.0117889";"Fuel used price (Week)";"323.77780882";"₹$";
"39394.0117889";"Instant engine power (based on fuel consumption)";"6.2900926443811125";"hp";
"39394.3129414";"Average speed";"16.010848131097017";"km/h";
"39394.3129414";"Calculated instant fuel consumption";"4.975695110608938";"km/L";
"39394.3129414";"Distance travelled";"14.819670336666666";"km";
"39394.3129414";"Distance travelled (Today)";"6.778952";"km";
"39394.3129414";"Distance travelled (total)";"72.736121";"km";
"39394.3129414";"Distance travelled (Week)";"72.736121";"km";
"39394.3129414";"Vehicle speed";"8";"km/h";
"39394.6332624";"Calculated boost";"-0.65325";"bar";
"39394.6332624";"Intake manifold absolute pressure";"36";"kPa";
"39395.0816565";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39395.0816565";"Throttle position";"4.705882352941177";"%";
"39395.3150038";"Average fuel consumption";"12.742539779075425";"km/L";
"39395.3150038";"Average fuel consumption (Today)";"11.81152306826478";"km/L";
"39395.3150038";"Average fuel consumption (total)";"14.977929541907079";"km/L";
"39395.3150038";"Average fuel consumption (Week)";"14.977929541907079";"km/L";
"39395.3150038";"Average fuel consumption 10 sec";"12.752384050351113";"km/L";
"39395.3150038";"Calculated instant fuel rate";"1.8104089368811696";"L/h";
"39395.3150038";"Engine RPM";"1820";"rpm";
"39395.3150038";"Engine RPM x1000";"1.8";"rpm";
"39395.3150038";"Fuel used";"1.1630075788346452";"L";
"39395.3150038";"Fuel used (Today)";"0.573927";"L";
"39395.3150038";"Fuel used (total)";"4.85622";"L";
"39395.3150038";"Fuel used (Week)";"4.85622";"L";
"39395.3150038";"Fuel used price";"133.7458715659842";"₹$";
"39395.3150038";"Fuel used price (Today)";"66.001605";"₹$";
"39395.3150038";"Fuel used price (total)";"323.85313382";"₹$";
"39395.3150038";"Fuel used price (Week)";"323.85313382";"₹$";
"39395.3150038";"Instant engine power (based on fuel consumption)";"7.082678044611439";"hp";
"39395.6244152";"Average speed";"16.008878715450727";"km/h";
"39395.6244152";"Calculated instant fuel consumption";"6.0759753091751385";"km/L";
"39395.6244152";"Distance travelled";"14.823673596305555";"km";
"39395.6244152";"Distance travelled (Today)";"6.782955";"km";
"39395.6244152";"Distance travelled (total)";"72.740124";"km";
"39395.6244152";"Distance travelled (Week)";"72.740124";"km";
"39395.6244152";"Vehicle speed";"11";"km/h";
"39395.916619";"Calculated boost";"-0.67325";"bar";
"39395.916619";"Intake manifold absolute pressure";"34";"kPa";
"39396.3800186";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39396.3800186";"Throttle position";"0";"%";
"39396.6221801";"Average fuel consumption";"12.739317862353154";"km/L";
"39396.6221801";"Average fuel consumption (Today)";"11.805990931797018";"km/L";
"39396.6221801";"Average fuel consumption (total)";"14.97687873649221";"km/L";
"39396.6221801";"Average fuel consumption (Week)";"14.97687873649221";"km/L";
"39396.6221801";"Average fuel consumption 10 sec";"12.750453059045574";"km/L";
"39396.6221801";"Calculated instant fuel rate";"1.6760098363166087";"L/h";
"39396.6221801";"Engine RPM";"1784";"rpm";
"39396.6221801";"Engine RPM x1000";"1.8";"rpm";
"39396.6221801";"Fuel used";"1.163615960954395";"L";
"39396.6221801";"Fuel used (Today)";"0.574535";"L";
"39396.6221801";"Fuel used (total)";"4.856828";"L";
"39396.6221801";"Fuel used (Week)";"4.856828";"L";
"39396.6221801";"Fuel used price";"133.81583550975543";"₹$";
"39396.6221801";"Fuel used price (Today)";"66.07152500000001";"₹$";
"39396.6221801";"Fuel used price (total)";"323.92305382";"₹$";
"39396.6221801";"Fuel used price (Week)";"323.92305382";"₹$";
"39396.6221801";"Instant engine power (based on fuel consumption)";"6.55688216535335";"hp";
"39396.9486672";"Average speed";"16.00688751774371";"km/h";
"39396.9486672";"Calculated instant fuel consumption";"6.563207304424215";"km/L";
"39396.9486672";"Distance travelled";"14.827724334388888";"km";
"39396.9486672";"Distance travelled (Today)";"6.787006";"km";
"39396.9486672";"Distance travelled (total)";"72.744175";"km";
"39396.9486672";"Distance travelled (Week)";"72.744175";"km";
"39396.9486672";"Vehicle acceleration";"0.043522041639902906";"g";
"39396.9486672";"Vehicle speed";"11";"km/h";
"39397.2335952";"Calculated boost";"-0.7332500000000001";"bar";
"39397.2335952";"Intake manifold absolute pressure";"28";"kPa";
"39397.6909632";"Fuel economizer (based on fuel system status and throttle position)";"0";"";
"39397.6909632";"Throttle position";"0";"%";
"39397.9100097";"Average fuel consumption";"12.7427990264307";"km/L";
"39397.9100097";"Average fuel consumption (Today)";"11.813041851236216";"km/L";
"39397.9100097";"Average fuel consumption (total)";"14.977712819972211";"km/L";
"39397.9100097";"Average fuel consumption (Week)";"14.977712819972211";"km/L";
"39397.9100097";"Average fuel consumption 10 sec";"12.74886746016121";"km/L";
"39397.9100097";"Calculated instant fuel rate";"0";"L/h";
"39397.9100097";"Engine RPM";"1291";"rpm";
"39397.9100097";"Engine RPM x1000";"1.3";"rpm";
"39397.9100097";"Fuel used";"1.163615960954395";"L";
"39397.9100097";"Fuel used (Today)";"0.574535";"L";
"39397.9100097";"Fuel used (total)";"4.856828";"L";
"39397.9100097";"Fuel used (Week)";"4.856828";"L";
"39397.9100097";"Fuel used price";"133.81583550975543";"₹$";
"39397.9100097";"Fuel used price (Today)";"66.07152500000001";"₹$";
"39397.9100097";"Fuel used price (total)";"323.92305382";"₹$";
"39397.9100097";"Fuel used price (Week)";"323.92305382";"₹$";
"39397.9100097";"Instant engine power (based on fuel consumption)";"0";"hp";
"39398.2155633";"Average speed";"16.00384897995769";"km/h";
"39398.2155633";"Distance travelled";"14.830537681722221";"km";
"39398.2155633";"Distance travelled (Today)";"6.789819";"km";
"39398.2155633";"Distance travelled (total)";"72.74698799999999";"km";
"39398.2155633";"Distance travelled (Week)";"72.74698799999999";"km";
"39398.2155633";"Vehicle speed";"8";"km/h";
"39398.5173428";"Calculated boost";"-0.7432500000000001";"bar";
"39398.5173428";"Intake manifold absolute pressure";"27";"kPa";
"39398.9901751";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39398.9901751";"Throttle position";"0";"%";
"39399.2309603";"Average fuel consumption";"12.74241833375662";"km/L";
"39399.2309603";"Average fuel consumption (Today)";"11.812674519955948";"km/L";
"39399.2309603";"Average fuel consumption (total)";"14.97750255091326";"km/L";
"39399.2309603";"Average fuel consumption (Week)";"14.97750255091326";"km/L";
"39399.2309603";"Average fuel consumption 10 sec";"12.747119343699243";"km/L";
"39399.2309603";"Calculated instant fuel rate";"0.6963111295696806";"L/h";
"39399.2309603";"Engine RPM";"1000";"rpm";
"39399.2309603";"Engine RPM x1000";"1";"rpm";
"39399.2309603";"Fuel used";"1.163871511142736";"L";
"39399.2309603";"Fuel used (Today)";"0.574791";"L";
"39399.2309603";"Fuel used (total)";"4.857084";"L";
"39399.2309603";"Fuel used (Week)";"4.857084";"L";
"39399.2309603";"Fuel used price";"133.84522378141463";"₹$";
"39399.2309603";"Fuel used price (Today)";"66.100965";"₹$";
"39399.2309603";"Fuel used price (total)";"323.95249382";"₹$";
"39399.2309603";"Fuel used price (Week)";"323.95249382";"₹$";
"39399.2309603";"Instant engine power (based on fuel consumption)";"2.7241069402351696";"hp";
"39399.5193935";"Average speed";"15.999936553583465";"km/h";
"39399.5193935";"Calculated instant fuel consumption";"8.616837711193835";"km/L";
"39399.5193935";"Distance travelled";"14.832713049222221";"km";
"39399.5193935";"Distance travelled (Today)";"6.791994";"km";
"39399.5193935";"Distance travelled (total)";"72.749163";"km";
"39399.5193935";"Distance travelled (Week)";"72.749163";"km";
"39399.5193935";"Vehicle acceleration";"-0.01088090308580694";"g";
"39399.5193935";"Vehicle speed";"6";"km/h";
"39399.8159901";"Calculated boost";"-0.69325";"bar";
"39399.8159901";"Intake manifold absolute pressure";"32";"kPa";
"39400.2796167";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39400.2796167";"Throttle position";"1.9607843137254901";"%";
"39400.5071254";"Average fuel consumption";"12.740239675373358";"km/L";
"39400.5071254";"Average fuel consumption (Today)";"11.808856998301344";"km/L";
"39400.5071254";"Average fuel consumption (total)";"14.976809456147189";"km/L";
"39400.5071254";"Average fuel consumption (Week)";"14.976809456147189";"km/L";
"39400.5071254";"Average fuel consumption 10 sec";"12.74518019497852";"km/L";
"39400.5071254";"Calculated instant fuel rate";"1.0424772339843218";"L/h";
"39400.5071254";"Engine RPM";"1179";"rpm";
"39400.5071254";"Engine RPM x1000";"1.2";"rpm";
"39400.5071254";"Fuel used";"1.164241288010741";"L";
"39400.5071254";"Fuel used (Today)";"0.575161";"L";
"39400.5071254";"Fuel used (total)";"4.857454000000001";"L";
"39400.5071254";"Fuel used (Week)";"4.857454000000001";"L";
"39400.5071254";"Fuel used price";"133.8877481212352";"₹$";
"39400.5071254";"Fuel used price (Today)";"66.14351500000001";"₹$";
"39400.5071254";"Fuel used price (total)";"323.99504382";"₹$";
"39400.5071254";"Fuel used price (Week)";"323.99504382";"₹$";
"39400.5071254";"Instant engine power (based on fuel consumption)";"4.078377247666368";"hp";
"39400.8385788";"Average speed";"15.995595241279958";"km/h";
"39400.8385788";"Calculated instant fuel consumption";"4.796267809983846";"km/L";
"39400.8385788";"Distance travelled";"14.834543148388887";"km";
"39400.8385788";"Distance travelled (Today)";"6.793824";"km";
"39400.8385788";"Distance travelled (total)";"72.750993";"km";
"39400.8385788";"Distance travelled (Week)";"72.750993";"km";
"39400.8385788";"Vehicle acceleration";"-0.03259443224278349";"g";
"39400.8385788";"Vehicle speed";"5";"km/h";
"39401.1408436";"Calculated boost";"-0.68325";"bar";
"39401.1408436";"Intake manifold absolute pressure";"33";"kPa";
"39401.5660078";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39401.5660078";"Throttle position";"2.3529411764705883";"%";
"39401.7969069";"Average fuel consumption";"12.737495503084439";"km/L";
"39401.7969069";"Average fuel consumption (Today)";"11.803932197735755";"km/L";
"39401.7969069";"Average fuel consumption (total)";"14.975968376126962";"km/L";
"39401.7969069";"Average fuel consumption (Week)";"14.975968376126962";"km/L";
"39401.7969069";"Average fuel consumption 10 sec";"12.742974253603514";"km/L";
"39401.7969069";"Calculated instant fuel rate";"1.1014978916335614";"L/h";
"39401.7969069";"Engine RPM";"1208";"rpm";
"39401.7969069";"Engine RPM x1000";"1.2";"rpm";
"39401.7969069";"Fuel used";"1.1646357908269047";"L";
"39401.7969069";"Fuel used (Today)";"0.575556";"L";
"39401.7969069";"Fuel used (total)";"4.857849";"L";
"39401.7969069";"Fuel used (Week)";"4.857849";"L";
"39401.7969069";"Fuel used price";"133.93311594509404";"₹$";
"39401.7969069";"Fuel used price (Today)";"66.18893999999999";"₹$";
"39401.7969069";"Fuel used price (total)";"324.04046882";"₹$";
"39401.7969069";"Fuel used price (Week)";"324.04046882";"₹$";
"39401.7969069";"Instant engine power (based on fuel consumption)";"4.309277740695825";"hp";
"39402.1058399";"Average speed";"15.99217868473783";"km/h";
"39402.1058399";"Calculated instant fuel consumption";"6.354982658767277";"km/L";
"39402.1058399";"Distance travelled";"14.837009730027775";"km";
"39402.1058399";"Distance travelled (Today)";"6.796291";"km";
"39402.1058399";"Distance travelled (total)";"72.75345999999999";"km";
"39402.1058399";"Distance travelled (Week)";"72.75345999999999";"km";
"39402.1058399";"Vehicle speed";"7";"km/h";
"39402.4281178";"Calculated boost";"-0.68325";"bar";
"39402.4281178";"Intake manifold absolute pressure";"33";"kPa";
"39402.8506011";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39402.8506011";"Throttle position";"2.7450980392156863";"%";
"39403.0679953";"Average fuel consumption";"12.734637158047642";"km/L";
"39403.0679953";"Average fuel consumption (Today)";"11.798890993401168";"km/L";
"39403.0679953";"Average fuel consumption (total)";"14.975073605933261";"km/L";
"39403.0679953";"Average fuel consumption (Week)";"14.975073605933261";"km/L";
"39403.0679953";"Average fuel consumption 10 sec";"12.74083703027978";"km/L";
"39403.0679953";"Calculated instant fuel rate";"1.288424272250184";"L/h";
"39403.0679953";"Engine RPM";"1413";"rpm";
"39403.0679953";"Engine RPM x1000";"1.4";"rpm";
"39403.0679953";"Fuel used";"1.165090889193615";"L";
"39403.0679953";"Fuel used (Today)";"0.576011";"L";
"39403.0679953";"Fuel used (total)";"4.858304";"L";
"39403.0679953";"Fuel used (Week)";"4.858304";"L";
"39403.0679953";"Fuel used price";"133.9854522572657";"₹$";
"39403.0679953";"Fuel used price (Today)";"66.24126500000001";"₹$";
"39403.0679953";"Fuel used price (total)";"324.09279382";"₹$";
"39403.0679953";"Fuel used price (Week)";"324.09279382";"₹$";
"39403.0679953";"Instant engine power (based on fuel consumption)";"5.040570734770862";"hp";
"39403.3843077";"Average speed";"15.989119589932464";"km/h";
"39403.3843077";"Calculated instant fuel consumption";"6.209134810871193";"km/L";
"39403.3843077";"Distance travelled";"14.839851721361109";"km";
"39403.3843077";"Distance travelled (Today)";"6.799133";"km";
"39403.3843077";"Distance travelled (total)";"72.75630199999999";"km";
"39403.3843077";"Distance travelled (Week)";"72.75630199999999";"km";
"39403.3843077";"Vehicle speed";"8";"km/h";
"39403.7004033";"Calculated boost";"-0.78325";"bar";
"39403.7004033";"Intake manifold absolute pressure";"23";"kPa";
"39404.166106";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39404.166106";"Throttle position";"0";"%";
"39404.3861242";"Average fuel consumption";"12.734400000837294";"km/L";
"39404.3861242";"Average fuel consumption (Today)";"11.798806433251888";"km/L";
"39404.3861242";"Average fuel consumption (total)";"14.974903412520897";"km/L";
"39404.3861242";"Average fuel consumption (Week)";"14.974903412520897";"km/L";
"39404.3861242";"Average fuel consumption 10 sec";"12.739230109583366";"km/L";
"39404.3861242";"Calculated instant fuel rate";"0.6685692099630155";"L/h";
"39404.3861242";"Engine RPM";"1052";"rpm";
"39404.3861242";"Engine RPM x1000";"1.1";"rpm";
"39404.3861242";"Fuel used";"1.165335761432449";"L";
"39404.3861242";"Fuel used (Today)";"0.576256";"L";
"39404.3861242";"Fuel used (total)";"4.858549";"L";
"39404.3861242";"Fuel used (Week)";"4.858549";"L";
"39404.3861242";"Fuel used price";"134.01361256473166";"₹$";
"39404.3861242";"Fuel used price (Today)";"66.26944";"₹$";
"39404.3861242";"Fuel used price (total)";"324.12096882000003";"₹$";
"39404.3861242";"Fuel used price (Week)";"324.12096882000003";"₹$";
"39404.3861242";"Instant engine power (based on fuel consumption)";"2.6155750605527834";"hp";
"39404.6771289";"Average speed";"15.985645708123569";"km/h";
"39404.6771289";"Calculated instant fuel consumption";"10.470120214461016";"km/L";
"39404.6771289";"Distance travelled";"14.842363427333332";"km";
"39404.6771289";"Distance travelled (Today)";"6.801645";"km";
"39404.6771289";"Distance travelled (total)";"72.75881399999999";"km";
"39404.6771289";"Distance travelled (Week)";"72.75881399999999";"km";
"39404.6771289";"Vehicle speed";"7";"km/h";
"39404.9806464";"Calculated boost";"-0.7432500000000001";"bar";
"39404.9806464";"Intake manifold absolute pressure";"27";"kPa";
"39405.4546246";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39405.4546246";"Throttle position";"0";"%";
"39405.6783147";"Average fuel consumption";"12.734173118147325";"km/L";
"39405.6783147";"Average fuel consumption (Today)";"11.798702109722207";"km/L";
"39405.6783147";"Average fuel consumption (total)";"14.974748531880614";"km/L";
"39405.6783147";"Average fuel consumption (Week)";"14.974748531880614";"km/L";
"39405.6783147";"Average fuel consumption 10 sec";"12.738184219267241";"km/L";
"39405.6783147";"Calculated instant fuel rate";"0.6078796161143311";"L/h";
"39405.6783147";"Engine RPM";"873";"rpm";
"39405.6783147";"Engine RPM x1000";"0.9";"rpm";
"39405.6783147";"Fuel used";"1.165553765417375";"L";
"39405.6783147";"Fuel used (Today)";"0.576474";"L";
"39405.6783147";"Fuel used (total)";"4.858767";"L";
"39405.6783147";"Fuel used (Week)";"4.858767";"L";
"39405.6783147";"Fuel used price";"134.03868302299813";"₹$";
"39405.6783147";"Fuel used price (Today)";"66.29451";"₹$";
"39405.6783147";"Fuel used price (total)";"324.14603882";"₹$";
"39405.6783147";"Fuel used price (Week)";"324.14603882";"₹$";
"39405.6783147";"Instant engine power (based on fuel consumption)";"2.3781453588253028";"hp";
"39405.9918696";"Average speed";"15.981718024970982";"km/h";
"39405.9918696";"Calculated instant fuel consumption";"9.87037538510176";"km/L";
"39405.9918696";"Distance travelled";"14.844555501666665";"km";
"39405.9918696";"Distance travelled (Today)";"6.803837";"km";
"39405.9918696";"Distance travelled (total)";"72.761006";"km";
"39405.9918696";"Distance travelled (Week)";"72.761006";"km";
"39405.9918696";"Vehicle speed";"6";"km/h";
"39406.3151931";"Calculated boost";"-0.7232500000000001";"bar";
"39406.3151931";"Intake manifold absolute pressure";"29";"kPa";
"39406.7437545";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39406.7437545";"Throttle position";"3.1372549019607843";"%";
"39406.987085";"Average fuel consumption";"12.733168903188718";"km/L";
"39406.987085";"Average fuel consumption (Today)";"11.797101976980882";"km/L";
"39406.987085";"Average fuel consumption (total)";"14.974386045283513";"km/L";
"39406.987085";"Average fuel consumption (Week)";"14.974386045283513";"km/L";
"39406.987085";"Average fuel consumption 10 sec";"12.737415411457722";"km/L";
"39406.987085";"Calculated instant fuel rate";"0.7262009295389863";"L/h";
"39406.987085";"Engine RPM";"971";"rpm";
"39406.987085";"Engine RPM x1000";"1";"rpm";
"39406.987085";"Fuel used";"1.1658178427170003";"L";
"39406.987085";"Fuel used (Today)";"0.576738";"L";
"39406.987085";"Fuel used (total)";"4.859031";"L";
"39406.987085";"Fuel used (Week)";"4.859031";"L";
"39406.987085";"Fuel used price";"134.06905191245502";"₹$";
"39406.987085";"Fuel used price (Today)";"66.32486999999999";"₹$";
"39406.987085";"Fuel used price (total)";"324.17639882";"₹$";
"39406.987085";"Fuel used price (Week)";"324.17639882";"₹$";
"39406.987085";"Instant engine power (based on fuel consumption)";"2.8410417529660044";"hp";
"39407.300756";"Average speed";"15.977421155790227";"km/h";
"39407.300756";"Calculated instant fuel consumption";"6.885146791500456";"km/L";
"39407.300756";"Distance travelled";"14.846373383055553";"km";
"39407.300756";"Distance travelled (Today)";"6.805655";"km";
"39407.300756";"Distance travelled (total)";"72.762824";"km";
"39407.300756";"Distance travelled (Week)";"72.762824";"km";
"39407.300756";"Vehicle acceleration";"-0.010905065573820531";"g";
"39407.300756";"Vehicle speed";"5";"km/h";
"39407.6042273";"Calculated boost";"-0.6332500000000001";"bar";
"39407.6042273";"Intake manifold absolute pressure";"38";"kPa";
"39408.0444358";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39408.0444358";"Throttle position";"3.1372549019607843";"%";
"39408.2756497";"Average fuel consumption";"12.729424871627103";"km/L";
"39408.2756497";"Average fuel consumption (Today)";"11.790318836361623";"km/L";
"39408.2756497";"Average fuel consumption (total)";"14.973262569098942";"km/L";
"39408.2756497";"Average fuel consumption (Week)";"14.973262569098942";"km/L";
"39408.2756497";"Average fuel consumption 10 sec";"12.735743518916976";"km/L";
"39408.2756497";"Calculated instant fuel rate";"1.3576409142966936";"L/h";
"39408.2756497";"Engine RPM";"1293";"rpm";
"39408.2756497";"Engine RPM x1000";"1.3";"rpm";
"39408.2756497";"Fuel used";"1.16630354731477";"L";
"39408.2756497";"Fuel used (Today)";"0.577224";"L";
"39408.2756497";"Fuel used (total)";"4.859517";"L";
"39408.2756497";"Fuel used (Week)";"4.859517";"L";
"39408.2756497";"Fuel used price";"134.12490794119856";"₹$";
"39408.2756497";"Fuel used price (Today)";"66.38076";"₹$";
"39408.2756497";"Fuel used price (total)";"324.23228882";"₹$";
"39408.2756497";"Fuel used price (Week)";"324.23228882";"₹$";
"39408.2756497";"Instant engine power (based on fuel consumption)";"5.3113599365680475";"hp";
"39408.5942536";"Average speed";"15.973954942010137";"km/h";
"39408.5942536";"Calculated instant fuel consumption";"5.156002538142605";"km/L";
"39408.5942536";"Distance travelled";"14.84888575072222";"km";
"39408.5942536";"Distance travelled (Today)";"6.808167";"km";
"39408.5942536";"Distance travelled (total)";"72.76533599999999";"km";
"39408.5942536";"Distance travelled (Week)";"72.76533599999999";"km";
"39408.5942536";"Vehicle speed";"7";"km/h";
"39408.9066437";"Calculated boost";"-0.67325";"bar";
"39408.9066437";"Intake manifold absolute pressure";"34";"kPa";
"39409.3553221";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39409.3553221";"Throttle position";"3.1372549019607843";"%";
"39409.5890309";"Average fuel consumption";"12.725965554943208";"km/L";
"39409.5890309";"Average fuel consumption (Today)";"11.784177256818836";"km/L";
"39409.5890309";"Average fuel consumption (total)";"14.972195856363875";"km/L";
"39409.5890309";"Average fuel consumption (Week)";"14.972195856363875";"km/L";
"39409.5890309";"Average fuel consumption 10 sec";"12.733686751724132";"km/L";
"39409.5890309";"Calculated instant fuel rate";"1.4101405629547255";"L/h";
"39409.5890309";"Engine RPM";"1501";"rpm";
"39409.5890309";"Engine RPM x1000";"1.5";"rpm";
"39409.5890309";"Fuel used";"1.1668180058018778";"L";
"39409.5890309";"Fuel used (Today)";"0.577738";"L";
"39409.5890309";"Fuel used (total)";"4.860031";"L";
"39409.5890309";"Fuel used (Week)";"4.860031";"L";
"39409.5890309";"Fuel used price";"134.18407066721593";"₹$";
"39409.5890309";"Fuel used price (Today)";"66.43987";"₹$";
"39409.5890309";"Fuel used price (total)";"324.29139882";"₹$";
"39409.5890309";"Fuel used price (Week)";"324.29139882";"₹$";
"39409.5890309";"Instant engine power (based on fuel consumption)";"5.516748951903241";"hp";
"39409.9011052";"Average speed";"15.970836723403343";"km/h";
"39409.9011052";"Calculated instant fuel consumption";"5.673193304387522";"km/L";
"39409.9011052";"Distance travelled";"14.85179495383333";"km";
"39409.9011052";"Distance travelled (Today)";"6.811076";"km";
"39409.9011052";"Distance travelled (total)";"72.768245";"km";
"39409.9011052";"Distance travelled (Week)";"72.768245";"km";
"39409.9011052";"Vehicle speed";"8";"km/h";
"39410.2215";"Calculated boost";"-0.71325";"bar";
"39410.2215";"Intake manifold absolute pressure";"30";"kPa";
"39410.6735987";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39410.6735987";"Throttle position";"0";"%";
"39410.8914535";"Average fuel consumption";"12.72363836376725";"km/L";
"39410.8914535";"Average fuel consumption (Today)";"11.780199937735652";"km/L";
"39410.8914535";"Average fuel consumption (total)";"14.971432821455853";"km/L";
"39410.8914535";"Average fuel consumption (Week)";"14.971432821455853";"km/L";
"39410.8914535";"Average fuel consumption 10 sec";"12.731611355443324";"km/L";
"39410.8914535";"Calculated instant fuel rate";"1.221860244030606";"L/h";
"39410.8914535";"Engine RPM";"1474";"rpm";
"39410.8914535";"Engine RPM x1000";"1.5";"rpm";
"39410.8914535";"Fuel used";"1.1672600658099785";"L";
"39410.8914535";"Fuel used (Today)";"0.57818";"L";
"39410.8914535";"Fuel used (total)";"4.860473";"L";
"39410.8914535";"Fuel used (Week)";"4.860473";"L";
"39410.8914535";"Fuel used price";"134.23490756814752";"₹$";
"39410.8914535";"Fuel used price (Today)";"66.4907";"₹$";
"39410.8914535";"Fuel used price (total)";"324.34222882";"₹$";
"39410.8914535";"Fuel used price (Week)";"324.34222882";"₹$";
"39410.8914535";"Instant engine power (based on fuel consumption)";"4.7801590832221885";"hp";
"39411.2046247";"Average speed";"15.967736255873268";"km/h";
"39411.2046247";"Calculated instant fuel consumption";"6.547393647582834";"km/L";
"39411.2046247";"Distance travelled";"14.854689853388885";"km";
"39411.2046247";"Distance travelled (Today)";"6.813971";"km";
"39411.2046247";"Distance travelled (total)";"72.77113999999999";"km";
"39411.2046247";"Distance travelled (Week)";"72.77113999999999";"km";
"39411.2046247";"Vehicle speed";"8";"km/h";
"39411.5258591";"Calculated boost";"-0.79325";"bar";
"39411.5258591";"Intake manifold absolute pressure";"22";"kPa";
"39411.9860487";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"39411.9860487";"Throttle position";"0";"%";
"39412.3140525";"Average fuel consumption";"12.72348784900558";"km/L";
"39412.3140525";"Average fuel consumption (Today)";"11.780296704303613";"km/L";
"39412.3140525";"Average fuel consumption (total)";"14.97128611146428";"km/L";
"39412.3140525";"Average fuel consumption (Week)";"14.97128611146428";"km/L";
"39412.3140525";"Average fuel consumption 10 sec";"12.729860330995411";"km/L";
"39412.3140525";"Calculated instant fuel rate";"0.610930122015303";"L/h";
"39412.3140525";"Engine RPM";"1005";"rpm";
