time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average fuel consumption 10 sec (km/L)","Average speed (km/h)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
08:39:31.787,,,16.665759765062027,,,0,-0.71325,,,1.3093300200847224,0,0,360.903994,0,,1166,1.2,1,0.0014095021686801902,0.00141,21.655418,0.00141,0.16209274939822188,0.16215,2255.7609038200003,0.16215,5.122358157588685,31,30,0,,0,
08:39:32.063,,,16.665759765062027,,,0,-0.71325,,,1.3093300200847224,0,0,360.903994,0,,1166,1.2,1,0.0014095021686801902,0.00141,21.655418,0.00141,0.16209274939822188,0.16215,2255.7609038200003,0.16215,5.122358157588685,31,30,0,0,0,
08:39:32.244,,,16.665759765062027,,,0,-0.71325,,,1.3093300200847224,0,0,360.903994,0,,1166,1.2,1,0.0014095021686801902,0.00141,21.655418,0.00141,0.16209274939822188,0.16215,2255.7609038200003,0.16215,5.122358157588685,31,30,0,0,0,
08:39:32.727,,,16.665759765062027,,,0,-0.71325,,,1.3093300200847224,0,0,360.903994,0,,1166,1.2,1,0.0014095021686801902,0.00141,21.655418,0.00141,0.16209274939822188,0.16215,2255.7609038200003,0.16215,5.122358157588685,31,30,0,0,0,
08:39:32.961,,,16.66543423550256,,,0,-0.71325,,,1.2958549255383962,0,0,360.903994,0,,1154,1.2,1,0.001832161810790809,0.001833,21.655841000000002,0.001833,0.21069860824094302,0.210795,2255.80954882,0.210795,5.069640920975425,31,30,0,0,0,
08:39:33.185,,,16.66543423550256,,,0,-0.71325,,,1.2958549255383962,0,0,360.903994,0,,1154,1.2,1,0.001832161810790809,0.001833,21.655841000000002,0.001833,0.21069860824094302,0.210795,2255.80954882,0.210795,5.069640920975425,31,30,0,0,0,
08:39:33.401,,,16.66543423550256,,,0,-0.71325,,,1.2958549255383962,0,0,360.903994,0,,1154,1.2,1,0.001832161810790809,0.001833,21.655841000000002,0.001833,0.21069860824094302,0.210795,2255.80954882,0.210795,5.069640920975425,31,30,0,0,0,
08:39:33.855,,,16.66543423550256,,,0,-0.71325,,,1.2958549255383962,0,0,360.903994,0,,1154,1.2,1,0.001832161810790809,0.001833,21.655841000000002,0.001833,0.21069860824094302,0.210795,2255.80954882,0.210795,5.069640920975425,31,30,0,0,0,
08:39:34.097,,,16.665113335831148,,,0,-0.71325,,,1.321682190085522,0,0,360.903994,0,,1177,1.2,1,0.002249409241814821,0.00225,21.656258,0.00225,0.2586820628087044,0.25875,2255.85750382,0.25875,5.170682291150845,31,30,0,0,0,
08:39:34.334,,,16.665113335831148,,,0,-0.71325,,,1.321682190085522,0,0,360.903994,0,,1177,1.2,1,0.002249409241814821,0.00225,21.656258,0.00225,0.2586820628087044,0.25875,2255.85750382,0.25875,5.170682291150845,31,30,0,0,0,
08:39:34.569,,,16.665113335831148,,,0,-0.71325,,,1.321682190085522,0,0,360.903994,0,,1177,1.2,1,0.002249409241814821,0.00225,21.656258,0.00225,0.2586820628087044,0.25875,2255.85750382,0.25875,5.170682291150845,31,30,0,0,0,
08:39:35.018,,,16.665113335831148,,,0,-0.71325,,,1.321682190085522,0,0,360.903994,0,,1177,1.2,1,0.002249409241814821,0.00225,21.656258,0.00225,0.2586820628087044,0.25875,2255.85750382,0.25875,5.170682291150845,31,30,0,0,0,
08:39:35.229,,,16.664793987515996,,,0,-0.71325,,,1.3194363409944678,0,0,360.903994,0,,1175,1.2,1,0.0026644190309537434,0.002665,21.656673,0.002665,0.3064081885596805,0.306475,2255.90522882,0.306475,5.161896085048635,31,30,0,0,0,
08:39:35.453,,,16.664793987515996,,,0,-0.71325,,,1.3194363409944678,0,0,360.903994,0,,1175,1.2,1,0.0026644190309537434,0.002665,21.656673,0.002665,0.3064081885596805,0.306475,2255.90522882,0.306475,5.161896085048635,31,30,0,0,0,
08:39:35.709,,,16.664793987515996,,,0,-0.71325,,,1.3194363409944678,0,0,360.903994,0,,1175,1.2,1,0.0026644190309537434,0.002665,21.656673,0.002665,0.3064081885596805,0.306475,2255.90522882,0.306475,5.161896085048635,31,30,0,0,0,
08:39:36.148,,,16.664793987515996,,,0,-0.71325,,,1.3194363409944678,0,0,360.903994,0,,1175,1.2,1,0.0026644190309537434,0.002665,21.656673,0.002665,0.3064081885596805,0.306475,2255.90522882,0.306475,5.161896085048635,31,30,0,0,0,
08:39:36.393,,,16.66446464833867,,,0,-0.71325,,,1.3250509637221037,0,0,360.903994,0,,1180,1.2,1,0.0030926077039877503,0.003093,21.657101,0.003093,0.35564988595859126,0.355695,2255.9544488200004,0.355695,5.183861600304161,31,30,0,0,0,
08:39:36.619,,,16.66446464833867,,,0,-0.71325,,,1.3250509637221037,0,0,360.903994,0,,1180,1.2,1,0.0030926077039877503,0.003093,21.657101,0.003093,0.35564988595859126,0.355695,2255.9544488200004,0.355695,5.183861600304161,31,30,0,0,0,
08:39:36.827,,,16.66446464833867,,,0,-0.71325,,,1.3250509637221037,0,0,360.903994,0,,1180,1.2,1,0.0030926077039877503,0.003093,21.657101,0.003093,0.35564988595859126,0.355695,2255.9544488200004,0.355695,5.183861600304161,31,30,0,0,0,
08:39:37.280,,,16.66446464833867,,,0,-0.71325,,,1.3250509637221037,0,0,360.903994,0,,1180,1.2,1,0.0030926077039877503,0.003093,21.657101,0.003093,0.35564988595859126,0.355695,2255.9544488200004,0.355695,5.183861600304161,31,30,0,0,0,
08:39:37.514,,,16.664159174804034,,,0,-0.71325,,,1.2745193591733794,0,0,360.903994,0,,1135,1.1,1,0.00348974425436136,0.00349,21.657498,0.00349,0.4013205892515564,0.40135,2256.0001038200003,0.40135,4.986171963004427,31,30,0,0,0,
