time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average fuel consumption 10 sec (km/L)","Average speed (km/h)","Calculated boost (bar)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
15:39:11.468,,16.91959247429569,14.513821656249903,14.513821656249903,,,,,1.539090385563928,,,,,1215,1.2,,0.0011105946068184285,1.143388,3.2015700000000002,3.2015700000000002,0.1277183797841193,131.48962,133.56838382,133.56838382,6.021226177377016,,,,,,
15:39:11.786,,,,,,0,,,,0,19.345659,46.467016,46.467016,,,,,,,,,,,,,,,,-0,0,
15:39:12.343,,,,,,,-0.55325,,,,,,,,,,,,,,,,,,,,46,,,,
15:39:12.809,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:13.043,,16.909565532058465,14.510748699038924,14.510748699038924,,,,,1.5494546305845611,,,,,1170,1.2,,0.0017887483747037625,1.144066,3.202248,3.202248,0.2057060630909327,131.56759,133.64635382,133.64635382,6.0617731550024505,,,,,,
15:39:13.326,,,,,,0,,,,0,19.345659,46.467016,46.467016,,,,,,,,,,,,,,,,-0,0,
15:39:13.646,,,,,,,-0.53325,,,,,,,,,,,,,,,,,,,,48,,,,
15:39:14.123,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:14.337,,16.900259108095078,14.507894462417863,14.507894462417863,,,,,1.7522483581549375,,,,,1268,1.3,,0.0024188934868175373,1.144696,3.202878,3.202878,0.2781727509840168,131.64004,133.71880382,133.71880382,6.8551423505401194,,,,,,
15:39:14.647,,,,,,0,,,,0,19.345659,46.467016,46.467016,,,,,,,,,,,,,,,,0,0,
15:39:14.950,,,,,,,-0.56325,,,,,,,,,,,,,,,,,,,,45,,,,
15:39:15.422,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:15.658,,16.891479108802915,14.505199825314591,14.505199825314591,,,,,1.622004345728989,,,,,1252,1.3,,0.003013998005297278,1.145291,3.203473,3.203473,0.346609770609187,131.70846500000002,133.78722882000002,133.78722882000002,6.345601998380496,,,,,,
15:39:15.940,,,,,,0,,,,0,19.345659,46.467016,46.467016,,,,,,,,,,,,,,,,0,0,
15:39:16.276,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:16.700,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:16.940,,16.884152216640427,14.502949777931754,14.502949777931754,,,,,1.3951713276246456,,,,,1127,1.1,,0.0035109294311849604,1.145788,3.20397,3.20397,0.40375688458627046,131.76562,133.84438382000002,133.84438382000002,5.458186340850499,,,,,,
15:39:17.315,,,,,,0,,,,0,19.345659,46.467016,46.467016,,,,,,,,,,,,,,,,0,0,
15:39:17.623,,,,,,,-0.31325000000000003,,,,,,,,,,,,,,,,,,,,70,,,,
15:39:18.097,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:18.323,,16.8695616156208,14.49846534794027,14.49846534794027,,,,,2.581560697222549,,,,,1281,1.3,,0.004502120736533849,1.146779,3.204961,3.204961,0.5177438847013927,131.879585,133.95834882,133.95834882,10.099576343535299,,,,,,
15:39:18.691,,,,,,0.14427430628916202,,0.3873625753118571,,0.00038331355555555553,19.346042,46.467399,46.467399,,,,,,,,,,,,,,,,0.0052793940169318905,1,
15:39:18.945,,,,,,,-0.49325,,,,,,,,,,,,,,,,,,,,52,,,,
15:39:19.404,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:19.639,0.073863864780787,16.859795410060077,14.495477669413486,14.495477669413486,,,,,1.8803043632987528,,,,,1256,1.3,,0.005189459781087174,1.147466,3.205648,3.205648,0.5967878748250249,131.95859000000002,134.03735382000002,134.03735382000002,7.356122785201046,,,,,,
15:39:19.939,,,,,,0.7043361538029881,,2.6591439649845525,,0.002115285638888889,19.347774,46.469131000000004,46.469131000000004,,,,,,,,,,,,,,,,0.026760344832617536,5,
15:39:20.232,,,,,,,-0.51325,,,,,,,,,,,,,,,,,,,,50,,,,
15:39:20.713,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:20.933,0.3617196771170511,16.85164146033007,14.493043084471667,14.493043084471667,,,,,1.8324560987868324,,,,,1273,1.3,,0.005847858915909601,1.148124,3.2063059999999997,3.2063059999999997,0.6725037753296041,132.03426,134.11302382,134.11302382,7.168930905163622,,,,,,
15:39:21.226,,,,,,1.2677128647894493,,3.2742939948041685,,0.0042604871388888885,19.349919,46.471276,46.471276,,,,,,,,,,,,,,,,0.03215341396910303,6,
15:39:21.546,,,,,,,-0.57325,,,,,,,,,,,,,,,,,,,,44,,,,
15:39:22.004,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:22.248,0.6642539908891335,16.845205407899435,14.491153996791892,14.491153996791892,,,,,1.549224314028547,,,,,1223,1.2,,0.0064139428551811,1.14869,3.2068719999999997,3.2068719999999997,0.7376034283458265,132.09935,134.17811382,134.17811382,6.06087211105522,,,,,,
15:39:22.545,,,,,,1.7331813052479157,,3.8729059088917963,,0.006460248972222222,19.352119,46.473476,46.473476,,,,,,,,,,,,,,,,0.032491359847031706,6,
15:39:22.852,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:23.299,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:23.540,0.9306803260726187,16.839394996767364,14.489458904239854,14.489458904239854,,,,,1.4694484169391788,,,,,1187,1.2,,0.0069414263858825175,1.149217,3.2073989999999997,3.2073989999999997,0.7982640343764895,132.159955,134.23871882,134.23871882,5.748773013832779,,,,,,
15:39:23.837,,,,,,2.10772568928091,,4.0831647649788465,,0.008612318805555555,19.354271,46.475628,46.475628,,,,,,,,,,,,,,,,0.027524648244473298,6,
15:39:24.170,,,,,,,-0.57325,,,,,,,,,,,,,,,,,,,,44,,,,
15:39:24.630,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:24.850,1.1492040176242748,16.833167503065834,14.487631984518472,14.487631984518472,,,,,1.520089269692769,,,,,1200,1.2,,0.007494160021611846,1.14977,3.2079519999999997,3.2079519999999997,0.8618284024853623,132.22355,134.30231382,134.30231382,5.946890051730387,,,,,,
15:39:25.159,,,,,,2.428454942260013,,3.947136605478889,,0.010813925305555555,19.356473,46.47783,46.47783,,,,,,,,,,,,,,,,0.005425967156898375,6,
15:39:25.447,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:25.915,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:26.140,1.3469553468575381,16.827267400617576,14.485907060214693,14.485907060214693,,,,,1.4904935922449627,,,,,1204,1.2,,0.008028421529180284,1.150304,3.2084859999999997,3.2084859999999997,0.9232684758557327,132.28496,134.36372382000002,134.36372382000002,5.831105904511091,,,,,,
15:39:26.539,,,,,,2.7115853603133075,,4.0255121063371195,,0.013114331472222221,19.358773,46.48013,46.48013,,,,,,,,,,,,,,,,0,6,
15:39:26.851,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:27.287,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:27.522,1.525251388370975,16.820931744048437,14.484050761345394,14.484050761345394,,,,,1.4843038348020854,,,,,1199,1.2,,0.008598144261470769,1.150874,3.209056,3.209056,0.9887865900691384,132.35050999999999,134.42927382,134.42927382,5.806890348429237,,,,,,
15:39:27.815,,,,,,3.0043481377697283,,4.716015573006566,,0.015594888027777778,19.361254,46.482611,46.482611,,,,,,,,,,,,,,,,0.005375167205936111,7,
15:39:28.135,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:28.608,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:28.802,1.7087215013213382,16.81537291059074,14.482441026625256,14.482441026625256,,,,,1.4855417862906612,,,,,1200,1.2,,0.00912664118507223,1.151402,3.209584,3.209584,1.0495637362833063,132.41123000000002,134.48999382000002,134.48999382000002,5.811733459645609,,,,,,
15:39:29.122,,,,,,3.2001422468860006,,4.0389304800249075,,0.01777283302777778,19.363432,46.484789,46.484789,,,,,,,,,,,,,,,,,6,
15:39:29.416,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:29.916,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:30.114,1.840495365124164,16.80952695124365,14.480728410268297,14.480728410268297,,,,,1.4545929990762718,,,,,1175,1.2,,0.009656548646933855,1.151932,3.210114,3.210114,1.1105030943973933,132.47218,134.55094382000001,134.55094382000001,5.690655679236323,,,,,,
15:39:30.414,,,,,,3.3699598830153454,,4.12486517108927,,0.019924420694444445,19.365584,46.486941,46.486941,,,,,,,,,,,,,,,,,6,
15:39:30.708,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:31.170,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:31.389,1.9577459962000707,16.803795035459146,14.479048848592257,14.479048848592257,,,,,1.4694484169391788,,,,,1187,1.2,,0.010177224590481697,1.152453,3.210635,3.210635,1.170380827905395,132.532095,134.61085882,134.61085882,5.748773013832779,,,,,,
15:39:31.703,,,,,,3.5203699949729756,,4.0831647649788465,,0.02207622302777778,19.367736,46.489093,46.489093,,,,,,,,,,,,,,,,0,6,
15:39:32.070,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:32.543,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:32.776,2.0549639965280937,16.79741270525464,14.477166954046165,14.477166954046165,,,,,1.4694484169391788,,,,,1187,1.2,,0.010742875819272763,1.153019,3.211201,3.211201,1.2354307192163678,132.597185,134.67594882,134.67594882,5.748773013832779,,,,,,
15:39:33.092,,,,,,3.6060159209309797,,3.4026373041490388,,0.024002662472222224,19.369662,46.491019,46.491019,,,,,,,,,,,,,,,,-0.010736066412723918,5,
15:39:33.403,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:33.842,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:34.056,2.130807186030209,16.79148118705794,14.475413664254358,14.475413664254358,,,,,1.466972513962027,,,,,1185,1.2,,0.011264586786447008,1.153541,3.211723,3.211723,1.2954274804414059,132.65721499999998,134.73597881999999,134.73597881999999,5.7390867914000365,,,,,,
15:39:34.383,,,,,,3.6773370319974554,,3.408380151919756,,0.025797274972222225,19.371457,46.492813999999996,46.492813999999996,,,,,,,,,,,,,,,,-0.005384550674326644,5,
15:39:34.682,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:35.155,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:35.396,2.184529921934489,16.785121546506538,14.473521036700872,14.473521036700872,,,,,1.4620207080077252,,,,,1181,1.2,,0.011809073756873836,1.154085,3.2122669999999998,3.2122669999999998,1.3580434820404912,132.719775,134.79853882,134.79853882,5.71971434653455,,,,,,
15:39:35.765,,,,,,3.7460031274925387,,3.419924199851744,,0.02771796066666667,19.373378,46.494735,46.494735,,,,,,,,,,,,,,,,-0.005292928397673953,5,
15:39:36.079,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:36.531,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:36.772,2.241231072313144,16.778673581358046,14.471605207255296,14.471605207255296,,,,,1.4607827565191502,,,,,1180,1.2,,0.0123672926942153,1.154643,3.212825,3.212825,1.4222386598347596,132.78394500000002,134.86270882000002,134.86270882000002,5.714871235318181,,,,,,
15:39:37.153,,,,,,3.8080001444523517,,3.4228224406990746,,0.029642194000000004,19.375302,46.496659,46.496659,,,,,,,,,,,,,,,,-0.005196859191260845,5,
15:39:37.436,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:37.904,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:38.145,2.2946315851288386,16.772336075152747,14.469722497460616,14.469722497460616,,,,,1.443451435679092,,,,,1166,1.2,,0.012918062399256856,1.155194,3.2133760000000002,3.2133760000000002,1.4855771759145384,132.84731,134.92607382,134.92607382,5.647067678288981,,,,,,
15:39:38.535,,,,,,3.769969957076554,,2.0783518765136755,,0.03079561891666667,19.376455,46.497811999999996,46.497811999999996,,,,,,,,,,,,,,,,-0.010407156335763368,3,
15:39:38.818,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:39.278,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:39.504,2.2869759338372733,16.765381027945683,14.467614044389348,14.467614044389348,,,,,1.4508791446105456,,,,,1172,1.2,,0.013465650626675067,1.155742,3.213924,3.213924,1.5485498220676326,132.91033000000002,134.98909382000002,134.98909382000002,5.6761263455872095,,,,,,
15:39:39.832,,,,,,3.7374367187193194,,2.0677118498421034,,0.03187674125,19.377536,46.498892999999995,46.498892999999995,,,,,,,,,,,,,,,,-0.010395779230447112,3,
15:39:40.199,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:40.662,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:40.881,2.27396617877252,16.758312332330707,14.46546591108473,14.46546591108473,,,,,1.4446893871676674,,,,,1167,1.2,,0.014018124608698869,1.156294,3.214476,3.214476,1.61208433000037,132.97381,135.05257382,135.05257382,5.65191078950535,,,,,,
15:39:41.182,,,,,,3.664316049306856,,1.3843806272578956,,0.03262617702777778,19.378285,46.499642,46.499642,,,,,,,,,,,,,,,,-0.015688250096711563,2,
15:39:41.476,,,,,,,-0.58325,,,,,,,,,,,,,,,,,,,,43,,,,
15:39:41.928,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:42.181,2.2434012976886053,16.751354360535228,14.463336714358721,14.463336714358721,,,,,1.4533550475876962,,,,,1174,1.2,,0.01454317471483715,1.156819,3.215001,3.215001,1.6724650922062723,133.034185,135.11294882,135.11294882,5.6858125680199505,,,,,,
15:39:42.552,,,,,,3.514089258757932,,,,0.03262617702777778,19.378285,46.499642,46.499642,,,,,,,,,,,,,,,,-0.026230990738443302,0,
15:39:42.861,,,,,,,-0.59325,,,,,,,,,,,,,,,,,,,,42,,,,
15:39:43.323,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:43.561,2.1628608595073247,16.743509587760432,14.460898827973999,14.460898827973999,,,,,1.4135102833972653,,,,,1169,1.2,,0.015084732281488352,1.157361,3.2155430000000003,3.2155430000000003,1.7347442123711605,133.096515,135.17527882000002,135.17527882000002,5.5299319651488394,,,,,,
15:39:43.938,,,,,,3.4139436355931467,,0.7074585956294392,,0.03301135216666667,19.37867,46.500027,46.500027,,,,,,,,,,,,,,,,,1,
15:39:44.242,,,,,,,-0.59325,,,,,,,,,,,,,,,,,,,,42,,,,
15:39:44.723,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:44.943,2.1124942684195056,16.736004656694043,14.458581474059303,14.458581474059303,,,,,1.412301121478191,,,,,1168,1.2,,0.015626717979862075,1.157903,3.2160849999999996,3.2160849999999996,1.7970725676841386,133.15884499999999,135.23760882,135.23760882,5.52520148442587,,,,,,
15:39:45.262,,,,,,3.3622917753278063,,1.4161285929637237,,0.03374460338888889,19.379403,46.50076,46.50076,,,,,,,,,,,,,,,,,2,
15:39:45.570,,,,,,,-0.6032500000000001,,,,,,,,,,,,,,,,,,,,41,,,,
15:39:46.035,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:46.270,2.0921415734983784,16.72938480065262,14.456552861775542,14.456552861775542,,,,,1.3621496914061302,,,,,1154,1.2,,0.016129216022634067,1.158405,3.2165869999999996,3.2165869999999996,1.8548598426029177,133.21657499999998,135.29533881999998,135.29533881999998,5.328999164916129,,,,,,
15:39:46.643,,,,,,3.3119939914614136,,1.468267410416123,,0.03451411633333334,19.380173,46.50153,46.50153,,,,,,,,,,,,,,,,,2,
15:39:46.970,,,,,,,-0.6032500000000001,,,,,,,,,,,,,,,,,,,,41,,,,
15:39:47.417,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:47.647,2.073161255853592,16.722557303153614,14.454460002250471,14.454460002250471,,,,,1.3574282020078423,,,,,1150,1.2,,0.0166480616188839,1.158924,3.2171060000000002,3.2171060000000002,1.9145270861716486,133.27626,135.35502382,135.35502382,5.310527763997875,,,,,,
15:39:47.963,,,,,,3.2674674484931323,,1.4733744274958311,,0.035246298888888895,19.380905,46.502262,46.502262,,,,,,,,,,,,,,,,0.010469556044656117,2,
15:39:48.267,,,,,,,-0.59325,,,,,,,,,,,,,,,,,,,,42,,,,
15:39:48.729,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:48.966,2.0535472634144254,16.715746394811287,14.452369482804382,14.452369482804382,,,,,1.406255311882822,,,,,1163,1.2,,0.017163617081929247,1.15944,3.217622,3.217622,1.9738159644218634,133.3356,135.41436382,135.41436382,5.501549080811032,,,,,,
15:39:49.258,,,,,,3.2265030877853804,,1.4222168500271966,,0.035966858277777784,19.381626,46.502983,46.502983,,,,,,,,,,,,,,,,0.005324551061106098,2,
15:39:49.554,,,,,,,-0.59325,,,,,,,,,,,,,,,,,,,,42,,,,
15:39:50.019,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:50.246,2.036129903056971,16.709148137707004,14.45034356983869,14.45034356983869,,,,,1.40867363572097,,,,,1165,1.2,,0.017664323982364023,1.159941,3.2181230000000003,3.2181230000000003,2.0313972579718627,133.39321500000003,135.47197882000003,135.47197882000003,5.5110100422569674,,,,,,
15:39:50.563,,,,,,3.15643935157394,,0.7098876380178666,,0.036329039944444454,19.381988,46.503344999999996,46.503344999999996,,,,,,,,,,,,,,,,-0.005342647913877321,1,
15:39:50.875,,,,,,,-0.59325,,,,,,,,,,,,,,,,,,,,42,,,,
15:39:51.340,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:51.555,1.9984344711364137,16.702059106126473,14.448148393248445,14.448148393248445,,,,,1.4147194453163388,,,,,1170,1.2,,0.018178749650863395,1.160455,3.218637,3.218637,2.0905562098492907,133.452325,135.53108882,135.53108882,5.534662445871804,,,,,,
15:39:51.972,,,,,,3.0526144804678985,,,,0.036329039944444454,19.381988,46.503344999999996,46.503344999999996,,,,,,,,,,,,,,,,-0.010629529199649145,0,
15:39:52.254,,,,,,,-0.6032500000000001,,,,,,,,,,,,,,,,,,,,41,,,,
15:39:52.699,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:52.934,1.9432246509594693,16.694635783322752,14.445832490720385,14.445832490720385,,,,,1.347985223211266,,,,,1142,1.1,,0.018695234195648426,1.160971,3.219153,3.219153,2.149951932499569,133.511665,135.59042882,135.59042882,5.273584962161369,,,,,,
15:39:53.227,,,,,,2.965854842341685,,,,0.036329039944444454,19.381988,46.503344999999996,46.503344999999996,,,,,,,,,,,,,,,,-0.010762637837655726,0,
15:39:53.548,,,,,,,-0.6032500000000001,,,,,,,,,,,,,,,,,,,,41,,,,
15:39:54.018,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:54.230,1.893536255219408,16.687578241905463,14.443629482017267,14.443629482017267,,,,,1.3633300637557024,,,,,1155,1.2,,0.019185816930785374,1.161462,3.2196439999999997,3.2196439999999997,2.206368947040318,133.56813,135.64689382,135.64689382,5.333617015145692,,,,,,
15:39:54.516,,,,,,2.8815587721018443,,,,0.036329039944444454,19.381988,46.503344999999996,46.503344999999996,,,,,,,,,,,,,,,,-0.010774506314548848,0,
15:39:54.803,,,,,,,-0.32325000000000004,,,,,,,,,,,,,,,,,,,,69,,,,
15:39:55.274,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,
15:39:55.504,1.893536255219408,16.687578241905463,14.443629482017267,14.443629482017267,,,,,0,,,,,1168,1.2,,0.019185816930785374,1.161462,3.2196439999999997,3.2196439999999997,2.206368947040318,133.56813,135.64689382,135.64689382,0,,,,,,
15:39:55.812,,,,,,2.8570764784175546,,,,0.0370492993888889,19.382708,46.504065,46.504065,,,,,,,,,,,,,,,,,2,
15:39:56.116,,,,,,,-0.51325,,,,,,,,,,,,,,,,,,,,50,,,,
15:39:56.564,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:56.793,1.8709928511419174,16.679351988420745,14.44109016042183,14.44109016042183,,,,,1.721616256205068,,,,,1196,1.2,,0.01980194599155027,1.162078,3.2202599999999997,3.2202599999999997,2.277223789028281,133.63897,135.71773382,135.71773382,6.735303505558281,,,,,,
15:39:57.096,,,,,,2.941280443309967,,3.4850972034997545,,0.03919121455555557,19.38485,46.506207,46.506207,,,,,,,,,,,,,,,,0.03316804715946843,6,
15:39:57.421,,,,,,,-0.55325,,,,,,,,,,,,,,,,,,,,46,,,,
15:39:57.877,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:58.081,1.9250777923880837,16.673217882841893,14.43926228632744,14.43926228632744,,,,,1.554751911372885,,,,,1174,1.2,,0.02035824978633116,1.162634,3.220816,3.220816,2.3411987254280833,133.70291,135.78167382,135.78167382,6.082497165788786,,,,,,
15:39:58.392,,,,,,2.9428247671395145,,1.92956829836017,,0.04027091672222224,19.38593,46.507287,46.507287,,,,,,,,,,,,,,,,,3,
15:39:58.711,,,,,,,-0.57325,,,,,,,,,,,,,,,,,,,,44,,,,
15:39:59.172,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:39:59.398,1.9271757510587377,16.666434542784724,14.437186040404127,14.437186040404127,,,,,1.469419627369677,,,,,1160,1.2,,0.020896338437269405,1.163172,3.221354,3.221354,2.4030789202859815,133.76478,135.84354382,135.84354382,5.7486603833393755,,,,,,
15:39:59.771,,,,,,2.9443815105084306,,2.0416223821442525,,0.04141998597222224,19.387079,46.508436,46.508436,,,,,,,,,,,,,,,,,3,
15:40:00.087,,,,,,,-0.36325,,,,,,,,,,,,,,,,,,,,65,,,,
15:40:00.554,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3.1372549019607843,,,
15:40:00.776,1.8973511245514854,16.65404954531632,14.433357912141933,14.433357912141933,,,,,2.4420752329865367,,,,,1305,1.3,,0.02183042739757171,1.164106,3.222288,3.222288,2.510499150720747,133.87219000000002,135.95095382000002,135.95095382000002,9.553881602992996,,,,,,
15:40:01.107,,,,,,3.048647618132749,,2.866414558178598,,0.044018417666666684,19.389677,46.511033999999995,46.511033999999995,,,,,,,,,,,,,,,,,7,
15:40:01.393,,,,,,,-0.55325,,,,,,,,,,,,,,,,,,,,46,,,,
15:40:01.846,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3.5294117647058822,,,
15:40:02.088,1.9513574004288523,16.64588571924044,14.43090832652035,14.43090832652035,,,,,1.9944262168037175,,,,,1506,1.5,,0.02255784494270127,1.164833,3.223015,3.223015,2.594152168410646,133.955795,136.03455882,136.03455882,7.802590061054438,,,,,,
15:40:02.392,,,,,,3.1679946223143793,,4.011178720274175,,0.046871414555555574,19.39253,46.513887,46.513887,,,,,,,,,,,,,,,,,8,
15:40:02.708,,,,,,,-0.53325,,,,,,,,,,,,,,,,,,,,48,,,,
15:40:03.146,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5.490196078431373,,,
15:40:03.363,2.0001946886884556,16.63582420655584,14.427872096171987,14.427872096171987,,,,,2.4749817109270453,,,,,1791,1.8,,0.023433426166274623,1.165709,3.223891,3.223891,2.6948440091215815,134.05653500000003,136.13529882000003,136.13529882000003,9.682618256953749,,,,,,
15:40:03.664,,,,,,3.3272127081925844,,4.040433897289017,,0.05040169122222224,19.39606,46.517416999999995,46.517416999999995,,,,,,,,,,,,,,,,0.03760832505311856,10,
15:40:03.895,,,,,,,-0.65325,,,,,,,,,,,,,,,,,,,,36,,,,
15:40:04.361,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,
15:40:04.594,2.101611022275875,16.631019894397294,14.426510339779929,14.426510339779929,,,,,1.605421553695977,,,,,1549,1.5,,0.023982407157172824,1.166258,3.22444,3.22444,2.7579768230748747,134.11967,136.19843382000002,136.19843382000002,6.2807268341797995,,,,,,
15:40:04.892,,,,,,3.4964092242827545,,6.851782931826203,,0.05415902263888891,19.399817,46.521174,46.521174,,,,,,,,,,,,,,,,0.04424878664062189,11,
15:40:05.207,,,,,,,-0.53325,,,,,,,,,,,,,,,,,,,,48,,,,
15:40:05.656,,,,,,,,,,,,,,,,1,,,,,,,,,,,,7.0588235294117645,,,
15:40:05.895,2.2061897020405414,16.62617241332026,14.425143395082054,14.425143395082054,,,,,1.5670738471196364,,,,,1134,1.1,,0.02454866985771728,1.166824,3.225006,3.225006,2.823097033637487,134.18476,136.26352382000002,136.26352382000002,6.13070301696569,,,,,,
15:40:06.205,,,,,,3.6923356567752608,,7.6575842434334715,,0.05854275363888891,19.404201,46.525558000000004,46.525558000000004,,,,,,,,,,,,,,,,0.02777995592320148,12,
15:40:06.510,,,,,,,-0.26325000000000004,,,,,,,,,,,,,,,,,,,,75,,,,
