time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average fuel consumption 10 sec (km/L)","Average speed (km/h)","Calculated boost (bar)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
16:23:22.213,16.313465797813237,9.833459751588128,14.377812188302235,9.833459751588128,16.313916621518654,21.39413335846287,-0.55325,13.468757104080503,1.6082997450363263,24.193749172000008,1.451989,87.93038599999998,1.451989,80,1281,1.3,1,1.4830539060095431,0.147658,6.1157,0.147658,170.55119919109745,16.98067,468.69333381999996,16.98067,6.291986888303041,54,46,3.5294117647058822,0.009816330158709115,22,
16:23:22.412,16.313465797813237,9.833459751588128,14.377812188302235,9.833459751588128,16.313916621518654,21.394574170177382,-0.55325,14.300816791760735,1.6082997450363263,24.200890832361118,1.459131,87.93752799999999,1.459131,80,1281,1.3,1,1.4830539060095431,0.147658,6.1157,0.147658,170.55119919109745,16.98067,468.69333381999996,16.98067,6.291986888303041,54,46,3.5294117647058822,0.010265240186886248,23,
16:23:22.657,16.313465797813237,9.833459751588128,14.377812188302235,9.833459751588128,16.313916621518654,21.394574170177382,-0.65325,14.300816791760735,1.6082997450363263,24.200890832361118,1.459131,87.93752799999999,1.459131,80,1281,1.3,1,1.4830539060095431,0.147658,6.1157,0.147658,170.55119919109745,16.98067,468.69333381999996,16.98067,6.291986888303041,54,36,3.5294117647058822,0.010265240186886248,23,
16:23:23.105,16.313465797813237,9.833459751588128,14.377812188302235,9.833459751588128,16.313916621518654,21.394574170177382,-0.65325,14.300816791760735,1.6082997450363263,24.200890832361118,1.459131,87.93752799999999,1.459131,80,1281,1.3,1,1.4830539060095431,0.147658,6.1157,0.147658,170.55119919109745,16.98067,468.69333381999996,16.98067,6.291986888303041,54,36,2.3529411764705883,0.010265240186886248,23,
16:23:23.340,16.314023195377242,9.855996487554458,14.378070161526477,9.855996487554458,16.31395214598347,21.394574170177382,-0.65325,14.300816791760735,1.2370528738422164,24.200890832361118,1.459131,87.93752799999999,1.459131,80,1259,1.3,1,1.4834409968976079,0.148045,6.116087,0.148045,170.5957146432249,17.025175,468.73783882,17.025175,4.839595657696892,54,36,2.3529411764705883,0.010265240186886248,23,
16:23:23.546,16.314023195377242,9.855996487554458,14.378070161526477,9.855996487554458,16.31395214598347,21.394464276528563,-0.65325,16.975830576081346,1.2370528738422164,24.20750860611112,1.465749,87.94414599999999,1.465749,80,1259,1.3,1,1.4834409968976079,0.148045,6.116087,0.148045,170.5957146432249,17.025175,468.73783882,17.025175,4.839595657696892,54,36,2.3529411764705883,0.010265240186886248,21,
16:23:23.782,16.314023195377242,9.855996487554458,14.378070161526477,9.855996487554458,16.31395214598347,21.394464276528563,-0.6232500000000001,16.975830576081346,1.2370528738422164,24.20750860611112,1.465749,87.94414599999999,1.465749,80,1259,1.3,1,1.4834409968976079,0.148045,6.116087,0.148045,170.5957146432249,17.025175,468.73783882,17.025175,4.839595657696892,54,39,2.3529411764705883,0.010265240186886248,21,
16:23:24.231,16.314023195377242,9.855996487554458,14.378070161526477,9.855996487554458,16.31395214598347,21.394464276528563,-0.6232500000000001,16.975830576081346,1.2370528738422164,24.20750860611112,1.465749,87.94414599999999,1.465749,80,1259,1.3,1,1.4834409968976079,0.148045,6.116087,0.148045,170.5957146432249,17.025175,468.73783882,17.025175,4.839595657696892,54,39,2.3529411764705883,0.010265240186886248,21,
16:23:24.465,16.314046203350312,9.87375462279975,14.378202469357017,9.87375462279975,16.3139756602235,21.394464276528563,-0.6232500000000001,16.975830576081346,1.2890470871656088,24.20750860611112,1.465749,87.94414599999999,1.465749,80,1211,1.2,1,1.483844553605578,0.148449,6.116491000000001,0.148449,170.64212366464147,17.071635,468.78429882,17.071635,5.043007309976315,54,39,2.3529411764705883,0.010265240186886248,21,
16:23:24.700,16.314046203350312,9.87375462279975,14.378202469357017,9.87375462279975,16.3139756602235,21.39463569616192,-0.6232500000000001,17.066870728806492,1.2890470871656088,24.214557404888897,1.472798,87.95119499999998,1.472798,80,1211,1.2,1,1.483844553605578,0.148449,6.116491000000001,0.148449,170.64212366464147,17.071635,468.78429882,17.071635,5.043007309976315,54,39,2.3529411764705883,0.010265240186886248,22,
16:23:24.953,16.314046203350312,9.87375462279975,14.378202469357017,9.87375462279975,16.3139756602235,21.39463569616192,-0.6232500000000001,17.066870728806492,1.2890470871656088,24.214557404888897,1.472798,87.95119499999998,1.472798,80,1211,1.2,1,1.483844553605578,0.148449,6.116491000000001,0.148449,170.64212366464147,17.071635,468.78429882,17.071635,5.043007309976315,54,39,2.3529411764705883,0.010265240186886248,22,
16:23:25.382,16.314046203350312,9.87375462279975,14.378202469357017,9.87375462279975,16.3139756602235,21.39463569616192,-0.6232500000000001,17.066870728806492,1.2890470871656088,24.214557404888897,1.472798,87.95119499999998,1.472798,80,1211,1.2,1,1.483844553605578,0.148449,6.116491000000001,0.148449,170.64212366464147,17.071635,468.78429882,17.071635,5.043007309976315,54,39,2.3529411764705883,0.010265240186886248,22,
16:23:25.606,16.314419731880967,9.89471067606334,14.378419323940646,9.89471067606334,16.314064472620995,21.39463569616192,-0.6232500000000001,17.066870728806492,1.2581780817751853,24.214557404888897,1.472798,87.95119499999998,1.472798,80,1182,1.2,1,1.4842426395080304,0.148847,6.1168890000000005,0.148847,170.6879035434235,17.117405,468.83006882,17.117405,4.922241651851366,54,39,2.3529411764705883,0.010265240186886248,22,
16:23:25.834,16.314419731880967,9.89471067606334,14.378419323940646,9.89471067606334,16.314064472620995,21.39452590989164,-0.6232500000000001,16.690801011547375,1.2581780817751853,24.221171393388897,1.479412,87.95780899999998,1.479412,80,1182,1.2,1,1.4842426395080304,0.148847,6.1168890000000005,0.148847,170.6879035434235,17.117405,468.83006882,17.117405,4.922241651851366,54,39,2.3529411764705883,0.010265240186886248,21,
16:23:26.055,16.314419731880967,9.89471067606334,14.378419323940646,9.89471067606334,16.314064472620995,21.39452590989164,-0.6132500000000001,16.690801011547375,1.2581780817751853,24.221171393388897,1.479412,87.95780899999998,1.479412,80,1182,1.2,1,1.4842426395080304,0.148847,6.1168890000000005,0.148847,170.6879035434235,17.117405,468.83006882,17.117405,4.922241651851366,54,40,2.3529411764705883,0.010265240186886248,21,
16:23:26.521,16.314419731880967,9.89471067606334,14.378419323940646,9.89471067606334,16.314064472620995,21.39452590989164,-0.6132500000000001,16.690801011547375,1.2581780817751853,24.221171393388897,1.479412,87.95780899999998,1.479412,80,1182,1.2,1,1.4842426395080304,0.148847,6.1168890000000005,0.148847,170.6879035434235,17.117405,468.83006882,17.117405,4.922241651851366,54,40,0,0.010265240186886248,21,
16:23:26.737,16.314521930348715,9.912773128387933,14.378569741314974,9.912773128387933,16.314140713794067,21.39452590989164,-0.6132500000000001,16.690801011547375,1.2609620239058865,24.221171393388897,1.479412,87.95780899999998,1.479412,80,1155,1.2,1,1.4846387468045887,0.149243,6.117285000000001,0.149243,170.7334558825277,17.162944999999997,468.87560881999997,17.162944999999997,4.933132984414358,54,40,0,0.010265240186886248,21,
16:23:26.960,16.314521930348715,9.912773128387933,14.378569741314974,9.912773128387933,16.314140713794067,21.39414105508025,-0.6132500000000001,15.860905896316451,1.2609620239058865,24.227421863388898,1.485662,87.96405899999999,1.485662,80,1155,1.2,1,1.4846387468045887,0.149243,6.117285000000001,0.149243,170.7334558825277,17.162944999999997,468.87560881999997,17.162944999999997,4.933132984414358,54,40,0,0.010265240186886248,20,
16:23:27.178,16.314521930348715,9.912773128387933,14.378569741314974,9.912773128387933,16.314140713794067,21.39414105508025,-0.7532500000000001,15.860905896316451,1.2609620239058865,24.227421863388898,1.485662,87.96405899999999,1.485662,80,1155,1.2,1,1.4846387468045887,0.149243,6.117285000000001,0.149243,170.7334558825277,17.162944999999997,468.87560881999997,17.162944999999997,4.933132984414358,54,26,0,0.010265240186886248,20,
16:23:27.637,16.314521930348715,9.912773128387933,14.378569741314974,9.912773128387933,16.314140713794067,21.39414105508025,-0.7532500000000001,15.860905896316451,1.2609620239058865,24.227421863388898,1.485662,87.96405899999999,1.485662,80,1155,1.2,1,1.4846387468045887,0.149243,6.117285000000001,0.149243,170.7334558825277,17.162944999999997,468.87560881999997,17.162944999999997,4.933132984414358,54,26,0,0.010265240186886248,20,
16:23:27.882,16.316178400447463,9.939200535206558,14.379046106451357,9.939200535206558,16.314431780725847,21.39414105508025,-0.7532500000000001,15.860905896316451,0.7302116447527726,24.227421863388898,1.485662,87.96405899999999,1.485662,80,1029,1,1,1.484871105768522,0.149475,6.117517,0.149475,170.76017716338004,17.189625,468.90228881999997,17.189625,2.856732464610861,54,26,0,0.010265240186886248,20,
16:23:28.122,16.316178400447463,9.939200535206558,14.379046106451357,9.939200535206558,16.314431780725847,21.3928868994284,-0.7532500000000001,23.280921527560245,0.7302116447527726,24.232918065388898,1.491158,87.96955499999999,1.491158,80,1029,1,1,1.484871105768522,0.149475,6.117517,0.149475,170.76017716338004,17.189625,468.90228881999997,17.189625,2.856732464610861,54,26,0,-0.024763557994607714,17,
16:23:28.326,16.316178400447463,9.939200535206558,14.379046106451357,9.939200535206558,16.314431780725847,21.3928868994284,-0.77325,23.280921527560245,0.7302116447527726,24.232918065388898,1.491158,87.96955499999999,1.491158,80,1029,1,1,1.484871105768522,0.149475,6.117517,0.149475,170.76017716338004,17.189625,468.90228881999997,17.189625,2.856732464610861,54,24,0,-0.024763557994607714,17,
16:23:28.781,16.316178400447463,9.939200535206558,14.379046106451357,9.939200535206558,16.314431780725847,21.3928868994284,-0.77325,23.280921527560245,0.7302116447527726,24.232918065388898,1.491158,87.96955499999999,1.491158,80,1029,1,1,1.484871105768522,0.149475,6.117517,0.149475,170.76017716338004,17.189625,468.90228881999997,17.189625,2.856732464610861,54,24,0,-0.024763557994607714,17,
16:23:29.001,16.317923451379766,9.964103626389047,14.379526112367483,9.964103626389047,16.314868157837026,21.3928868994284,-0.77325,23.280921527560245,0.5728588685574864,24.232918065388898,1.491158,87.96955499999999,1.491158,80,937,0.9,1,1.4850491324825938,0.149653,6.117695,0.149653,170.78065023549829,17.210095000000003,468.92275882,17.210095000000003,2.241137263707274,54,24,0,-0.024763557994607714,17,
16:23:29.244,16.317923451379766,9.964103626389047,14.379526112367483,9.964103626389047,16.314868157837026,21.391679196592836,-0.77325,29.675721077353014,0.5728588685574864,24.23821365983334,1.496454,87.97485099999999,1.496454,80,937,0.9,1,1.4850491324825938,0.149653,6.117695,0.149653,170.78065023549829,17.210095000000003,468.92275882,17.210095000000003,2.241137263707274,54,24,0,-0.031161913695575895,17,
16:23:29.460,16.317923451379766,9.964103626389047,14.379526112367483,9.964103626389047,16.314868157837026,21.391679196592836,-0.7632500000000001,29.675721077353014,0.5728588685574864,24.23821365983334,1.496454,87.97485099999999,1.496454,80,937,0.9,1,1.4850491324825938,0.149653,6.117695,0.149653,170.78065023549829,17.210095000000003,468.92275882,17.210095000000003,2.241137263707274,54,25,0,-0.031161913695575895,17,
16:23:29.927,16.317923451379766,9.964103626389047,14.379526112367483,9.964103626389047,16.314868157837026,21.391679196592836,-0.7632500000000001,29.675721077353014,0.5728588685574864,24.23821365983334,1.496454,87.97485099999999,1.496454,80,937,0.9,1,1.4850491324825938,0.149653,6.117695,0.149653,170.78065023549829,17.210095000000003,468.92275882,17.210095000000003,2.241137263707274,54,25,0,-0.031161913695575895,17,
16:23:30.166,16.31962010383338,9.988146012294507,14.379992203162375,9.988146012294507,16.315396015173302,21.391679196592836,-0.7632500000000001,29.675721077353014,0.5247639937870962,24.23821365983334,1.496454,87.97485099999999,1.496454,80,824,0.8,1,1.4852192333901164,0.149823,6.117865,0.149823,170.80021183986338,17.229645,468.94230882,17.229645,2.052980595534056,54,25,0,-0.031161913695575895,17,
16:23:30.385,16.31962010383338,9.988146012294507,14.379992203162375,9.988146012294507,16.315396015173302,21.38989189463328,-0.7632500000000001,28.584278223337293,0.5247639937870962,24.24296757483334,1.501208,87.97960499999999,1.501208,80,824,0.8,1,1.4852192333901164,0.149823,6.117865,0.149823,170.80021183986338,17.229645,468.94230882,17.229645,2.052980595534056,54,25,0,-0.03734055094815545,15,
16:23:30.580,16.31962010383338,9.988146012294507,14.379992203162375,9.988146012294507,16.315396015173302,21.38989189463328,-0.70325,28.584278223337293,0.5247639937870962,24.24296757483334,1.501208,87.97960499999999,1.501208,80,824,0.8,1,1.4852192333901164,0.149823,6.117865,0.149823,170.80021183986338,17.229645,468.94230882,17.229645,2.052980595534056,54,31,0,-0.03734055094815545,15,
16:23:31.055,16.31962010383338,9.988146012294507,14.379992203162375,9.988146012294507,16.315396015173302,21.38989189463328,-0.70325,28.584278223337293,0.5247639937870962,24.24296757483334,1.501208,87.97960499999999,1.501208,80,824,0.8,1,1.4852192333901164,0.149823,6.117865,0.149823,170.80021183986338,17.229645,468.94230882,17.229645,2.052980595534056,54,31,0,-0.03734055094815545,15,
16:23:31.279,16.320523736145752,10.005918737336037,14.380278009059708,10.005918737336037,16.31607990159141,21.38989189463328,-0.70325,28.584278223337293,0.6767672341233877,24.24296757483334,1.501208,87.97960499999999,1.501208,80,857,0.9,1,1.48542828445765,0.150032,6.118074000000001,0.150032,170.82425271262977,17.25368,468.96634381999996,17.25368,2.64764735347346,54,31,0,-0.03734055094815545,15,
16:23:31.518,16.320523736145752,10.005918737336037,14.380278009059708,10.005918737336037,16.31607990159141,21.387278059022243,-0.70325,17.73135488088977,0.6767672341233877,24.24675458983334,1.504995,87.98339199999998,1.504995,80,857,0.9,1,1.48542828445765,0.150032,6.118074000000001,0.150032,170.82425271262977,17.25368,468.96634381999996,17.25368,2.64764735347346,54,31,0,-0.0497211279056302,12,
16:23:31.737,16.320523736145752,10.005918737336037,14.380278009059708,10.005918737336037,16.31607990159141,21.387278059022243,-0.70325,17.73135488088977,0.6767672341233877,24.24675458983334,1.504995,87.98339199999998,1.504995,80,857,0.9,1,1.48542828445765,0.150032,6.118074000000001,0.150032,170.82425271262977,17.25368,468.96634381999996,17.25368,2.64764735347346,54,31,0,-0.0497211279056302,12,
16:23:32.189,16.320523736145752,10.005918737336037,14.380278009059708,10.005918737336037,16.31607990159141,21.387278059022243,-0.70325,17.73135488088977,0.6767672341233877,24.24675458983334,1.504995,87.98339199999998,1.504995,80,857,0.9,1,1.48542828445765,0.150032,6.118074000000001,0.150032,170.82425271262977,17.25368,468.96634381999996,17.25368,2.64764735347346,54,31,0,-0.0497211279056302,12,
16:23:32.419,16.32078131211459,10.017205689525497,14.380405744552835,10.017205689525497,16.31689267306459,21.387278059022243,-0.70325,17.73135488088977,0.6593939795717955,24.24675458983334,1.504995,87.98339199999998,1.504995,80,835,0.8,1,1.4856368776803264,0.150241,6.118283000000001,0.150241,170.84824093323752,17.277715,468.99037882,17.277715,2.5796797434659733,54,31,0,-0.0497211279056302,12,
16:23:32.653,16.32078131211459,10.017205689525497,14.380405744552835,10.017205689525497,16.31689267306459,21.38412492202197,-0.70325,15.165440252417698,0.6593939795717955,24.249894674000007,1.508135,87.98653199999998,1.508135,80,835,0.8,1,1.4856368776803264,0.150241,6.118283000000001,0.150241,170.84824093323752,17.277715,468.99037882,17.277715,2.5796797434659733,54,31,0,-0.043753668199012476,10,
16:23:32.895,16.32078131211459,10.017205689525497,14.380405744552835,10.017205689525497,16.31689267306459,21.38412492202197,-0.70325,15.165440252417698,0.6593939795717955,24.249894674000007,1.508135,87.98653199999998,1.508135,80,835,0.8,1,1.4856368776803264,0.150241,6.118283000000001,0.150241,170.84824093323752,17.277715,468.99037882,17.277715,2.5796797434659733,54,31,0,-0.043753668199012476,10,
16:23:33.344,16.32078131211459,10.017205689525497,14.380405744552835,10.017205689525497,16.31689267306459,21.38412492202197,-0.70325,15.165440252417698,0.6593939795717955,24.249894674000007,1.508135,87.98653199999998,1.508135,80,835,0.8,1,1.4856368776803264,0.150241,6.118283000000001,0.150241,170.84824093323752,17.277715,468.99037882,17.277715,2.5796797434659733,54,31,0,-0.043753668199012476,10,
16:23:33.576,16.32054934740327,10.023827722574856,14.38041597470751,10.023827722574856,16.31761779833772,21.38412492202197,-0.70325,15.165440252417698,0.6641321399040478,24.249894674000007,1.508135,87.98653199999998,1.508135,80,841,0.8,1,1.4858503937466025,0.150455,6.1184970000000005,0.150455,170.8727952808593,17.302325,469.01498882,17.302325,2.5982163643771057,54,31,0,-0.043753668199012476,10,
16:23:33.816,16.32054934740327,10.023827722574856,14.38041597470751,10.023827722574856,16.31761779833772,21.380023247455178,-0.70325,10.540071138570921,0.6641321399040478,24.252158890888897,1.510399,87.988796,1.510399,80,841,0.8,1,1.4858503937466025,0.150455,6.1184970000000005,0.150455,170.8727952808593,17.302325,469.01498882,17.302325,2.5982163643771057,54,31,0,-0.061963218082117424,7,
16:23:34.035,16.32054934740327,10.023827722574856,14.38041597470751,10.023827722574856,16.31761779833772,21.380023247455178,-0.70325,10.540071138570921,0.6641321399040478,24.252158890888897,1.510399,87.988796,1.510399,80,841,0.8,1,1.4858503937466025,0.150455,6.1184970000000005,0.150455,170.8727952808593,17.302325,469.01498882,17.302325,2.5982163643771057,54,31,0,-0.061963218082117424,7,
16:23:34.497,16.32054934740327,10.023827722574856,14.38041597470751,10.023827722574856,16.31761779833772,21.380023247455178,-0.70325,10.540071138570921,0.6641321399040478,24.252158890888897,1.510399,87.988796,1.510399,80,841,0.8,1,1.4858503937466025,0.150455,6.1184970000000005,0.150455,170.8727952808593,17.302325,469.01498882,17.302325,2.5982163643771057,54,31,0,-0.061963218082117424,7,
16:23:34.721,16.31973057138894,10.024683409881328,14.38028538695248,10.024683409881328,16.318249475727324,21.380023247455178,-0.70325,10.540071138570921,0.6712393804024265,24.252158890888897,1.510399,87.988796,1.510399,80,850,0.8,1,1.4860636813089765,0.150668,6.11871,0.150668,170.8973233505323,17.326819999999998,469.03948382,17.326819999999998,2.6260212957438047,54,31,0,-0.061963218082117424,7,
16:23:34.951,16.31973057138894,10.024683409881328,14.38028538695248,10.024683409881328,16.318249475727324,21.376022918845308,-0.70325,10.428470385338994,0.6712393804024265,24.254368407055562,1.512609,87.99100599999998,1.512609,80,850,0.8,1,1.4860636813089765,0.150668,6.11871,0.150668,170.8973233505323,17.326819999999998,469.03948382,17.326819999999998,2.6260212957438047,54,31,0,-0.04962914909767255,7,
16:23:35.185,16.31973057138894,10.024683409881328,14.38028538695248,10.024683409881328,16.318249475727324,21.376022918845308,-0.70325,10.428470385338994,0.6712393804024265,24.254368407055562,1.512609,87.99100599999998,1.512609,80,850,0.8,1,1.4860636813089765,0.150668,6.11871,0.150668,170.8973233505323,17.326819999999998,469.03948382,17.326819999999998,2.6260212957438047,54,31,0,-0.04962914909767255,7,
16:23:35.645,16.31973057138894,10.024683409881328,14.38028538695248,10.024683409881328,16.318249475727324,21.376022918845308,-0.70325,10.428470385338994,0.6712393804024265,24.254368407055562,1.512609,87.99100599999998,1.512609,80,850,0.8,1,1.4860636813089765,0.150668,6.11871,0.150668,170.8973233505323,17.326819999999998,469.03948382,17.326819999999998,2.6260212957438047,54,31,0,-0.04962914909767255,7,
16:23:35.870,16.31888183440552,10.02517878327954,14.380145983206516,10.02517878327954,16.318745377134487,21.376022918845308,-0.70325,10.428470385338994,0.6657115266814653,24.254368407055562,1.512609,87.99100599999998,1.512609,80,843,0.8,1,1.4862763670436936,0.150881,6.118923000000001,0.150881,170.92178221002476,17.351315,469.06397882,17.351315,2.6043952380141504,54,31,0,-0.04962914909767255,7,
16:23:36.077,16.31888183440552,10.02517878327954,14.380145983206516,10.02517878327954,16.318745377134487,21.371785452309908,-0.70325,9.012912890226888,0.6657115266814653,24.256245113222228,1.514486,87.99288299999999,1.514486,80,843,0.8,1,1.4862763670436936,0.150881,6.118923000000001,0.150881,170.92178221002476,17.351315,469.06397882,17.351315,2.6043952380141504,54,31,0,-0.03727363336964825,6,
16:23:36.313,16.31888183440552,10.02517878327954,14.380145983206516,10.02517878327954,16.318745377134487,21.371785452309908,-0.70325,9.012912890226888,0.6657115266814653,24.256245113222228,1.514486,87.99288299999999,1.514486,80,843,0.8,1,1.4862763670436936,0.150881,6.118923000000001,0.150881,170.92178221002476,17.351315,469.06397882,17.351315,2.6043952380141504,54,31,0,-0.03727363336964825,6,
16:23:36.775,16.31888183440552,10.02517878327954,14.380145983206516,10.02517878327954,16.318745377134487,21.371785452309908,-0.70325,9.012912890226888,0.6657115266814653,24.256245113222228,1.514486,87.99288299999999,1.514486,80,843,0.8,1,1.4862763670436936,0.150881,6.118923000000001,0.150881,170.92178221002476,17.351315,469.06397882,17.351315,2.6043952380141504,54,31,0,-0.03727363336964825,6,
16:23:37.009,16.31782704865671,10.023601514309162,14.379956869713915,10.023601514309162,16.319112736512768,21.371785452309908,-0.70325,9.012912890226888,0.6672909134588829,24.256245113222228,1.514486,87.99288299999999,1.514486,80,845,0.8,1,1.4864874496398717,0.151092,6.119134000000001,0.151092,170.94605670858525,17.37558,469.08824382,17.37558,2.6105741116511942,54,31,0,-0.03727363336964825,6,
16:23:37.248,16.31782704865671,10.023601514309162,14.379956869713915,10.023601514309162,16.319112736512768,21.366529944596778,-0.70325,4.495790276012583,0.6672909134588829,24.25721941072223,1.51546,87.99385699999999,1.51546,80,845,0.8,1,1.4864874496398717,0.151092,6.119134000000001,0.151092,170.94605670858525,17.37558,469.08824382,17.37558,2.6105741116511942,54,31,0,-0.04315686777896818,3,
16:23:37.465,16.31782704865671,10.023601514309162,14.379956869713915,10.023601514309162,16.319112736512768,21.366529944596778,-0.70325,4.495790276012583,0.6672909134588829,24.25721941072223,1.51546,87.99385699999999,1.51546,80,845,0.8,1,1.4864874496398717,0.151092,6.119134000000001,0.151092,170.94605670858525,17.37558,469.08824382,17.37558,2.6105741116511942,54,31,0,-0.04315686777896818,3,
16:23:37.946,16.31782704865671,10.023601514309162,14.379956869713915,10.023601514309162,16.319112736512768,21.366529944596778,-0.70325,4.495790276012583,0.6672909134588829,24.25721941072223,1.51546,87.99385699999999,1.51546,80,845,0.8,1,1.4864874496398717,0.151092,6.119134000000001,0.151092,170.94605670858525,17.37558,469.08824382,17.37558,2.6105741116511942,54,31,0,-0.04315686777896818,3,
16:23:38.160,16.316168093444617,10.01606048789515,14.379620204449983,10.01606048789515,16.319111590877625,21.366529944596778,-0.70325,4.495790276012583,0.6601836729605041,24.25721941072223,1.51546,87.99385699999999,1.51546,80,836,0.8,1,1.4866983026773366,0.151303,6.119345000000001,0.151303,170.9703048078937,17.399845,469.11250882,17.399845,2.5827691802844948,54,31,0,-0.04315686777896818,3,
16:23:38.391,16.316168093444617,10.01606048789515,14.379620204449983,10.01606048789515,16.319111590877625,21.360579952187123,-0.70325,4.495790276012583,0.6601836729605041,24.25721941072223,1.51546,87.99385699999999,1.51546,80,836,0.8,1,1.4866983026773366,0.151303,6.119345000000001,0.151303,170.9703048078937,17.399845,469.11250882,17.399845,2.5827691802844948,54,31,0,-0.043340102651400744,0,
16:23:38.629,16.316168093444617,10.01606048789515,14.379620204449983,10.01606048789515,16.319111590877625,21.360579952187123,-0.70325,4.495790276012583,0.6601836729605041,24.25721941072223,1.51546,87.99385699999999,1.51546,80,836,0.8,1,1.4866983026773366,0.151303,6.119345000000001,0.151303,170.9703048078937,17.399845,469.11250882,17.399845,2.5827691802844948,54,31,0,-0.043340102651400744,0,
16:23:39.091,16.316168093444617,10.01606048789515,14.379620204449983,10.01606048789515,16.319111590877625,21.360579952187123,-0.70325,4.495790276012583,0.6601836729605041,24.25721941072223,1.51546,87.99385699999999,1.51546,80,836,0.8,1,1.4866983026773366,0.151303,6.119345000000001,0.151303,170.9703048078937,17.399845,469.11250882,17.399845,2.5827691802844948,54,31,0,-0.043340102651400744,0,
16:23:39.320,16.31396082452021,10.002772204034217,14.37914789757279,10.002772204034217,16.318671139811507,21.360579952187123,-0.70325,4.495790276012583,0.6238577770799023,24.25721941072223,1.51546,87.99385699999999,1.51546,80,790,0.8,1,1.4868994520486494,0.151504,6.119546000000001,0.151504,170.99343698559468,17.42296,469.13562382,17.42296,2.4406550866324777,54,31,0,-0.043340102651400744,0,
16:23:39.633,16.31396082452021,10.002772204034217,14.37914789757279,10.002772204034217,16.318671139811507,21.354069972866387,-0.70325,4.495790276012583,0.6238577770799023,24.25721941072223,1.51546,87.99385699999999,1.51546,80,790,0.8,1,1.4868994520486494,0.151504,6.119546000000001,0.151504,170.99343698559468,17.42296,469.13562382,17.42296,2.4406550866324777,54,31,0,-0.04235291485171003,0,
16:23:39.952,16.31396082452021,10.002772204034217,14.37914789757279,10.002772204034217,16.318671139811507,21.354069972866387,-0.43325,4.495790276012583,0.6238577770799023,24.25721941072223,1.51546,87.99385699999999,1.51546,80,790,0.8,1,1.4868994520486494,0.151504,6.119546000000001,0.151504,170.99343698559468,17.42296,469.13562382,17.42296,2.4406550866324777,54,58,0,-0.04235291485171003,0,
16:23:40.382,16.31396082452021,10.002772204034217,14.37914789757279,10.002772204034217,16.318671139811507,21.354069972866387,-0.43325,4.495790276012583,0.6238577770799023,24.25721941072223,1.51546,87.99385699999999,1.51546,80,790,0.8,1,1.4868994520486494,0.151504,6.119546000000001,0.151504,170.99343698559468,17.42296,469.13562382,17.42296,2.4406550866324777,54,58,0,-0.04235291485171003,0,
16:23:40.603,16.309240335609285,9.974462595600722,14.378137594003634,9.974462595600722,16.317517314022027,21.354069972866387,-0.43325,4.495790276012583,1.207110029592007,24.25721941072223,1.51546,87.99385699999999,1.51546,80,817,0.8,1,1.4873298149736305,0.151934,6.119976,0.151934,171.0429287219675,17.47241,469.18507382,17.47241,4.722453325241591,54,58,0,-0.04235291485171003,0,
16:23:40.843,16.309240335609285,9.974462595600722,14.378137594003634,9.974462595600722,16.317517314022027,21.347751716961344,-0.43325,4.495790276012583,1.207110029592007,24.25721941072223,1.51546,87.99385699999999,1.51546,80,817,0.8,1,1.4873298149736305,0.151934,6.119976,0.151934,171.0429287219675,17.47241,469.18507382,17.47241,4.722453325241591,54,58,0,-0.035665565139645417,0,
16:23:41.083,16.309240335609285,9.974462595600722,14.378137594003634,9.974462595600722,16.317517314022027,21.347751716961344,-0.59325,4.495790276012583,1.207110029592007,24.25721941072223,1.51546,87.99385699999999,1.51546,80,817,0.8,1,1.4873298149736305,0.151934,6.119976,0.151934,171.0429287219675,17.47241,469.18507382,17.47241,4.722453325241591,54,42,0,-0.035665565139645417,0,
16:23:41.537,16.309240335609285,9.974462595600722,14.378137594003634,9.974462595600722,16.317517314022027,21.347751716961344,-0.59325,4.495790276012583,1.207110029592007,24.25721941072223,1.51546,87.99385699999999,1.51546,80,817,0.8,1,1.4873298149736305,0.151934,6.119976,0.151934,171.0429287219675,17.47241,469.18507382,17.47241,4.722453325241591,54,42,0,-0.035665565139645417,0,
16:23:41.761,16.30610519043237,9.955721981342794,14.377465703265642,9.955721981342794,16.315914584917678,21.347751716961344,-0.59325,4.495790276012583,0.8890928597649143,24.25721941072223,1.51546,87.99385699999999,1.51546,80,831,0.8,1,1.4876157811710418,0.15222,6.120262,0.15222,171.0758148346698,17.5053,469.21796381999997,17.5053,3.4783072206470695,54,42,0,-0.035665565139645417,0,
