time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average fuel consumption 10 sec (km/L)","Average speed (km/h)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
08:35:43.553,,,14.72970369161274,15.12450559745045,,0,-0.68325,,,1.1731960543526747,0,0,141.225674,54.747277000000004,,1207,1.2,1,0.0011742545386065725,0.001174,9.587815,3.619773,0.13503927193975584,0.13501,867.98655882,416.27389500000004,4.589775142462116,30,33,0,,0,
08:35:43.848,,,14.72970369161274,15.12450559745045,,0,-0.68325,,,1.1731960543526747,0,0,141.225674,54.747277000000004,,1207,1.2,1,0.0011742545386065725,0.001174,9.587815,3.619773,0.13503927193975584,0.13501,867.98655882,416.27389500000004,4.589775142462116,30,33,0,,0,
08:35:44.178,,,14.72970369161274,15.12450559745045,,0,-0.67325,,,1.1731960543526747,0,0,141.225674,54.747277000000004,,1207,1.2,1,0.0011742545386065725,0.001174,9.587815,3.619773,0.13503927193975584,0.13501,867.98655882,416.27389500000004,4.589775142462116,30,34,0,,0,
08:35:44.666,,,14.72970369161274,15.12450559745045,,0,-0.67325,,,1.1731960543526747,0,0,141.225674,54.747277000000004,,1207,1.2,1,0.0011742545386065725,0.001174,9.587815,3.619773,0.13503927193975584,0.13501,867.98655882,416.27389500000004,4.589775142462116,30,34,0,,0,
08:35:44.933,,,14.72900624711301,15.122608886127857,,0,-0.67325,,,1.183711255864158,0,0,141.225674,54.747277000000004,,1182,1.2,1,0.0016280639514320214,0.001628,9.588269,3.6202270000000003,0.18722735441468247,0.18722000000000003,868.0387688200001,416.32610500000004,4.630912691754349,30,34,0,,0,
08:35:45.250,,,14.72900624711301,15.122608886127857,,0,-0.67325,,,1.183711255864158,0,0,141.225674,54.747277000000004,,1182,1.2,1,0.0016280639514320214,0.001628,9.588269,3.6202270000000003,0.18722735441468247,0.18722000000000003,868.0387688200001,416.32610500000004,4.630912691754349,30,34,0,,0,
08:35:45.629,,,14.72900624711301,15.122608886127857,,0,-0.67325,,,1.183711255864158,0,0,141.225674,54.747277000000004,,1182,1.2,1,0.0016280639514320214,0.001628,9.588269,3.6202270000000003,0.18722735441468247,0.18722000000000003,868.0387688200001,416.32610500000004,4.630912691754349,30,34,0,,0,
08:35:46.152,,,14.72900624711301,15.122608886127857,,0,-0.67325,6.2745098039215685,,1.183711255864158,0,0,141.225674,54.747277000000004,,1182,1.2,1,0.0016280639514320214,0.001628,9.588269,3.6202270000000003,0.18722735441468247,0.18722000000000003,868.0387688200001,416.32610500000004,4.630912691754349,30,34,0,,0,
08:35:46.396,,,14.72900624711301,15.122608886127857,,0,-0.68325,6.2745098039215685,,1.183711255864158,0,0,141.225674,54.747277000000004,,1182,1.2,1,0.0016280639514320214,0.001628,9.588269,3.6202270000000003,0.18722735441468247,0.18722000000000003,868.0387688200001,416.32610500000004,4.630912691754349,30,33,0,,0,
08:35:46.866,,,14.72900624711301,15.122608886127857,,0,-0.68325,6.2745098039215685,,1.183711255864158,0,0,141.225674,54.747277000000004,,1182,1.2,1,0.0016280639514320214,0.001628,9.588269,3.6202270000000003,0.18722735441468247,0.18722000000000003,868.0387688200001,416.32610500000004,4.630912691754349,30,33,0,,0,
08:35:47.169,,,14.727872656678631,15.119526700755188,,0,-0.68325,6.2745098039215685,,1.1838879819399815,0,0,141.225674,54.747277000000004,,1218,1.2,1,0.0023657914152114424,0.002366,9.589007,3.620965,0.27206601274931586,0.27209,868.1236388200001,416.410975,4.6316040791374125,30,33,0,,0,
08:35:47.553,,,14.727872656678631,15.119526700755188,,0,-0.68325,6.2745098039215685,,1.1838879819399815,0,0,141.225674,54.747277000000004,,1218,1.2,1,0.0023657914152114424,0.002366,9.589007,3.620965,0.27206601274931586,0.27209,868.1236388200001,416.410975,4.6316040791374125,30,33,0,0,0,
08:35:47.952,,,14.727872656678631,15.119526700755188,,0,-0.68325,5.882352941176471,,1.1838879819399815,0,0,141.225674,54.747277000000004,,1218,1.2,1,0.0023657914152114424,0.002366,9.589007,3.620965,0.27206601274931586,0.27209,868.1236388200001,416.410975,4.6316040791374125,30,33,0,0,0,
08:35:48.169,,,14.727872656678631,15.119526700755188,,0,-0.66325,5.882352941176471,,1.1838879819399815,0,0,141.225674,54.747277000000004,,1218,1.2,1,0.0023657914152114424,0.002366,9.589007,3.620965,0.27206601274931586,0.27209,868.1236388200001,416.410975,4.6316040791374125,30,35,0,0,0,
08:35:48.639,,,14.727872656678631,15.119526700755188,,0,-0.66325,5.882352941176471,,1.1838879819399815,0,0,141.225674,54.747277000000004,,1218,1.2,1,0.0023657914152114424,0.002366,9.589007,3.620965,0.27206601274931586,0.27209,868.1236388200001,416.410975,4.6316040791374125,30,35,0,0,0,
08:35:48.863,,,14.727050989505026,15.117293110589534,,0,-0.66325,5.882352941176471,,1.1422395367376348,0,0,141.225674,54.747277000000004,,1108,1.1,1,0.002900863658515745,0.002901,9.589542,3.6215,0.3335993207293107,0.333615,868.1851638200001,416.4725,4.468667119195624,30,35,0,0,0,
08:35:49.078,,,14.727050989505026,15.117293110589534,,0,-0.66325,5.882352941176471,,1.1422395367376348,0,0,141.225674,54.747277000000004,,1108,1.1,1,0.002900863658515745,0.002901,9.589542,3.6215,0.3335993207293107,0.333615,868.1851638200001,416.4725,4.468667119195624,30,35,0,0,0,
08:35:49.399,,,14.727050989505026,15.117293110589534,,0,-0.66325,7.0588235294117645,,1.1422395367376348,0,0,141.225674,54.747277000000004,,1108,1.1,1,0.002900863658515745,0.002901,9.589542,3.6215,0.3335993207293107,0.333615,868.1851638200001,416.4725,4.468667119195624,30,35,0,0,0,
08:35:49.617,,,14.727050989505026,15.117293110589534,,0,-0.6232500000000001,7.0588235294117645,,1.1422395367376348,0,0,141.225674,54.747277000000004,,1108,1.1,1,0.002900863658515745,0.002901,9.589542,3.6215,0.3335993207293107,0.333615,868.1851638200001,416.4725,4.468667119195624,30,39,0,0,0,
08:35:50.070,,,14.727050989505026,15.117293110589534,,0,-0.6232500000000001,7.0588235294117645,,1.1422395367376348,0,0,141.225674,54.747277000000004,,1108,1.1,1,0.002900863658515745,0.002901,9.589542,3.6215,0.3335993207293107,0.333615,868.1851638200001,416.4725,4.468667119195624,30,39,0,0,0,
08:35:50.287,,,14.72620945163184,15.115005930346591,,0,-0.6232500000000001,7.0588235294117645,,1.3704223549714267,0,0,141.225674,54.747277000000004,,1193,1.2,1,0.003448961795349309,0.003449,9.59009,3.622048,0.3966306064651705,0.39663499999999996,868.24818382,416.53552,5.361363461960156,30,39,0,0,0,
08:35:50.681,,,14.72620945163184,15.115005930346591,,0,-0.6232500000000001,7.0588235294117645,,1.3704223549714267,0,0,141.225674,54.747277000000004,,1193,1.2,1,0.003448961795349309,0.003449,9.59009,3.622048,0.3966306064651705,0.39663499999999996,868.24818382,416.53552,5.361363461960156,30,39,0,0,0,
08:35:50.982,,,14.72620945163184,15.115005930346591,,0,-0.6232500000000001,6.666666666666667,,1.3704223549714267,0,0,141.225674,54.747277000000004,,1193,1.2,1,0.003448961795349309,0.003449,9.59009,3.622048,0.3966306064651705,0.39663499999999996,868.24818382,416.53552,5.361363461960156,30,39,0,0,0,
08:35:51.186,,,14.72620945163184,15.115005930346591,,0,-0.65325,6.666666666666667,,1.3704223549714267,0,0,141.225674,54.747277000000004,,1193,1.2,1,0.003448961795349309,0.003449,9.59009,3.622048,0.3966306064651705,0.39663499999999996,868.24818382,416.53552,5.361363461960156,30,36,0,0,0,
08:35:51.655,,,14.72620945163184,15.115005930346591,,0,-0.65325,6.666666666666667,,1.3704223549714267,0,0,141.225674,54.747277000000004,,1193,1.2,1,0.003448961795349309,0.003449,9.59009,3.622048,0.3966306064651705,0.39663499999999996,868.24818382,416.53552,5.361363461960156,30,36,0,0,0,
08:35:51.884,,,14.725389505416958,15.112777847402766,,0,-0.65325,6.666666666666667,,1.2162288538156372,0,0,141.225674,54.747277000000004,,1147,1.1,1,0.003983033696138764,0.003983,9.590624,3.622582,0.45804887505595787,0.45804500000000004,868.30959382,416.59693000000004,4.758127970237898,30,36,0,0,0,
08:35:52.206,,,14.725389505416958,15.112777847402766,,0,-0.65325,6.666666666666667,,1.2162288538156372,0,0,141.225674,54.747277000000004,,1147,1.1,1,0.003983033696138764,0.003983,9.590624,3.622582,0.45804887505595787,0.45804500000000004,868.30959382,416.59693000000004,4.758127970237898,30,36,0,0,0,
08:35:52.579,,,14.725389505416958,15.112777847402766,,0,-0.65325,6.666666666666667,,1.2162288538156372,0,0,141.225674,54.747277000000004,,1147,1.1,1,0.003983033696138764,0.003983,9.590624,3.622582,0.45804887505595787,0.45804500000000004,868.30959382,416.59693000000004,4.758127970237898,30,36,0,0,0,
08:35:52.789,,,14.725389505416958,15.112777847402766,,0,-0.64325,6.666666666666667,,1.2162288538156372,0,0,141.225674,54.747277000000004,,1147,1.1,1,0.003983033696138764,0.003983,9.590624,3.622582,0.45804887505595787,0.45804500000000004,868.30959382,416.59693000000004,4.758127970237898,30,37,0,0,0,
08:35:53.240,,,14.725389505416958,15.112777847402766,,0,-0.64325,6.666666666666667,,1.2162288538156372,0,0,141.225674,54.747277000000004,,1147,1.1,1,0.003983033696138764,0.003983,9.590624,3.622582,0.45804887505595787,0.45804500000000004,868.30959382,416.59693000000004,4.758127970237898,30,37,0,0,0,
08:35:53.472,,,14.724548157409751,15.110492033131573,,0,-0.64325,6.666666666666667,,1.2249473402229176,0,0,141.225674,54.747277000000004,,1124,1.1,1,0.004531008784840236,0.004531,9.591172,3.62313,0.5210660102566271,0.521065,868.3726138200001,416.65995000000004,4.792236414468994,30,37,0,0,0,
08:35:53.865,,,14.724548157409751,15.110492033131573,,0,-0.64325,6.666666666666667,,1.2249473402229176,0,0,141.225674,54.747277000000004,,1124,1.1,1,0.004531008784840236,0.004531,9.591172,3.62313,0.5210660102566271,0.521065,868.3726138200001,416.65995000000004,4.792236414468994,30,37,0,0,0,
08:35:54.161,,,14.724548157409751,15.110492033131573,,0,-0.64325,6.666666666666667,,1.2249473402229176,0,0,141.225674,54.747277000000004,,1124,1.1,1,0.004531008784840236,0.004531,9.591172,3.62313,0.5210660102566271,0.521065,868.3726138200001,416.65995000000004,4.792236414468994,30,37,0,0,0,
08:35:54.388,,,14.724548157409751,15.110492033131573,,0,-0.6332500000000001,6.666666666666667,,1.2249473402229176,0,0,141.225674,54.747277000000004,,1124,1.1,1,0.004531008784840236,0.004531,9.591172,3.62313,0.5210660102566271,0.521065,868.3726138200001,416.65995000000004,4.792236414468994,30,38,0,0,0,
08:35:54.855,,,14.724548157409751,15.110492033131573,,0,-0.6332500000000001,6.666666666666667,,1.2249473402229176,0,0,141.225674,54.747277000000004,,1124,1.1,1,0.004531008784840236,0.004531,9.591172,3.62313,0.5210660102566271,0.521065,868.3726138200001,416.65995000000004,4.792236414468994,30,38,0,0,0,
08:35:55.088,,,14.723666994517995,15.108098509149755,,0,-0.6332500000000001,6.666666666666667,,1.2893934492064645,0,0,141.225674,54.747277000000004,,1152,1.2,1,0.005104833246361656,0.005105,9.591746,3.623704,0.5870558233315905,0.587075,868.4386238200001,416.72596000000004,5.04436234682588,30,38,0,0,0,
08:35:55.399,,,14.723666994517995,15.108098509149755,,0,-0.6332500000000001,6.666666666666667,,1.2893934492064645,0,0,141.225674,54.747277000000004,,1152,1.2,1,0.005104833246361656,0.005105,9.591746,3.623704,0.5870558233315905,0.587075,868.4386238200001,416.72596000000004,5.04436234682588,30,38,0,0,0,
08:35:55.693,,,14.723666994517995,15.108098509149755,,0,-0.6332500000000001,7.8431372549019605,,1.2893934492064645,0,0,141.225674,54.747277000000004,,1152,1.2,1,0.005104833246361656,0.005105,9.591746,3.623704,0.5870558233315905,0.587075,868.4386238200001,416.72596000000004,5.04436234682588,30,38,0,0,0,
08:35:55.916,,,14.723666994517995,15.108098509149755,,0,-0.59325,7.8431372549019605,,1.2893934492064645,0,0,141.225674,54.747277000000004,,1152,1.2,1,0.005104833246361656,0.005105,9.591746,3.623704,0.5870558233315905,0.587075,868.4386238200001,416.72596000000004,5.04436234682588,30,42,0,0,0,
08:35:56.371,,,14.723666994517995,15.108098509149755,,0,-0.59325,7.8431372549019605,,1.2893934492064645,0,0,141.225674,54.747277000000004,,1152,1.2,1,0.005104833246361656,0.005105,9.591746,3.623704,0.5870558233315905,0.587075,868.4386238200001,416.72596000000004,5.04436234682588,30,42,0,0,0,
08:35:56.620,,,14.72279821590457,15.105739086767818,,0,-0.59325,7.8431372549019605,,1.3261524729777017,0,0,141.225674,54.747277000000004,,1072,1.1,1,0.005671071397994142,0.005671,9.592312,3.62427,0.6521732107693263,0.652165,868.50371382,416.79105000000004,5.188170922502936,30,42,0,0,0,
08:35:57.001,,,14.72279821590457,15.105739086767818,,0,-0.59325,7.8431372549019605,,1.3261524729777017,0,0,141.225674,54.747277000000004,,1072,1.1,1,0.005671071397994142,0.005671,9.592312,3.62427,0.6521732107693263,0.652165,868.50371382,416.79105000000004,5.188170922502936,30,42,0,0,0,
08:35:57.293,,,14.72279821590457,15.105739086767818,,0,-0.59325,7.8431372549019605,,1.3261524729777017,0,0,141.225674,54.747277000000004,,1072,1.1,1,0.005671071397994142,0.005671,9.592312,3.62427,0.6521732107693263,0.652165,868.50371382,416.79105000000004,5.188170922502936,30,42,0,0,0,
08:35:57.529,,,14.72279821590457,15.105739086767818,,0,-0.6032500000000001,7.8431372549019605,,1.3261524729777017,0,0,141.225674,54.747277000000004,,1072,1.1,1,0.005671071397994142,0.005671,9.592312,3.62427,0.6521732107693263,0.652165,868.50371382,416.79105000000004,5.188170922502936,30,41,0,0,0,
08:35:57.986,,,14.72279821590457,15.105739086767818,,0,-0.6032500000000001,7.8431372549019605,,1.3261524729777017,0,0,141.225674,54.747277000000004,,1072,1.1,1,0.005671071397994142,0.005671,9.592312,3.62427,0.6521732107693263,0.652165,868.50371382,416.79105000000004,5.188170922502936,30,41,0,0,0,
08:35:58.210,,,14.721809836300716,15.103055410418014,,0,-0.6032500000000001,7.8431372549019605,,1.4696835008921547,0,0,141.225674,54.747277000000004,,1217,1.2,1,0.0063148492317260645,0.006315,9.592956000000001,3.624914,0.7262076616484974,0.726225,868.5777738200001,416.86511,5.749692708780404,30,41,0,0,0,
08:35:58.440,,,14.721809836300716,15.103055410418014,,0,-0.6032500000000001,7.8431372549019605,,1.4696835008921547,0,0,141.225674,54.747277000000004,,1217,1.2,1,0.0063148492317260645,0.006315,9.592956000000001,3.624914,0.7262076616484974,0.726225,868.5777738200001,416.86511,5.749692708780404,30,41,0,0,0,
08:35:58.736,,,14.721809836300716,15.103055410418014,,0,-0.6032500000000001,7.8431372549019605,,1.4696835008921547,0,0,141.225674,54.747277000000004,,1217,1.2,1,0.0063148492317260645,0.006315,9.592956000000001,3.624914,0.7262076616484974,0.726225,868.5777738200001,416.86511,5.749692708780404,30,41,0,0,0,
08:35:58.987,,,14.721809836300716,15.103055410418014,,0,-0.6332500000000001,7.8431372549019605,,1.4696835008921547,0,0,141.225674,54.747277000000004,,1217,1.2,1,0.0063148492317260645,0.006315,9.592956000000001,3.624914,0.7262076616484974,0.726225,868.5777738200001,416.86511,5.749692708780404,30,38,0,0,0,
08:35:59.415,,,14.721809836300716,15.103055410418014,,0,-0.6332500000000001,7.8431372549019605,,1.4696835008921547,0,0,141.225674,54.747277000000004,,1217,1.2,1,0.0063148492317260645,0.006315,9.592956000000001,3.624914,0.7262076616484974,0.726225,868.5777738200001,416.86511,5.749692708780404,30,38,0,0,0,
08:35:59.665,,,14.721053293763276,15.101001625472671,,0,-0.6332500000000001,7.8431372549019605,,1.2054485631904186,0,0,141.225674,54.747277000000004,,1077,1.1,1,0.006807456121920652,0.006808,9.593449,3.625407,0.782857454020875,0.78292,868.63446882,416.921805,4.715953339871071,30,38,0,0,0,
08:35:59.980,,,14.721053293763276,15.101001625472671,,0,-0.6332500000000001,7.8431372549019605,,1.2054485631904186,0,0,141.225674,54.747277000000004,,1077,1.1,1,0.006807456121920652,0.006808,9.593449,3.625407,0.782857454020875,0.78292,868.63446882,416.921805,4.715953339871071,30,38,0,0,0,
08:36:00.351,,,14.721053293763276,15.101001625472671,,0,-0.6332500000000001,8.235294117647058,,1.2054485631904186,0,0,141.225674,54.747277000000004,,1077,1.1,1,0.006807456121920652,0.006808,9.593449,3.625407,0.782857454020875,0.78292,868.63446882,416.921805,4.715953339871071,30,38,0,0,0,
08:36:00.585,,,14.721053293763276,15.101001625472671,,0,-0.59325,8.235294117647058,,1.2054485631904186,0,0,141.225674,54.747277000000004,,1077,1.1,1,0.006807456121920652,0.006808,9.593449,3.625407,0.782857454020875,0.78292,868.63446882,416.921805,4.715953339871071,30,42,0,0,0,
08:36:01.038,,,14.721053293763276,15.101001625472671,,0,-0.59325,8.235294117647058,,1.2054485631904186,0,0,141.225674,54.747277000000004,,1077,1.1,1,0.006807456121920652,0.006808,9.593449,3.625407,0.782857454020875,0.78292,868.63446882,416.921805,4.715953339871071,30,42,0,0,0,
08:36:01.263,,,14.720075888417092,15.098348778999922,,0,-0.59325,8.235294117647058,,1.4486236435232172,0,0,141.225674,54.747277000000004,,1171,1.2,1,0.00744421172228362,0.007445,9.594086,3.6260440000000003,0.8560843480626164,0.856175,868.7077238200001,416.99506,5.667302378965425,30,42,0,0,0,
08:36:01.505,,,14.720075888417092,15.098348778999922,,0,-0.59325,8.235294117647058,,1.4486236435232172,0,0,141.225674,54.747277000000004,,1171,1.2,1,0.00744421172228362,0.007445,9.594086,3.6260440000000003,0.8560843480626164,0.856175,868.7077238200001,416.99506,5.667302378965425,30,42,0,0,0,
08:36:01.822,,,14.720075888417092,15.098348778999922,,0,-0.59325,7.8431372549019605,,1.4486236435232172,0,0,141.225674,54.747277000000004,,1171,1.2,1,0.00744421172228362,0.007445,9.594086,3.6260440000000003,0.8560843480626164,0.856175,868.7077238200001,416.99506,5.667302378965425,30,42,0,0,0,
08:36:02.055,,,14.720075888417092,15.098348778999922,,0,-0.55325,7.8431372549019605,,1.4486236435232172,0,0,141.225674,54.747277000000004,,1171,1.2,1,0.00744421172228362,0.007445,9.594086,3.6260440000000003,0.8560843480626164,0.856175,868.7077238200001,416.99506,5.667302378965425,30,46,0,0,0,
08:36:02.490,,,14.720075888417092,15.098348778999922,,0,-0.55325,7.8431372549019605,,1.4486236435232172,0,0,141.225674,54.747277000000004,,1171,1.2,1,0.00744421172228362,0.007445,9.594086,3.6260440000000003,0.8560843480626164,0.856175,868.7077238200001,416.99506,5.667302378965425,30,46,0,0,0,
08:36:02.724,,,14.719140033201674,15.09580925006907,,0,-0.55325,7.8431372549019605,,1.4876801062801555,0,0,141.225674,54.747277000000004,,1098,1.1,1,0.008054634020052307,0.008055,9.594696,3.6266540000000003,0.9262829123060152,0.926325,868.7778738200001,417.06521000000004,5.820098990622292,30,46,0,0,0,
08:36:03.015,,,14.719140033201674,15.09580925006907,,0,-0.55325,7.8431372549019605,,1.4876801062801555,0,0,141.225674,54.747277000000004,,1098,1.1,1,0.008054634020052307,0.008055,9.594696,3.6266540000000003,0.9262829123060152,0.926325,868.7778738200001,417.06521000000004,5.820098990622292,30,46,0,0,0,
08:36:03.339,,,14.719140033201674,15.09580925006907,,0,-0.55325,9.019607843137255,,1.4876801062801555,0,0,141.225674,54.747277000000004,,1098,1.1,1,0.008054634020052307,0.008055,9.594696,3.6266540000000003,0.9262829123060152,0.926325,868.7778738200001,417.06521000000004,5.820098990622292,30,46,0,0,0,
08:36:03.567,,,14.719140033201674,15.09580925006907,,0,-0.53325,9.019607843137255,,1.4876801062801555,0,0,141.225674,54.747277000000004,,1098,1.1,1,0.008054634020052307,0.008055,9.594696,3.6266540000000003,0.9262829123060152,0.926325,868.7778738200001,417.06521000000004,5.820098990622292,30,48,0,0,0,
08:36:04.019,,,14.719140033201674,15.09580925006907,,0,-0.53325,9.019607843137255,,1.4876801062801555,0,0,141.225674,54.747277000000004,,1098,1.1,1,0.008054634020052307,0.008055,9.594696,3.6266540000000003,0.9262829123060152,0.926325,868.7778738200001,417.06521000000004,5.820098990622292,30,48,0,0,0,
08:36:04.257,,,14.71800796086972,15.092737978139668,,0,-0.53325,9.019607843137255,,1.7403983947074098,0,0,141.225674,54.747277000000004,,1231,1.2,1,0.0087928421766618,0.008793,9.595434000000001,3.627392,1.011176850316107,1.011195,868.8627438200001,417.15008,6.808782948402038,30,48,0,0,0,
08:36:04.645,,,14.71800796086972,15.092737978139668,,0,-0.53325,9.019607843137255,,1.7403983947074098,0,0,141.225674,54.747277000000004,,1231,1.2,1,0.0087928421766618,0.008793,9.595434000000001,3.627392,1.011176850316107,1.011195,868.8627438200001,417.15008,6.808782948402038,30,48,0,0,0,
08:36:05.173,,,14.71800796086972,15.092737978139668,,0,-0.53325,8.627450980392156,,1.7403983947074098,0,0,141.225674,54.747277000000004,,1231,1.2,1,0.0087928421766618,0.008793,9.595434000000001,3.627392,1.011176850316107,1.011195,868.8627438200001,417.15008,6.808782948402038,30,48,0,0,0,
08:36:05.642,,,14.71800796086972,15.092737978139668,,0,-0.57325,8.627450980392156,,1.7403983947074098,0,0,141.225674,54.747277000000004,,1231,1.2,1,0.0087928421766618,0.008793,9.595434000000001,3.627392,1.011176850316107,1.011195,868.8627438200001,417.15008,6.808782948402038,30,44,0,0,0,
08:36:06.074,,,14.71800796086972,15.092737978139668,,0,-0.57325,8.627450980392156,,1.7403983947074098,0,0,141.225674,54.747277000000004,,1231,1.2,1,0.0087928421766618,0.008793,9.595434000000001,3.627392,1.011176850316107,1.011195,868.8627438200001,417.15008,6.808782948402038,30,44,0,0,0,
08:36:06.282,,,14.71670890004159,15.089214630017482,,0,-0.57325,8.627450980392156,,1.512421756895412,0,0,141.225674,54.747277000000004,,1167,1.2,1,0.009639497976757625,0.00964,9.596281,3.628239,1.1085422673271268,1.1085999999999998,868.9601488200001,417.24748500000004,5.9168932242510826,30,44,0,0,0,
08:36:06.600,,,14.71670890004159,15.089214630017482,,0.22490472837580652,-0.57325,8.627450980392156,1.9835736865873834,1.512421756895412,0.0016286498333333331,0.001629,141.227303,54.748906000000005,,1167,1.2,1,0.009639497976757625,0.00964,9.596281,3.628239,1.1085422673271268,1.1085999999999998,868.9601488200001,417.24748500000004,5.9168932242510826,30,44,0,0.012834903113540757,3,
08:36:06.889,,,14.71670890004159,15.089214630017482,,0.22490472837580652,-0.57325,8.235294117647058,1.9835736865873834,1.512421756895412,0.0016286498333333331,0.001629,141.227303,54.748906000000005,,1167,1.2,1,0.009639497976757625,0.00964,9.596281,3.628239,1.1085422673271268,1.1085999999999998,868.9601488200001,417.24748500000004,5.9168932242510826,30,44,0,0.012834903113540757,3,
08:36:07.122,,,14.71670890004159,15.089214630017482,,0.22490472837580652,-0.59325,8.235294117647058,1.9835736865873834,1.512421756895412,0.0016286498333333331,0.001629,141.227303,54.748906000000005,,1167,1.2,1,0.009639497976757625,0.00964,9.596281,3.628239,1.1085422673271268,1.1085999999999998,868.9601488200001,417.24748500000004,5.9168932242510826,30,42,0,0.012834903113540757,3,
08:36:07.576,,,14.71670890004159,15.089214630017482,,0.22490472837580652,-0.59325,8.235294117647058,1.9835736865873834,1.512421756895412,0.0016286498333333331,0.001629,141.227303,54.748906000000005,,1167,1.2,1,0.009639497976757625,0.00964,9.596281,3.628239,1.1085422673271268,1.1085999999999998,868.9601488200001,417.24748500000004,5.9168932242510826,30,42,0,0.012834903113540757,3,
08:36:07.800,0.15915602351465707,0.1591752980261872,14.715967749918592,15.087193596398622,,0.22490472837580652,-0.59325,8.235294117647058,1.9835736865873834,1.4090370025388077,0.0016286498333333331,0.001629,141.227303,54.748906000000005,,1139,1.1,1,0.010233039236390237,0.010234,9.596875,3.628833,1.176799512184877,1.17691,869.0284588200001,417.31579500000004,5.512431605159367,30,42,0,0.012834903113540757,3,
