time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average fuel consumption 10 sec (km/L)","Average speed (km/h)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Vehicle acceleration (g)","Vehicle speed (km/h)",
19:32:15.441,101605.90478572245,18.62939323575874,16.968626186832907,18.62939323575874,20.977444372968925,0,,1.1192117157717536,0,19.576139,303.780457,19.576139,1151,1.2,,0.0009606294154886327,1.05082,17.902478000000002,1.05082,0.11047238278119276,120.8443,1824.1728038200001,120.8443,4.37857772632549,0,0,
19:32:15.734,101605.90478572245,18.62939323575874,16.968626186832907,18.62939323575874,20.977444372968925,0,,1.1192117157717536,0,19.576139,303.780457,19.576139,1151,1.2,,0.0009606294154886327,1.05082,17.902478000000002,1.05082,0.11047238278119276,120.8443,1824.1728038200001,120.8443,4.37857772632549,0,0,
19:32:16.033,101605.90478572245,18.626238108921235,16.968457473572638,18.626238108921235,20.977444372968925,0,,1.0812888166274457,0,19.576139,303.780457,19.576139,1112,1.1,,0.0011383212410568768,1.050998,17.902656,1.050998,0.13090694272154083,120.86477000000001,1824.19327382,120.86477000000001,4.230215839855729,0,0,
19:32:16.347,101605.90478572245,18.626238108921235,16.968457473572638,18.626238108921235,20.977444372968925,0,,1.0812888166274457,0,19.576139,303.780457,19.576139,1112,1.1,,0.0011383212410568768,1.050998,17.902656,1.050998,0.13090694272154083,120.86477000000001,1824.19327382,120.86477000000001,4.230215839855729,0,0,
19:32:16.570,101605.90478572245,18.623314367039175,16.968301085063636,18.623314367039175,20.977444372968925,0,,1.1065707493903179,0,19.576139,303.780457,19.576139,1138,1.1,,0.001303562407993772,1.051163,17.902821,1.051163,0.14990967691928378,120.883745,1824.2122488200002,120.883745,4.329123764168904,0,0,
19:32:16.886,101605.90478572245,18.623314367039175,16.968301085063636,18.623314367039175,20.977444372968925,0,,1.1065707493903179,0,19.576139,303.780457,19.576139,1138,1.1,,0.001303562407993772,1.051163,17.902821,1.051163,0.14990967691928378,120.883745,1824.2122488200002,120.883745,4.329123764168904,0,0,
19:32:17.207,101605.90478572245,18.61977166782548,16.968111527099257,18.61977166782548,20.977444372968925,0,,1.1318526821531896,0,19.576139,303.780457,19.576139,1164,1.2,,0.0015037588197092653,1.051363,17.903021,1.051363,0.17293226426656552,120.906745,1824.2352488200002,120.906745,4.4280316884820765,0,0,
19:32:17.502,101605.90478572245,18.61977166782548,16.968111527099257,18.61977166782548,20.977444372968925,0,,1.1318526821531896,0,19.576139,303.780457,19.576139,1164,1.2,,0.0015037588197092653,1.051363,17.903021,1.051363,0.17293226426656552,120.906745,1824.2352488200002,120.906745,4.4280316884820765,0,0,
19:32:17.785,101605.90478572245,18.616602094828355,16.967941876312615,18.616602094828355,20.977444372968925,0,,1.1133774235957061,0,19.576139,303.780457,19.576139,1145,1.1,,0.0016825145650011695,1.051542,17.903200000000002,1.051542,0.1934891749751345,120.92733,1824.2558338200001,120.92733,4.355752820714758,0,0,
19:32:18.100,101605.90478572245,18.616602094828355,16.967941876312615,18.616602094828355,20.977444372968925,0,,1.1133774235957061,0,19.576139,303.780457,19.576139,1145,1.1,,0.0016825145650011695,1.051542,17.903200000000002,1.051542,0.1934891749751345,120.92733,1824.2558338200001,120.92733,4.355752820714758,0,0,
19:32:18.409,101605.90478572245,18.61320352864888,16.967759908290006,18.61320352864888,20.977444372968925,0,,1.1094878954783414,0,19.576139,303.780457,19.576139,1141,1.1,,0.0018748938179892298,1.051734,17.903392,1.051734,0.21561278906876144,120.94941,1824.27791382,120.94941,4.34053621697427,0,0,
