time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average fuel consumption 10 sec (km/L)","Average speed (km/h)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance traveled with MIL on (km)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Long term fuel % trim - Bank 1 (%)","OBD Module Voltage (V)","Oxygen sensor 1 Bank 1 Short term fuel trim (%)","Oxygen sensor 1 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 1 Voltage (V)","Short term fuel % trim - Bank 1 (%)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
08:56:15.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,,,,
08:56:15.730,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:56:15.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
08:56:16.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8125,,,,,,,,,,
08:56:16.414,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:16.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,,,,
08:56:17.186,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:56:17.410,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,
08:56:17.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
08:56:17.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8125,,,,,,,,,,
08:56:18.116,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:18.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,,,,
08:56:18.867,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:56:19.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
08:56:19.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8125,,,,,,,,,,
08:56:19.565,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,,0,
08:56:19.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
08:56:20.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,
08:56:20.231,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:20.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.435,,,,,,,
08:56:20.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,
08:56:21.402,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:56:21.870,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:22.147,,,,,,,,,,0,,,,,,,0,0,,,,,,,,,,0,,,,,,,,,,,,,
08:56:22.458,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,,0,
08:56:22.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
08:56:23.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,
08:56:23.311,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:23.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.44,,,,,,,
08:56:23.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,
08:56:24.245,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:56:24.466,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:24.928,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:25.176,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:25.799,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:26.183,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:26.629,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:26.851,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:27.498,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:27.885,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:28.220,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:28.722,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:28.956,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:29.506,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:29.920,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:30.343,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:30.558,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:31.030,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:31.333,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:31.801,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:32.041,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:32.753,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:33.139,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:34.364,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:34.833,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:35.086,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:35.526,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:35.824,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:36.291,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:36.504,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:36.825,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:37.149,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:37.586,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:37.829,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:38.130,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:38.446,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:38.895,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:39.112,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:39.501,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:39.815,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:40.271,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:40.526,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:40.886,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:41.199,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:41.658,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:41.881,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:42.197,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:42.517,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:42.972,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:43.185,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:43.499,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:43.813,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:44.253,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:44.495,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:44.794,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:45.107,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:45.565,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:45.796,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:46.109,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:46.423,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:46.881,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:47.133,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:47.506,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:47.775,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:48.259,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:48.477,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:48.793,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:49.104,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:49.578,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:49.798,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:50.108,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:50.417,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:50.886,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:51.142,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:51.496,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:51.811,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:52.357,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:52.593,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:52.952,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:53.276,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:53.812,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:54.040,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:54.329,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:54.648,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:55.098,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:55.365,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:55.729,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:56.027,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:56.518,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:56.742,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:57.119,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:57.436,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:57.883,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:58.113,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:58.491,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:56:58.807,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:56:59.282,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:56:59.547,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:56:59.941,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:57:00.268,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:57:00.724,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,,,,
08:57:00.944,,,13.177336600941997,13.177336600941997,,,,,,0,,,,,,,0,0,,0,0,2.058182,2.058182,0,0,2.07876382,2.07876382,0,,,,,,,,,,,,,
08:57:01.257,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:57:01.558,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
08:58:01.983,,,,,,,,,,,,,,,,,1222,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:02.297,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:02.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:02.767,,,,,,,,,,,,,,,,,1219,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:03.041,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:03.292,,,,,,,,,,,,,,,,,1208,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:03.518,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:03.752,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:03.977,,,,,,,,,,,,,,,,,1178,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:04.201,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:04.438,,,,,,,,,,,,,,,,,1187,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:04.657,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:04.901,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:05.104,,,,,,,,,,,,,,,,,1182,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:05.354,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:05.588,,,,,,,,,,,,,,,,,1183,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:05.819,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:06.057,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:06.284,,,,,,,,,,,,,,,,,1189,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:06.590,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:06.976,,,,,,,,,,,,,,,,,1198,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:07.294,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:07.508,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:07.925,,,,,,,,,,,,,,,,,1216,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:08.224,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:08.591,,,,,,,,,,,,,,,,,1197,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:08.838,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:09.060,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:09.458,,,,,,,,,,,,,,,,,1200,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:09.763,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:10.149,,,,,,,,,,,,,,,,,1200,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:10.451,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:10.677,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:11.085,,,,,,,,,,,,,,,,,1168,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:11.397,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:11.901,,,,,,,,,,,,,,,,,1178,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:12.146,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:12.446,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:12.847,,,,,,,,,,,,,,,,,1172,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:13.148,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:13.548,,,,,,,,,,,,,,,,,1207,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:13.845,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:14.047,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:14.470,,,,,,,,,,,,,,,,,1128,1.1,,,,,,,,,,,,,,,,,,,,,,,
08:58:14.893,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:15.309,,,,,,,,,,,,,,,,,1112,1.1,,,,,,,,,,,,,,,,,,,,,,,
08:58:15.607,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:15.841,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:16.226,,,,,,,,,,,,,,,,,1105,1.1,,,,,,,,,,,,,,,,,,,,,,,
08:58:16.527,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:16.944,,,,,,,,,,,,,,,,,1108,1.1,,,,,,,,,,,,,,,,,,,,,,,
08:58:17.225,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:17.446,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:17.813,,,,,,,,,,,,,,,,,1208,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:18.062,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:18.446,,,,,,,,,,,,,,,,,1218,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:18.745,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:18.996,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:19.361,,,,,,,,,,,,,,,,,1221,1.2,,,,,,,,,,,,,,,,,,,,,,,
08:58:19.684,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
08:58:20.064,,,,,,,,,,,,,,,,,1098,1.1,,,,,,,,,,,,,,,,,,,,,,,
08:58:20.424,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,
08:58:20.691,,,,,,0,,,,,,0,0,27.121357,27.121357,,,,,,,,,,,,,,,,,,,,,,,,0,0,
