time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average speed (km/h)","Calculated boost (bar)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
09:05:44.316,,,16.86477939874474,,0,-0.68325,,0.4501303118967277,0,0,284.204318,0,1294,1.3,-1,0.0002852695282799957,0.000286,16.851944,0.000286,0.03280599575219951,0.03289,1703.36139382,0.03289,1.7609988618247268,,33,0,-0,0,
09:05:44.549,,,16.86477939874474,,0,-0.69325,,0.4501303118967277,0,0,284.204318,0,1294,1.3,-1,0.0002852695282799957,0.000286,16.851944,0.000286,0.03280599575219951,0.03289,1703.36139382,0.03289,1.7609988618247268,,32,0,-0,0,
09:05:45.010,,,16.86477939874474,,0,-0.69325,,0.4501303118967277,0,0,284.204318,0,1294,1.3,-1,0.0002852695282799957,0.000286,16.851944,0.000286,0.03280599575219951,0.03289,1703.36139382,0.03289,1.7609988618247268,,32,0,-0,0,
09:05:45.234,,,16.864645297749036,,0,-0.69325,,0.42603312925900766,0,0,284.204318,0,1263,1.3,-1,0.00041892111498356157,0.00042,16.852078,0.00042,0.04817592822310958,0.0483,1703.37680382,0.0483,1.6667259144655555,,32,0,-0,0,
09:05:45.463,,,16.864645297749036,,0,-0.69325,,0.42603312925900766,0,0,284.204318,0,1263,1.3,-1,0.00041892111498356157,0.00042,16.852078,0.00042,0.04817592822310958,0.0483,1703.37680382,0.0483,1.6667259144655555,,32,0,0,0,
09:05:45.711,,,16.864645297749036,,0,-0.69325,,0.42603312925900766,0,0,284.204318,0,1263,1.3,-1,0.00041892111498356157,0.00042,16.852078,0.00042,0.04817592822310958,0.0483,1703.37680382,0.0483,1.6667259144655555,,32,0,0,0,
09:05:46.221,,,16.864645297749036,,0,-0.69325,,0.42603312925900766,0,0,284.204318,0,1263,1.3,-1,0.00041892111498356157,0.00042,16.852078,0.00042,0.04817592822310958,0.0483,1703.37680382,0.0483,1.6667259144655555,,32,0,0,0,
09:05:46.490,,,16.86449418649604,,0,-0.69325,,0.43075558674881465,0,0,284.204318,0,1277,1.3,-1,0.0005695236182104622,0.000571,16.852229,0.000571,0.06549521609420315,0.065665,1703.3941688200002,0.065665,1.6852011027494176,,32,0,0,0,
09:05:46.828,,,16.86449418649604,,0,-0.69325,,0.43075558674881465,0,0,284.204318,0,1277,1.3,-1,0.0005695236182104622,0.000571,16.852229,0.000571,0.06549521609420315,0.065665,1703.3941688200002,0.065665,1.6852011027494176,,32,0,0,0,
09:05:47.081,,,16.86449418649604,,0,-0.69325,,0.43075558674881465,0,0,284.204318,0,1277,1.3,-1,0.0005695236182104622,0.000571,16.852229,0.000571,0.06549521609420315,0.065665,1703.3941688200002,0.065665,1.6852011027494176,,32,0,0,0,
09:05:47.612,,,16.86449418649604,,0,-0.69325,,0.43075558674881465,0,0,284.204318,0,1277,1.3,-1,0.0005695236182104622,0.000571,16.852229,0.000571,0.06549521609420315,0.065665,1703.3941688200002,0.065665,1.6852011027494176,,32,0,0,0,
09:05:47.867,,,16.8643290680244,,0,-0.69325,,0.43210486031733086,0,0,284.204318,0,1281,1.3,-1,0.0007348504666242322,0.000736,16.852394,0.000736,0.0845078036617867,0.08464,1703.4131438200002,0.08464,1.690479727973378,,32,0,0,0,
09:05:48.201,,,16.8643290680244,,0,-0.69325,,0.43210486031733086,0,0,284.204318,0,1281,1.3,-1,0.0007348504666242322,0.000736,16.852394,0.000736,0.0845078036617867,0.08464,1703.4131438200002,0.08464,1.690479727973378,,32,0,0,0,
09:05:48.384,,,16.8643290680244,,0,-0.69325,,0.43210486031733086,0,0,284.204318,0,1281,1.3,-1,0.0007348504666242322,0.000736,16.852394,0.000736,0.0845078036617867,0.08464,1703.4131438200002,0.08464,1.690479727973378,,32,0,0,0,
09:05:48.910,,,16.8643290680244,,0,-0.69325,,0.43210486031733086,0,0,284.204318,0,1281,1.3,1,0.0007348504666242322,0.000736,16.852394,0.000736,0.0845078036617867,0.08464,1703.4131438200002,0.08464,1.690479727973378,,32,0,0,0,
09:05:49.155,,,16.864173959678148,,0,-0.69325,,0.4327794971015891,0,0,284.204318,0,1283,1.3,1,0.0008894780728188685,0.000891,16.852549,0.000891,0.10228997837416988,0.102465,1703.43096882,0.102465,1.6931190405853591,,32,0,0,0,
09:05:49.354,,,16.864173959678148,,0,-0.69325,,0.4327794971015891,0,0,284.204318,0,1283,1.3,1,0.0008894780728188685,0.000891,16.852549,0.000891,0.10228997837416988,0.102465,1703.43096882,0.102465,1.6931190405853591,,32,0,0,0,
09:05:49.567,,,16.864173959678148,,0,-0.70325,,0.4327794971015891,0,0,284.204318,0,1283,1.3,1,0.0008894780728188685,0.000891,16.852549,0.000891,0.10228997837416988,0.102465,1703.43096882,0.102465,1.6931190405853591,,31,0,0,0,
