time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average fuel consumption 10 sec (km/L)","Average speed (km/h)","Calculated boost (bar)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
16:20:18.619,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,-0,0,
16:20:18.935,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,-0,0,
16:20:19.404,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,-0,0,
16:20:19.605,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,-0,0,
16:20:19.929,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,0,0,
16:20:20.247,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,0,0,
16:20:20.690,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,0,0,
16:20:20.915,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,0,0,
16:20:21.246,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,0,0,
16:20:21.522,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,0,0,
16:20:21.981,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,0,0,
16:20:22.207,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,0,0,
16:20:22.540,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.013250000000000029,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,100,0,0,0,
16:20:22.837,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.023250000000000028,,0,0,19.334974,199.69941999999998,113.221023,0,0,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,99,0,0,0,
16:21:21.356,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.023250000000000028,,0,0,19.334974,199.69941999999998,113.221023,1078,1.1,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,99,0,0,0,
16:21:21.555,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.023250000000000028,,0,0,19.334974,199.69941999999998,113.221023,1078,1.1,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,99,0,0.004950751730727211,11,
16:21:21.786,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.32325000000000004,,0,0,19.334974,199.69941999999998,113.221023,1078,1.1,-1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,69,0,0.004950751730727211,11,
16:21:22.235,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.32325000000000004,,0,0,19.334974,199.69941999999998,113.221023,1078,1.1,1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,0,,69,7.450980392156863,0.004950751730727211,11,
16:21:22.475,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,0,-0.32325000000000004,,2.5179934647906066,0,19.334974,199.69941999999998,113.221023,1288,1.3,1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,9.850888750179708,,69,7.450980392156863,0.004950751730727211,11,
16:21:22.697,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,1.6667133976274218,-0.32325000000000004,5.162841040606539,2.5179934647906066,0.004129347444444445,19.339103,199.70354899999998,113.22515200000001,1288,1.3,1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,9.850888750179708,,69,7.450980392156863,0.005866579131318212,13,
16:21:23.010,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,1.6667133976274218,-0.41325000000000006,5.162841040606539,2.5179934647906066,0.004129347444444445,19.339103,199.70354899999998,113.22515200000001,1288,1.3,1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,9.850888750179708,,60,7.450980392156863,0.005866579131318212,13,
16:21:23.456,,17.45381885737137,15.479070484156036,16.330241019602457,19.636390540238498,1.6667133976274218,-0.41325000000000006,5.162841040606539,2.5179934647906066,0.004129347444444445,19.339103,199.70354899999998,113.22515200000001,1288,1.3,1,0,1.107779,12.901254,6.933212,0,127.394585,1249.0320438200001,797.3193799999999,9.850888750179708,,60,7.450980392156863,0.005866579131318212,13,
16:21:23.693,4.992664729776545,17.44452312183048,15.478398329695807,16.328888833766296,19.636390540238498,1.6667133976274218,-0.41325000000000006,5.162841040606539,2.4428548534324204,0.004129347444444445,19.339103,199.70354899999998,113.22515200000001,1437,1.4,1,0.0008270828641500349,1.108606,12.902080999999999,6.934039,0.09511452937725401,127.48969,1249.12714882,797.4144849999999,9.55693163246573,,60,7.450980392156863,0.005866579131318212,13,
16:21:24.004,4.992664729776545,17.44452312183048,15.478398329695807,16.328888833766296,19.636390540238498,3.4981561871032643,-0.41325000000000006,6.549713740674616,2.4428548534324204,0.009936453666666668,19.34491,199.70935599999999,113.230959,1437,1.4,1,0.0008270828641500349,1.108606,12.902080999999999,6.934039,0.09511452937725401,127.48969,1249.12714882,797.4144849999999,9.55693163246573,,60,7.450980392156863,0.00722145127517422,16,
16:21:24.332,4.992664729776545,17.44452312183048,15.478398329695807,16.328888833766296,19.636390540238498,3.4981561871032643,-0.52325,6.549713740674616,2.4428548534324204,0.009936453666666668,19.34491,199.70935599999999,113.230959,1437,1.4,1,0.0008270828641500349,1.108606,12.902080999999999,6.934039,0.09511452937725401,127.48969,1249.12714882,797.4144849999999,9.55693163246573,,49,7.450980392156863,0.00722145127517422,16,
16:21:24.769,4.992664729776545,17.44452312183048,15.478398329695807,16.328888833766296,19.636390540238498,3.4981561871032643,-0.52325,6.549713740674616,2.4428548534324204,0.009936453666666668,19.34491,199.70935599999999,113.230959,1437,1.4,1,0.0008270828641500349,1.108606,12.902080999999999,6.934039,0.09511452937725401,127.48969,1249.12714882,797.4144849999999,9.55693163246573,,49,0,0.00722145127517422,16,
16:21:24.991,6.630801540187554,17.439205897174464,15.478043443755253,16.328146238270953,19.636390540238498,3.4981561871032643,-0.52325,6.549713740674616,1.8644972087662648,0.009936453666666668,19.34491,199.70935599999999,113.230959,1343,1.3,1,0.0014985297940896618,1.109277,12.902752,6.934710000000001,0.1723309263203111,127.566855,1249.2043138200002,797.4916499999999,7.294282068402604,,49,0,0.00722145127517422,16,
16:21:25.303,6.630801540187554,17.439205897174464,15.478043443755253,16.328146238270953,19.636390540238498,4.5685345924855865,-0.52325,6.972389091749878,1.8644972087662648,0.014624261972222222,19.349598,199.714044,113.235647,1343,1.3,1,0.0014985297940896618,1.109277,12.902752,6.934710000000001,0.1723309263203111,127.566855,1249.2043138200002,797.4916499999999,7.294282068402604,,49,0,0.00722145127517422,13,
16:21:25.629,6.630801540187554,17.439205897174464,15.478043443755253,16.328146238270953,19.636390540238498,4.5685345924855865,-0.69325,6.972389091749878,1.8644972087662648,0.014624261972222222,19.349598,199.714044,113.235647,1343,1.3,1,0.0014985297940896618,1.109277,12.902752,6.934710000000001,0.1723309263203111,127.566855,1249.2043138200002,797.4916499999999,7.294282068402604,,32,0,0.00722145127517422,13,
16:21:26.076,6.630801540187554,17.439205897174464,15.478043443755253,16.328146238270953,19.636390540238498,4.5685345924855865,-0.69325,6.972389091749878,1.8644972087662648,0.014624261972222222,19.349598,199.714044,113.235647,1343,1.3,1,0.0014985297940896618,1.109277,12.902752,6.934710000000001,0.1723309263203111,127.566855,1249.2043138200002,797.4916499999999,7.294282068402604,,32,0,0.00722145127517422,13,
16:21:26.305,7.870069968225664,17.437772893297538,15.477974925738845,16.327974627509164,19.636390540238498,4.5685345924855865,-0.69325,6.972389091749878,0.9855284530479392,0.014624261972222222,19.349598,199.714044,113.235647,1087,1.1,1,0.0018582124468099633,1.109637,12.903111999999998,6.9350700000000005,0.21369443138314578,127.608255,1249.2457138200002,797.5330499999999,3.855582346366133,,32,0,0.00722145127517422,13,
16:21:26.615,7.870069968225664,17.437772893297538,15.477974925738845,16.327974627509164,19.636390540238498,5.226064093315741,-0.69325,11.161524526238031,0.9855284530479392,0.018634157055555555,19.353608,199.718054,113.239657,1087,1.1,1,0.0018582124468099633,1.109637,12.903111999999998,6.9350700000000005,0.21369443138314578,127.608255,1249.2457138200002,797.5330499999999,3.855582346366133,,32,0,0.00722145127517422,11,
16:21:26.884,7.870069968225664,17.437772893297538,15.477974925738845,16.327974627509164,19.636390540238498,5.226064093315741,-0.6132500000000001,11.161524526238031,0.9855284530479392,0.018634157055555555,19.353608,199.718054,113.239657,1087,1.1,1,0.0018582124468099633,1.109637,12.903111999999998,6.9350700000000005,0.21369443138314578,127.608255,1249.2457138200002,797.5330499999999,3.855582346366133,,40,0,0.00722145127517422,11,
16:21:27.358,7.870069968225664,17.437772893297538,15.477974925738845,16.327974627509164,19.636390540238498,5.226064093315741,-0.6132500000000001,11.161524526238031,0.9855284530479392,0.018634157055555555,19.353608,199.718054,113.239657,1087,1.1,1,0.0018582124468099633,1.109637,12.903111999999998,6.9350700000000005,0.21369443138314578,127.608255,1249.2457138200002,797.5330499999999,3.855582346366133,,40,0,0.00722145127517422,11,
16:21:27.598,8.196079668467819,17.434866114380227,15.477787894736068,16.327575793185336,19.636390540238498,5.226064093315741,-0.6132500000000001,11.161524526238031,1.1559786362797817,0.018634157055555555,19.353608,199.718054,113.239657,1020,1,1,0.002273545134907045,1.110052,12.903526999999999,6.935485,0.26145769051431017,127.65598,1249.2934388200001,797.5807749999999,4.52241719559965,,40,0,0.00722145127517422,11,
16:21:27.902,8.196079668467819,17.434866114380227,15.477787894736068,16.327575793185336,19.636390540238498,5.752284952761231,-0.6132500000000001,9.515746792173127,1.1559786362797817,0.022567171305555557,19.357541,199.72198699999998,113.24359,1020,1,1,0.002273545134907045,1.110052,12.903526999999999,6.935485,0.26145769051431017,127.65598,1249.2934388200001,797.5807749999999,4.52241719559965,,40,0,-0.010883510428061547,11,
16:21:28.223,8.196079668467819,17.434866114380227,15.477787894736068,16.327575793185336,19.636390540238498,5.752284952761231,-0.47325000000000006,9.515746792173127,1.1559786362797817,0.022567171305555557,19.357541,199.72198699999998,113.24359,1020,1,1,0.002273545134907045,1.110052,12.903526999999999,6.935485,0.26145769051431017,127.65598,1249.2934388200001,797.5807749999999,4.52241719559965,,54,0,-0.010883510428061547,11,
16:21:28.679,8.196079668467819,17.434866114380227,15.477787894736068,16.327575793185336,19.636390540238498,5.752284952761231,-0.47325000000000006,9.515746792173127,1.1559786362797817,0.022567171305555557,19.357541,199.72198699999998,113.24359,1020,1,1,0.002273545134907045,1.110052,12.903526999999999,6.935485,0.26145769051431017,127.65598,1249.2934388200001,797.5807749999999,4.52241719559965,,54,4.705882352941177,-0.010883510428061547,11,
16:21:28.904,7.8605028397792305,17.429035635920982,15.477376612314016,16.326737486667543,19.636390540238498,5.752284952761231,-0.47325000000000006,9.515746792173127,1.64624957554903,0.022567171305555557,19.357541,199.72198699999998,113.24359,1076,1.1,1,0.0028709577193142236,1.110649,12.904124,6.936082000000001,0.3301601377211357,127.724635,1249.3620938200002,797.6494299999999,6.440454135615737,,54,4.705882352941177,-0.010883510428061547,11,
16:21:29.209,7.8605028397792305,17.429035635920982,15.477376612314016,16.326737486667543,19.636390540238498,6.281423007962803,-0.47325000000000006,7.289295729050048,1.64624957554903,0.026923282972222223,19.361897,199.72634299999999,113.247946,1076,1.1,1,0.0028709577193142236,1.110649,12.904124,6.936082000000001,0.3301601377211357,127.724635,1249.3620938200002,797.6494299999999,6.440454135615737,,54,4.705882352941177,-0.010883510428061547,12,
16:21:29.532,7.8605028397792305,17.429035635920982,15.477376612314016,16.326737486667543,19.636390540238498,6.281423007962803,-0.32325000000000004,7.289295729050048,1.64624957554903,0.026923282972222223,19.361897,199.72634299999999,113.247946,1076,1.1,1,0.0028709577193142236,1.110649,12.904124,6.936082000000001,0.3301601377211357,127.724635,1249.3620938200002,797.6494299999999,6.440454135615737,,69,4.705882352941177,-0.010883510428061547,12,
16:21:29.987,7.8605028397792305,17.429035635920982,15.477376612314016,16.326737486667543,19.636390540238498,6.281423007962803,-0.32325000000000004,7.289295729050048,1.64624957554903,0.026923282972222223,19.361897,199.72634299999999,113.247946,1076,1.1,1,0.0028709577193142236,1.110649,12.904124,6.936082000000001,0.3301601377211357,127.724635,1249.3620938200002,797.6494299999999,6.440454135615737,,69,9.019607843137255,-0.010883510428061547,12,
16:21:30.209,7.152287266401409,17.41895223032508,15.476643153589029,16.32526367761164,19.636390540238498,6.281423007962803,-0.32325000000000004,7.289295729050048,2.4632544764255933,0.026923282972222223,19.361897,199.72634299999999,113.247946,1260,1.3,1,0.003764289935430455,1.111542,12.905016999999999,6.936975,0.43289334257450235,127.82733,1249.4647888200002,797.7521249999999,9.63673899474102,,69,9.019607843137255,-0.010883510428061547,12,
16:21:30.504,7.152287266401409,17.41895223032508,15.476643153589029,16.32526367761164,19.636390540238498,6.723976375982667,-0.32325000000000004,4.871603853700529,2.4632544764255933,0.031237580972222224,19.366211,199.73065699999998,113.25226,1260,1.3,1,0.003764289935430455,1.111542,12.905016999999999,6.936975,0.43289334257450235,127.82733,1249.4647888200002,797.7521249999999,9.63673899474102,,69,9.019607843137255,-0.010883510428061547,12,
