time,"Average fuel consumption (km/L)","Average fuel consumption (Today) (km/L)","Average fuel consumption (total) (km/L)","Average fuel consumption (Week) (km/L)","Average fuel consumption 10 sec (km/L)","Average speed (km/h)","Calculated boost (bar)","Calculated instant fuel consumption (km/L)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (₹$)","Fuel used price (Today) (₹$)","Fuel used price (total) (₹$)","Fuel used price (Week) (₹$)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake manifold absolute pressure (kPa)","OBD Module Voltage (V)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",
20:37:26.600,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:37:26.808,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,
20:37:27.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
20:37:27.381,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:37:27.707,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
20:37:28.029,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
20:37:28.557,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:37:28.819,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,
20:37:29.069,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
20:37:29.344,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:37:29.593,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
20:37:30.024,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:37:30.292,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,
20:37:30.535,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:37:30.833,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:37:31.141,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:37:31.544,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:37:34.059,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,100,,,,,
20:37:34.516,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:37:34.819,,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,
20:37:35.132,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:37:35.463,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,100,,,,,
20:37:35.888,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:37:36.118,,,,,,,,,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,
20:37:36.506,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:37:36.820,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,100,,,,,
20:37:37.282,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:37:37.640,,,,,,,,,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,
20:37:37.955,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:37:38.256,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,100,,,,,
20:37:38.732,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:37:38.959,,,,,,,,,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,
20:37:39.259,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:37:39.583,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,100,,,,,
20:37:40.034,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:37:40.301,,,,,,,,,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,
20:37:40.580,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:37:40.906,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,100,,,,,
20:37:41.340,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:37:41.557,,,,,,,,,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,
20:37:41.784,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:37:42.017,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,100,,,,,
20:37:42.603,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:37:42.863,,,,,,,,,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,
20:37:43.112,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:37:43.586,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,100,,,,,
20:37:44.079,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:37:44.329,,,,,,,,,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,
20:37:44.637,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:37:44.931,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,100,,,,,
20:37:45.380,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:37:45.612,,,,,,,,,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,
20:37:45.933,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:37:46.248,,,,,,,-0.013250000000000029,,,,,,,,,,,,,,,,,,,,,100,,,,,
20:37:46.685,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:37:46.901,,,,,,,,,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,
20:37:47.199,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:48.490,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,
20:38:48.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
20:38:49.019,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:38:49.253,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:49.567,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:38:49.882,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,
20:38:50.090,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:50.349,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:38:50.644,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:50.850,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:38:51.089,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,
20:38:51.307,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:51.544,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:38:51.810,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:52.079,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:38:52.311,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,
20:38:52.531,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:52.766,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:38:53.080,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:53.383,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:38:53.749,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,
20:38:54.012,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:54.368,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
20:38:54.614,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:54.842,,,,,,,,,,,,,,,255,0.3,,,,,,,,,,,,,,,,,
20:38:55.155,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,
20:38:55.387,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:55.706,,,,,,,,,,,,,,,1901,1.9,,,,,,,,,,,,,,,,,
20:38:56.004,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:56.287,,,,,,,,,,,,,,,1760,1.8,,,,,,,,,,,,,,,,,
20:38:56.521,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,
20:38:56.742,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:57.043,,,,,,,,,,,,,,,1576,1.6,,,,,,,,,,,,,,,,,
20:38:57.308,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:57.675,,,,,,,,,,,,,,,1442,1.4,,,,,,,,,,,,,,,,,
20:38:57.957,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,
20:38:58.175,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:58.473,,,,,,,,,,,,,,,1268,1.3,,,,,,,,,,,,,,,,,
20:38:58.725,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:38:59.020,,,,,,,,,,,,,,,1201,1.2,,,,,,,,,,,,,,,,,
20:38:59.320,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,
20:38:59.672,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:00.019,,,,,,,,,,,,,,,1151,1.2,,,,,,,,,,,,,,,,,
20:39:00.321,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:00.705,,,,,,,,,,,,,,,1136,1.1,,,,,,,,,,,,,,,,,
20:39:01.038,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,
20:39:01.375,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:03.495,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:03.963,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:39:04.216,,,,,,,,,1.385527493443065,,,,,,1110,1.1,,,,,,,,,,5.420457752998175,,,,,,,
20:39:04.581,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:04.891,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:05.509,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,
20:39:05.731,,,,,,,,,1.4129883987185128,,,,,,1132,1.1,,0.0005894237538111983,0.000589,0.000589,0.000589,0.0005953179913493103,0.00059489,0.00059489,0.00059489,5.5278902490035415,,,,,,,
20:39:06.094,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:06.364,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:06.851,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:07.110,,,,,,,,,1.3830310475089331,,,,,,1108,1.1,,0.0011190559544650934,0.001119,0.001119,0.001119,0.0011302465140097444,0.00113019,0.00113019,0.00113019,5.41069116245223,,,,,,,
20:39:07.434,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:07.755,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:08.273,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:08.570,,,,,,,,,1.3643077030029456,,,,,,1093,1.1,,0.001673408812451872,0.001673,0.001673,0.001673,0.0016901429005763908,0.00168973,0.00168973,0.00168973,5.33744173335766,,,,,,,
20:39:08.803,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:09.160,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:09.699,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:10.032,,,,,,,,,1.3805346015748012,,,,,,1106,1.1,,0.0022332269061045504,0.002233,0.002233,0.002233,0.002255559175165596,0.0022553300000000003,0.0022553300000000003,0.0022553300000000003,5.4009245719062875,,,,,,,
20:39:10.307,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:10.664,,,,,,,-0.70325,,,,,,,,,,,,,,,,,,,,,31,,,,,
20:39:11.151,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:11.460,,,,,,,,,1.442030386418911,,,,,,1118,1.1,,0.0028054729515663186,0.002805,0.002805,0.002805,0.002833527681081982,0.00283305,0.00283305,0.00283305,5.641508252354675,,,,,,,
20:39:11.760,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:12.042,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:12.598,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:12.830,,,,,,,,,1.4279670743233024,,,,,,1144,1.1,,0.0033486963780681913,0.003348,0.003348,0.003348,0.0033821833418488734,0.00338148,0.00338148,0.00338148,5.586489792279196,,,,,,,
20:39:13.125,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:13.433,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:13.893,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:14.117,,,,,,,,,1.4092437298173155,,,,,,1129,1.1,,0.0038530092395707765,0.003852,0.003852,0.003852,0.0038915393319664845,0.00389052,0.00389052,0.00389052,5.513240363184628,,,,,,,
20:39:14.435,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:14.743,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:15.206,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:15.436,,,,,,,,,1.3643077030029456,,,,,,1093,1.1,,0.004352781414104038,0.004352,0.004352,0.004352,0.004396309228245079,0.00439552,0.00439552,0.00439552,5.33744173335766,,,,,,,
20:39:15.759,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:16.060,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:16.531,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:16.757,,,,,,,,,1.3867757164101306,,,,,,1111,1.1,,0.0048613193498841445,0.004861,0.004861,0.004861,0.004909932543382986,0.00490961,0.00490961,0.00490961,5.425341048271145,,,,,,,
20:39:17.054,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:17.409,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:17.927,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:18.225,,,,,,,,,1.3792863786077356,,,,,,1105,1.1,,0.005423780151384035,0.005423,0.005423,0.005423,0.005478017952897875,0.00547723,0.00547723,0.00547723,5.396041276633317,,,,,,,
20:39:18.606,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:18.913,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:19.378,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:19.613,,,,,,,,,1.41673306761971,,,,,,1135,1.1,,0.005970301264002312,0.00597,0.00597,0.00597,0.006030004276642335,0.0060297,0.0060297,0.0060297,5.542540134822454,,,,,,,
20:39:19.923,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:20.222,,,,,,,-0.7232500000000001,,,,,,,,,,,,,,,,,,,,,29,,,,,
20:39:20.667,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:20.890,,,,,,,,,1.3188307795695142,,,,,,1093,1.1,,0.006437900703151737,0.006438,0.006438,0.006438,0.006502279710183255,0.00650238,0.00650238,0.00650238,5.159527008912405,,,,,,,
20:39:21.198,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:21.421,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:21.882,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:22.116,,,,,,,,,1.3792863786077356,,,,,,1105,1.1,,0.006909512738395061,0.00691,0.00691,0.00691,0.006978607865779011,0.0069791,0.0069791,0.0069791,5.396041276633317,,,,,,,
20:39:22.413,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:22.888,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:23.332,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:23.560,,,,,,,,,1.3717970408053404,,,,,,1099,1.1,,0.007457947745151644,0.007458,0.007458,0.007458,0.0075325272226031605,0.0075325800000000005,0.0075325800000000005,0.0075325800000000005,5.3667415049954865,,,,,,,
20:39:23.889,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:24.188,,,,,,,-0.7232500000000001,,,,,,,,,,,,,,,,,,,,,29,,,,,
20:39:24.662,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:24.902,,,,,,,,,1.356235861149253,,,,,,1124,1.1,,0.007963348699749948,0.007963,0.007963,0.007963,0.008042982186747446,0.00804263,0.00804263,0.00804263,5.305863090592444,,,,,,,
20:39:25.184,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:25.406,,,,,,,-0.7232500000000001,,,,,,,,,,,,,,,,,,,,,29,,,,,
20:39:25.866,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:26.104,,,,,,,,,1.3188307795695142,,,,,,1093,1.1,,0.008403925992275572,0.008404,0.008404,0.008404,0.008487965252198328,0.00848804,0.00848804,0.00848804,5.159527008912405,,,,,,,
20:39:26.412,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:26.717,,,,,,,-0.7232500000000001,,,,,,,,,,,,,,,,,,,,,29,,,,,
20:39:27.190,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:27.412,,,,,,,,,1.3079712397560415,,,,,,1084,1.1,,0.008878727545464591,0.008879,0.008879,0.008879,0.008967514820919238,0.00896779,0.00896779,0.00896779,5.117042340037555,,,,,,,
20:39:27.721,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:28.044,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:28.496,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:28.721,,,,,,,,,1.3530736962993533,,,,,,1084,1.1,,0.009371261705752781,0.009372,0.009372,0.009372,0.009464974322810309,0.00946572,0.00946572,0.00946572,5.293492075900918,,,,,,,
20:39:29.058,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:29.355,,,,,,,-0.70325,,,,,,,,,,,,,,,,,,,,,31,,,,,
20:39:29.832,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:30.048,,,,,,,,,1.4046253048391717,,,,,,1089,1.1,,0.00988870545705809,0.009889,0.009889,0.009889,0.009987592511628672,0.009987890000000001,0.009987890000000001,0.009987890000000001,5.495172170674634,,,,,,,
20:39:30.355,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:30.667,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:31.119,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:31.356,,,,,,,,,1.3430879125628266,,,,,,1076,1.1,,0.010376790767618955,0.010377,0.010377,0.010377,0.010480558675295144,0.01048077,0.01048077,0.01048077,5.254425713717148,,,,,,,
20:39:31.752,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:32.048,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:32.501,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:32.736,,,,,,,,,1.3306056828921684,,,,,,1066,1.1,,0.010887374919920463,0.010888,0.010888,0.010888,0.010996248669119668,0.01099688,0.01099688,0.01099688,5.205592760987434,,,,,,,
20:39:33.034,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:33.356,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:33.803,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:34.034,,,,,,,,,1.3306056828921684,,,,,,1066,1.1,,0.011366594848212752,0.011367,0.011367,0.011367,0.01148026079669488,0.01148067,0.01148067,0.01148067,5.205592760987434,,,,,,,
20:39:34.365,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:34.651,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:35.126,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:35.368,,,,,,,,,1.360563034101748,,,,,,1090,1.1,,0.011870509942767185,0.011871,0.011871,0.011871,0.011989215042194856,0.011989709999999999,0.011989709999999999,0.011989709999999999,5.322791847538746,,,,,,,
20:39:35.658,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:35.956,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:36.422,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:36.658,,,,,,,,,1.335598574760432,,,,,,1070,1.1,,0.012349376680060484,0.01235,0.01235,0.01235,0.012472870446861089,0.0124735,0.0124735,0.0124735,5.225125942079321,,,,,,,
20:39:36.950,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:37.248,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:37.702,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:37.939,,,,,,,,,1.325612791023905,,,,,,1062,1.1,,0.01282133706916142,0.012822,0.012822,0.012822,0.012949550439853035,0.01295022,0.01295022,0.01295022,5.186059579895549,,,,,,,
20:39:38.282,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:38.607,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:39.113,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:39.306,,,,,,,,,1.3443361355298926,,,,,,1077,1.1,,0.013331494782798547,0.013332,0.013332,0.013332,0.013464809730626533,0.01346532,0.01346532,0.01346532,5.259309008990121,,,,,,,
20:39:39.606,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:39.930,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:40.376,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:40.627,,,,,,,,,1.3380950206945634,,,,,,1072,1.1,,0.01382240642354264,0.013823,0.013823,0.013823,0.013960630487778068,0.01396123,0.01396123,0.01396123,5.234892532625263,,,,,,,
20:39:40.922,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:41.357,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:41.770,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:41.998,,,,,,,,,1.3268610139909713,,,,,,1063,1.1,,0.014328139130452796,0.014329,0.014329,0.014329,0.014471420521757324,0.01447229,0.01447229,0.01447229,5.190942875168523,,,,,,,
20:39:42.366,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:42.591,,,,,,,-0.70325,,,,,,,,,,,,,,,,,,,,,31,,,,,
20:39:43.039,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:43.273,,,,,,,,,1.3607710712629257,,,,,,1055,1.1,,0.014809601027417223,0.01481,0.01481,0.01481,0.014957697037691396,0.0149581,0.0149581,0.0149581,5.323605730084242,,,,,,,
20:39:43.652,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:43.968,,,,,,,-0.70325,,,,,,,,,,,,,,,,,,,,,31,,,,,
20:39:44.414,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:44.673,,,,,,,,,1.3594812408636245,,,,,,1054,1.1,,0.0153387062548869,0.015339,0.015339,0.015339,0.015492093317435769,0.01549239,0.01549239,0.01549239,5.3185596583021715,,,,,,,
20:39:44.942,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:45.178,,,,,,,-0.70325,,,,,,,,,,,,,,,,,,,,,31,,,,,
20:39:45.656,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:45.877,,,,,,,,,1.402045644040569,,,,,,1087,1.1,,0.015807469272226697,0.015808,0.015808,0.015808,0.015965543964948963,0.01596608,0.01596608,0.01596608,5.485080027110494,,,,,,,
20:39:46.188,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:46.456,,,,,,,-0.71325,,,,,,,,,,,,,,,,,,,,,30,,,,,
20:39:46.879,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:47.106,,,,,,,,,1.3455843584969582,,,,,,1078,1.1,,0.016266908623156707,0.016267,0.016267,0.016267,0.016429577709388275,0.01642967,0.01642967,0.01642967,5.264192304263091,,,,,,,
20:39:47.491,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:47.806,,,,,,,-0.70325,,,,,,,,,,,,,,,,,,,,,31,,,,,
20:39:48.267,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:48.501,,,,,,,,,1.3736693752559395,,,,,,1065,1.1,,0.016799384312032064,0.016799,0.016799,0.016799,0.016967378155152386,0.01696699,0.01696699,0.01696699,5.374066447904945,,,,,,,
20:39:48.889,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:49.199,,,,,,,-0.70325,,,,,,,,,,,,,,,,,,,,,31,,,,,
20:39:49.651,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:49.961,,,,,,,,,1.3865676792489525,,,,,,1075,1.1,,0.01736111118798593,0.017361,0.017361,0.017361,0.01753472229986579,0.017534610000000003,0.017534610000000003,0.017534610000000003,5.424527165725649,,,,,,,
20:39:50.272,,,,,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,
20:39:50.581,,,,,,,-0.70325,,,,,,,,,,,,,,,,,,,,,31,,,,,
20:39:51.030,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,
20:39:51.266,,,,,,,,,1.3697998840580354,,,,,,1062,1.1,,0.017857778290597266,0.017858,0.017858,0.017858,0.018036356073503238,0.01803658,0.01803658,0.01803658,5.358928232558736,,,,,,,
